Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,39.37619,[115  33] ; [29 52],[93.06550218 54.93449782] ; [50.93449782 30.06550218],1
p10,1,0.001861,9.681611,[103  41] ; [40 39],[92.34080717 51.65919283] ; [50.65919283 28.34080717],0
s6,1,0.002403,9.212734,[86 59] ; [31 50],[75.06637168 69.93362832] ; [41.93362832 39.06637168],0
p9,1,0.009571,6.713008,[105  37] ; [45 34],[96.3800905 45.6199095] ; [53.6199095 25.3800905],0
n6,1,0.020287,5.387006,[116  32] ; [52 29],[108.57641921  39.42358079] ; [59.42358079 21.57641921],0
s7,1,0.023346,5.142561,[53 86] ; [18 60],[45.47926267 93.52073733] ; [25.52073733 52.47926267],0
d2,1,0.053503,3.72815,[ 29 118] ; [ 8 73],[ 23.85526316 123.14473684] ; [13.14473684 67.85526316],0
n1,1,0.064898,3.407563,[21 28] ; [ 5 19],[17.45205479 31.54794521] ; [ 8.54794521 15.45205479],0
p8,1,0.096858,2.756524,[68 76] ; [29 52],[62.08 81.92] ; [34.92 46.08],0
v3,1,0.103106,2.656828,[ 39 106] ; [13 63],[ 34.11764706 110.88235294] ; [17.88235294 58.11764706],0
p6,1,0.104107,2.641474,[ 43 102] ; [16 65],[ 37.8539823 107.1460177] ; [21.1460177 59.8539823],0
a4,1,0.108094,2.581874,[ 35 112] ; [12 69],[ 30.30263158 116.69736842] ; [16.69736842 64.30263158],0
p4,1,0.11599,2.470653,[68 78] ; [29 52],[62.3876652 83.6123348] ; [34.6123348 46.3876652],0
d4,1,0.164516,1.932217,[73 74] ; [48 33],[78.01315789 68.98684211] ; [42.98684211 38.01315789],0
p5,1,0.167524,1.904965,[ 15 130] ; [ 4 76],[ 12.24444444 132.75555556] ; [ 6.75555556 73.24444444],0
b1,1,0.183991,1.765089,[72 76] ; [32 49],[67.2139738 80.7860262] ; [36.7860262 44.2139738],0
a5,1,0.184933,1.757526,[77 70] ; [35 46],[72.21052632 74.78947368] ; [39.78947368 41.21052632],0
n2,1,0.20876,1.580007,[39 12] ; [15  9],[36.72 14.28] ; [17.28  6.72],0
a7,1,0.214103,1.543465,[85 62] ; [53 27],[89.36563877 57.63436123] ; [48.63436123 31.36563877],0
p12,1,0.214204,1.542781,[  9 137] ; [ 2 79],[  7.07488987 138.92511013] ; [ 3.92511013 77.07488987],0
r3,1,0.239472,1.383699,[123  25] ; [72  9],[126.02620087  21.97379913] ; [68.97379913 12.02620087],0
b4,1,0.256711,1.286408,[78 70] ; [49 32],[82.07860262 65.92139738] ; [44.92139738 36.07860262],0
