Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,151.04802,[410  48] ; [67 92],[354.07779579 103.92220421] ; [122.92220421  36.07779579],1
n6,1,0.0,42.607864,[417  40] ; [111  47],[392.35121951  64.64878049] ; [135.64878049  22.35121951],1
v1,1,0.0,25.54572,[273 176] ; [57 96],[246.12956811 202.87043189] ; [83.87043189 69.12956811],1
p4,1,8e-06,19.984571,[307 148] ; [75 83],[283.53996737 171.46003263] ; [98.46003263 59.53996737],1
p10,1,3.5e-05,17.116883,[392  62] ; [112  44],[375.10819672  78.89180328] ; [128.89180328  27.10819672],1
s6,1,0.001029,10.774324,[327 123] ; [92 65],[310.62602965 139.37397035] ; [108.37397035  48.62602965],0
p3,1,0.001033,10.767624,[248 208] ; [62 96],[230.22801303 225.77198697] ; [79.77198697 78.22801303],0
p11,1,0.001287,10.360758,[376  83] ; [111  48],[361.7038835  97.2961165] ; [125.2961165  33.7038835],0
s7,1,0.001608,9.950152,[225 207] ; [57 96],[208.24615385 223.75384615] ; [73.75384615 79.24615385],0
a2,1,0.001644,9.909667,[150 309] ; [ 31 128],[134.43203883 324.56796117] ; [ 46.56796117 112.43203883],0
n1,1,0.002251,9.332601,[38 41] ; [ 8 33],[30.28333333 48.71666667] ; [15.71666667 25.28333333],0
s3,1,0.003084,8.757111,[269 181] ; [73 85],[253.125 196.875] ; [88.875 69.125],0
p9,1,0.003327,8.618938,[398  53] ; [122  33],[386.99669967  64.00330033] ; [133.00330033  21.99669967],0
a4,1,0.003553,8.499365,[222 235] ; [ 56 103],[206.24350649 250.75649351] ; [71.75649351 87.24350649],0
p8,1,0.003958,8.303174,[258 190] ; [70 88],[242.48184818 205.51815182] ; [85.51815182 72.48184818],0
p6,1,0.004612,8.025783,[182 270] ; [ 43 113],[167.26973684 284.73026316] ; [57.73026316 98.26973684],0
a8,1,0.006051,7.535174,[ 72 334] ; [ 12 134],[ 61.7826087 344.2173913] ; [ 22.2173913 123.7826087],0
v3,1,0.006391,7.436745,[191 248] ; [ 47 105],[176.78849408 262.21150592] ; [61.21150592 90.78849408],0
s2,1,0.007354,7.184415,[251 202] ; [68 90],[236.50900164 216.49099836] ; [82.49099836 75.50900164],0
a5,1,0.011043,6.458384,[358 101] ; [108  51],[346.10679612 112.89320388] ; [119.89320388  39.10679612],0
p5,1,0.011918,6.323098,[ 59 395] ; [  9 149],[ 50.44444444 403.55555556] ; [ 17.55555556 140.44444444],0
s8,1,0.012967,6.173601,[211 242] ; [ 56 103],[197.63235294 255.36764706] ; [69.36764706 89.63235294],0
d2,1,0.018183,5.578408,[236 220] ; [65 94],[223.1804878 232.8195122] ; [77.8195122 81.1804878],0
u1,1,0.020277,5.387848,[113 346] ; [ 25 134],[102.49514563 356.50485437] ; [ 35.50485437 123.49514563],0
p7,1,0.021688,5.270655,[296 148] ; [88 68],[284.16 159.84] ; [99.84 56.16],0
a3,1,0.035355,4.427963,[338 118] ; [104  55],[327.72682927 128.27317073] ; [114.27317073  44.72682927],0
n2,1,0.062197,3.477798,[66 16] ; [26 14],[61.83606557 20.16393443] ; [30.16393443  9.83606557],0
a6,1,0.062283,3.475526,[365  91] ; [116  43],[356.64390244  99.35609756] ; [124.35609756  34.64390244],0
p12,1,0.067418,3.344782,[ 45 412] ; [  8 149],[ 39.44788274 417.55211726] ; [ 13.55211726 143.44788274],0
d1,1,0.068782,3.311856,[297 162] ; [90 69],[287.43203883 171.56796117] ; [99.56796117 59.43203883],0
b2,1,0.087697,2.916149,[106 173] ; [24 62],[ 99.36986301 179.63013699] ; [30.63013699 55.36986301],0
b3,1,0.087697,2.916149,[106 173] ; [24 62],[ 99.36986301 179.63013699] ; [30.63013699 55.36986301],0
v2,1,0.091323,2.850888,[267 172] ; [80 71],[258.19152542 180.80847458] ; [88.80847458 62.19152542],0
s5,1,0.093656,2.810391,[154 288] ; [ 42 111],[145.6 296.4] ; [ 50.4 102.6],0
r1,1,0.159539,1.978591,[401  55] ; [132  26],[395.84364821  60.15635179] ; [137.15635179  20.84364821],0
p1,1,0.194695,1.681725,[ 45 412] ; [ 10 146],[ 41.00326264 415.99673736] ; [ 13.99673736 142.00326264],0
r2,1,0.199445,1.64643,[451   7] ; [153   5],[449.07792208   8.92207792] ; [154.92207792   3.07792208],0
b1,1,0.282149,1.156712,[166 293] ; [ 50 109],[160.42718447 298.57281553] ; [ 55.57281553 103.42718447],0
s4,1,0.359851,0.838415,[ 68 381] ; [ 29 130],[ 71.63322368 377.36677632] ; [ 25.36677632 133.63322368],0
p2,1,0.362244,0.830099,[393  65] ; [130  27],[389.48617886  68.51382114] ; [133.51382114  23.48617886],0
d5,1,0.36304,0.82735,[385  72] ; [129  30],[381.32792208  75.67207792] ; [132.67207792  26.32792208],0
u3,1,0.37303,0.793547,[76 45] ; [37 16],[78.58045977 42.41954023] ; [34.41954023 18.58045977],0
v4,1,0.387253,0.747552,[450   9] ; [154   5],[448.60194175  10.39805825] ; [155.39805825   3.60194175],0
a1,1,0.503585,0.447374,[ 20 439] ; [  5 154],[ 18.56796117 440.43203883] ; [  6.43203883 152.56796117],0
b4,1,0.505001,0.444411,[272 187] ; [99 60],[275.54854369 183.45145631] ; [95.45145631 63.54854369],0
r3,1,0.559548,0.340487,[448   9] ; [157   2],[448.83928571   8.16071429] ; [156.16071429   2.83928571],0
n3,1,0.620062,0.24578,[62 19] ; [33  8],[63.07377049 17.92622951] ; [31.92622951  9.07377049],0
d4,1,0.651517,0.203992,[384  73] ; [136  23],[385.77922078  71.22077922] ; [134.22077922  24.77922078],0
d3,1,0.681202,0.168776,[355 102] ; [126  33],[356.84577922 100.15422078] ; [124.15422078  34.84577922],0
b5,1,0.701786,0.14662,[305 154] ; [103  56],[303.02912621 155.97087379] ; [104.97087379  54.02912621],0
u2,1,0.755511,0.096958,[70 51] ; [32 21],[70.93103448 50.06896552] ; [31.06896552 21.93103448],0
s1,1,0.990245,0.000149,[ 14 434] ; [  5 154],[ 14.02306425 433.97693575] ; [  4.97693575 154.02306425],0
