Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.004896,7.917498,[96 15] ; [47 21],[88.67597765 22.32402235] ; [54.32402235 13.67597765],0
p2,1,0.008615,6.900861,[74 39] ; [31 37],[65.55248619 47.44751381] ; [39.44751381 28.55248619],0
r4,1,0.01435,5.994516,[86 27] ; [40 28],[78.66298343 34.33701657] ; [47.33701657 20.66298343],0
p8,1,0.025643,4.979928,[35 76] ; [11 56],[28.68539326 82.31460674] ; [17.31460674 49.68539326],0
a6,1,0.026735,4.907825,[73 40] ; [32 35],[65.91666667 47.08333333] ; [39.08333333 27.91666667],0
r1,1,0.050427,3.82721,[78 33] ; [38 30],[71.93296089 39.06703911] ; [44.06703911 23.93296089],0
v2,1,0.067422,3.344705,[48 62] ; [20 47],[42.25988701 67.74011299] ; [25.74011299 41.25988701],0
r2,1,0.068705,3.313684,[98 12] ; [53 14],[93.84180791 16.15819209] ; [57.15819209  9.84180791],0
p9,1,0.070827,3.263755,[43 67] ; [17 49],[37.5 72.5] ; [22.5 43.5],0
u3,1,0.088153,2.90778,[15 28] ; [16 13],[18.51388889 24.48611111] ; [12.48611111 16.51388889],0
p3,1,0.093159,2.818915,[28 84] ; [25 43],[32.97777778 79.02222222] ; [20.02222222 47.97777778],0
n6,1,0.097729,2.74222,[75 35] ; [38 30],[69.83146067 40.16853933] ; [43.16853933 24.83146067],0
v4,1,0.113386,2.506385,[93 19] ; [49 18],[88.84916201 23.15083799] ; [53.15083799 13.84916201],0
d3,1,0.141365,2.163037,[70 43] ; [34 33],[65.28888889 47.71111111] ; [38.71111111 28.28888889],0
a7,1,0.147878,2.094002,[74 37] ; [38 30],[69.45251397 41.54748603] ; [42.54748603 25.45251397],0
n1,1,0.188106,1.732392,[13 30] ; [14 17],[15.68918919 27.31081081] ; [11.31081081 19.68918919],0
a1,1,0.208457,1.582108,[  6 107] ; [ 7 61],[  8.1160221 104.8839779] ; [ 4.8839779 63.1160221],0
n2,1,0.21332,1.548754,[29 15] ; [16 15],[26.4 17.6] ; [18.6 12.4],0
b5,1,0.248134,1.333778,[65 48] ; [45 23],[68.67403315 44.32596685] ; [41.32596685 26.67403315],0
v1,1,0.34042,0.908849,[40 70] ; [20 48],[37.07865169 72.92134831] ; [22.92134831 45.07865169],0
s4,1,0.354943,0.855707,[16 97] ; [13 54],[18.20555556 94.79444444] ; [10.79444444 56.20555556],0
n4,1,0.368826,0.807616,[66 45] ; [45 23],[68.83240223 42.16759777] ; [42.16759777 25.83240223],0
s3,1,0.399992,0.708349,[51 58] ; [27 40],[48.30681818 60.69318182] ; [29.69318182 37.30681818],0
a3,1,0.403141,0.698938,[70 40] ; [39 29],[67.35955056 42.64044944] ; [41.64044944 26.35955056],0
u1,1,0.439139,0.59853,[18 95] ; [ 8 60],[16.2320442 96.7679558] ; [ 9.7679558 58.2320442],0
d5,1,0.479819,0.499274,[77 36] ; [49 18],[79.1 33.9] ; [46.9 20.1],0
n5,1,0.483754,0.490389,[61 50] ; [41 27],[63.25139665 47.74860335] ; [38.74860335 29.25139665],0
p7,1,0.483941,0.48997,[45 66] ; [24 44],[42.7877095 68.2122905] ; [26.2122905 41.7877095],0
p6,1,0.490088,0.476333,[23 87] ; [11 55],[21.25 88.75] ; [12.75 53.25],0
s6,1,0.506539,0.441211,[49 64] ; [32 34],[51.13407821 61.86592179] ; [29.86592179 36.13407821],0
s5,1,0.506572,0.441142,[21 89] ; [10 56],[19.375 90.625] ; [11.625 54.375],0
s8,1,0.52976,0.394853,[25 88] ; [12 54],[23.3575419 89.6424581] ; [13.6424581 52.3575419],0
