Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,6e-06,20.622272,[37 22] ; [12 45],[24.92241379 34.07758621] ; [24.07758621 32.92241379],1
s2,1,9e-06,19.690521,[33 26] ; [ 9 47],[21.54782609 37.45217391] ; [20.45217391 35.54782609],1
s8,1,0.001256,10.40578,[23 37] ; [ 7 50],[15.38461538 44.61538462] ; [14.61538462 42.38461538],0
s4,1,0.011526,6.382394,[14 44] ; [ 4 53],[ 9.07826087 48.92173913] ; [ 8.92173913 48.07826087],0
s7,1,0.012274,6.270921,[26 31] ; [13 43],[19.67256637 37.32743363] ; [19.32743363 36.67256637],0
n5,1,0.030216,4.696984,[46 14] ; [33 24],[40.51282051 19.48717949] ; [38.48717949 18.51282051],0
u3,1,0.034926,4.448769,[14  7] ; [11 19],[10.29411765 10.70588235] ; [14.70588235 15.29411765],0
s5,1,0.052963,3.745092,[17 42] ; [ 8 49],[12.71551724 46.28448276] ; [12.28448276 44.71551724],0
v1,1,0.053802,3.718847,[26 34] ; [15 42],[21.02564103 38.97435897] ; [19.97435897 37.02564103],0
a3,1,0.054557,3.69556,[39 21] ; [27 30],[33.84615385 26.15384615] ; [32.15384615 24.84615385],0
r4,1,0.058808,3.570689,[50 10] ; [39 18],[45.64102564 14.35897436] ; [43.35897436 13.64102564],0
a1,1,0.060152,3.533192,[ 6 54] ; [ 1 56],[ 3.58974359 56.41025641] ; [ 3.41025641 53.58974359],0
r3,1,0.077538,3.115774,[55  5] ; [45 11],[51.72413793  8.27586207] ; [48.27586207  7.72413793],0
b5,1,0.082213,3.020593,[41 19] ; [30 27],[36.41025641 23.58974359] ; [34.58974359 22.41025641],0
d5,1,0.110696,2.544262,[46 14] ; [36 21],[42.05128205 17.94871795] ; [39.94871795 17.05128205],0
d4,1,0.139802,2.180137,[47 13] ; [37 19],[43.44827586 16.55172414] ; [40.55172414 15.44827586],0
p4,1,0.149839,2.073886,[30 29] ; [21 35],[26.16521739 32.83478261] ; [24.83478261 31.16521739],0
v3,1,0.153229,2.039808,[24 35] ; [16 41],[20.34482759 38.65517241] ; [19.65517241 37.34482759],0
s1,1,0.156973,2.00315,[ 6 53] ; [ 2 55],[ 4.06896552 54.93103448] ; [ 3.93103448 53.06896552],0
