Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,56.734827,[132 220] ; [107  36],[169.95555556 182.04444444] ; [69.04444444 73.95555556],1
n6,1,0.11574,2.474043,[268  95] ; [119  29],[274.91389432  88.08610568] ; [112.08610568  35.91389432],0
s6,1,0.118762,2.433568,[165 198] ; [76 67],[172.89130435 190.10869565] ; [68.10869565 74.89130435],0
s4,1,0.124736,2.356826,[ 64 296] ; [ 18 129],[ 58.22485207 301.77514793] ; [ 23.77514793 123.22485207],0
d1,1,0.137751,2.202902,[166 199] ; [78 70],[173.60623782 191.39376218] ; [70.39376218 77.60623782],0
s7,1,0.153912,2.033046,[ 79 270] ; [40 99],[ 85.1045082 263.8954918] ; [ 33.8954918 105.1045082],0
d3,1,0.161805,1.957279,[229 134] ; [103  45],[235.84344423 127.15655577] ; [96.15655577 51.84344423],0
a5,1,0.176954,1.823023,[226 139] ; [101  47],[232.66081871 132.33918129] ; [94.33918129 53.66081871],0
s2,1,0.233196,1.421262,[110 252] ; [53 95],[115.69803922 246.30196078] ; [ 47.30196078 100.69803922],0
n3,1,0.23962,1.38283,[74 36] ; [25  7],[76.69014085 33.30985915] ; [22.30985915  9.69014085],0
s3,1,0.241606,1.371199,[140 221] ; [64 80],[145.82970297 215.17029703] ; [58.17029703 85.82970297],0
p9,1,0.274893,1.192167,[253 104] ; [109  35],[257.95209581  99.04790419] ; [104.04790419  39.95209581],0
a6,1,0.326919,0.961064,[235 130] ; [102  46],[239.77582846 125.22417154] ; [97.22417154 50.77582846],0
p11,1,0.329187,0.952095,[253 112] ; [109  39],[257.56335283 107.43664717] ; [104.43664717  43.56335283],0
p1,1,0.337643,0.919361,[ 19 344] ; [ 11 137],[ 21.3111546 341.6888454] ; [  8.6888454 139.3111546],0
n1,1,0.367971,0.810504,[40 73] ; [ 8 22],[37.93006993 75.06993007] ; [10.06993007 19.93006993],0
u2,1,0.380492,0.769113,[66 78] ; [25 22],[68.60732984 75.39267016] ; [22.39267016 24.60732984],0
p6,1,0.489485,0.477658,[ 84 274] ; [ 38 106],[ 87.00398406 270.99601594] ; [ 34.99601594 109.00398406],0
s5,1,0.52645,0.401238,[ 77 280] ; [ 28 119],[ 74.375 282.625] ; [ 30.625 116.375],0
p2,1,0.553042,0.351896,[274  91] ; [114  33],[276.6015625  88.3984375] ; [111.3984375  35.6015625],0
d4,1,0.605671,0.266527,[277  87] ; [115  32],[279.23287671  84.76712329] ; [112.76712329  34.23287671],0
a4,1,0.676956,0.173572,[142 220] ; [61 87],[144.09019608 217.90980392] ; [58.90980392 89.09019608],0
b5,1,0.712038,0.13625,[218 147] ; [91 57],[219.85380117 145.14619883] ; [89.14619883 58.85380117],0
b2,1,0.728199,0.120772,[ 58 138] ; [22 58],[ 56.8115942 139.1884058] ; [23.1884058 56.8115942],0
b3,1,0.728199,0.120772,[ 58 138] ; [22 58],[ 56.8115942 139.1884058] ; [23.1884058 56.8115942],0
d5,1,0.747967,0.103247,[268  96] ; [111  37],[269.4453125  94.5546875] ; [109.5546875  38.4453125],0
a1,1,0.863707,0.029466,[ 16 349] ; [  7 141],[ 16.36452242 348.63547758] ; [  6.63547758 141.36452242],0
u4,1,0.864526,0.02911,[  3 362] ; [  1 147],[  2.8460039 362.1539961] ; [  1.1539961 146.8460039],0
u3,1,0.872098,0.025919,[69 76] ; [23 24],[69.47916667 75.52083333] ; [22.52083333 24.47916667],0
n2,1,0.886792,0.020268,[78 34] ; [22  9],[78.32167832 33.67832168] ; [21.67832168  9.32167832],0
s1,1,0.933118,0.007043,[ 13 348] ; [  5 140],[ 12.84189723 348.15810277] ; [  5.15810277 139.84189723],0
a8,1,0.98429,0.000388,[ 36 304] ; [ 14 119],[ 35.94080338 304.05919662] ; [ 14.05919662 118.94080338],0
