Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,2e-06,22.669869,[34 37] ; [ 7 59],[21.24817518 49.75182482] ; [19.75182482 46.24817518],1
s7,1,2e-06,22.251298,[33 36] ; [ 6 55],[20.7 48.3] ; [18.3 42.7],1
s2,1,1.8e-05,18.39864,[33 36] ; [ 9 57],[21.46666667 47.53333333] ; [20.53333333 45.46666667],1
r1,1,3.2e-05,17.308983,[53 16] ; [27 38],[41.19402985 27.80597015] ; [38.80597015 26.19402985],1
r4,1,3.5e-05,17.139578,[63  8] ; [38 28],[52.34306569 18.65693431] ; [48.65693431 17.34306569],1
s5,1,0.000189,13.935787,[18 52] ; [ 2 64],[10.29411765 59.70588235] ; [ 9.70588235 56.29411765],1
s3,1,0.000359,12.733193,[43 25] ; [21 44],[32.72180451 35.27819549] ; [31.27819549 33.72180451],1
v4,1,0.001015,10.800628,[67  3] ; [48 15],[60.52631579  9.47368421] ; [54.47368421  8.52631579],0
p10,1,0.001503,10.074628,[54 16] ; [32 31],[45.26315789 24.73684211] ; [40.73684211 22.26315789],0
r3,1,0.001515,10.060449,[65  6] ; [45 19],[57.85185185 13.14814815] ; [52.14814815 11.85185185],0
p9,1,0.002073,9.483727,[57 14] ; [35 28],[48.74626866 22.25373134] ; [43.25373134 19.74626866],0
s4,1,0.002595,9.072026,[21 50] ; [ 6 60],[13.99270073 57.00729927] ; [13.00729927 52.99270073],0
n6,1,0.008893,6.844212,[58 13] ; [40 25],[51.16176471 19.83823529] ; [46.83823529 18.16176471],0
p2,1,0.010533,6.542495,[55 16] ; [37 28],[48.02941176 22.97058824] ; [43.97058824 21.02941176],0
d5,1,0.019209,5.482355,[40 31] ; [24 42],[33.16788321 37.83211679] ; [30.83211679 35.16788321],0
p11,1,0.021374,5.29607,[54 17] ; [38 28],[47.67883212 23.32116788] ; [44.32116788 21.67883212],0
b2,1,0.028787,4.780314,[ 5 39] ; [12 27],[ 9.01204819 34.98795181] ; [ 7.98795181 31.01204819],0
b3,1,0.028787,4.780314,[ 5 39] ; [12 27],[ 9.01204819 34.98795181] ; [ 7.98795181 31.01204819],0
r2,1,0.034083,4.49054,[64  6] ; [51 14],[59.62962963 10.37037037] ; [55.37037037  9.62962963],0
a6,1,0.076545,3.136765,[43 28] ; [30 36],[37.83211679 33.16788321] ; [35.16788321 30.83211679],0
u3,1,0.084177,2.982359,[19 16] ; [13 25],[15.34246575 19.65753425] ; [16.65753425 21.34246575],0
v2,1,0.092343,2.833046,[27 40] ; [16 45],[22.5078125 44.4921875] ; [20.4921875 40.5078125],0
n2,1,0.133117,2.255769,[17  3] ; [17  9],[14.7826087  5.2173913] ; [19.2173913  6.7826087],0
b4,1,0.139636,2.181963,[38 33] ; [27 39],[33.68613139 37.31386861] ; [31.31386861 34.68613139],0
v3,1,0.143618,2.138761,[22 47] ; [13 50],[18.29545455 50.70454545] ; [16.70454545 46.29545455],0
p7,1,0.145408,2.119774,[35 35] ; [24 40],[30.82089552 39.17910448] ; [28.17910448 35.82089552],0
a8,1,0.149936,2.072901,[ 8 56] ; [ 3 56],[ 5.72357724 58.27642276] ; [ 5.27642276 53.72357724],0
n3,1,0.161989,1.955556,[17  3] ; [16  8],[15.  5.] ; [18.  6.],0
p3,1,0.200685,1.637382,[27 44] ; [18 47],[23.49264706 47.50735294] ; [21.50735294 43.49264706],0
b5,1,0.210529,1.567783,[42 29] ; [32 34],[38.35036496 32.64963504] ; [35.64963504 30.35036496],0
p4,1,0.214864,1.538345,[31 40] ; [22 44],[27.46715328 43.53284672] ; [25.53284672 40.46715328],0
d3,1,0.261952,1.25841,[21 50] ; [14 52],[18.13868613 52.86131387] ; [16.86131387 49.13868613],0
d1,1,0.27583,1.187521,[ 1 70] ; [ 3 63],[ 2.0729927 68.9270073] ; [ 1.9270073 64.0729927],0
n5,1,0.27755,1.17905,[54 17] ; [44 21],[51.16176471 19.83823529] ; [46.83823529 18.16176471],0
n4,1,0.299993,1.074227,[49 21] ; [40 25],[46.14814815 23.85185185] ; [42.85185185 22.14814815],0
u2,1,0.318685,0.994334,[15 20] ; [12 26],[12.94520548 22.05479452] ; [14.05479452 23.94520548],0
v1,1,0.323273,0.975659,[30 37] ; [24 42],[27.20300752 39.79699248] ; [26.79699248 39.20300752],0
a7,1,0.326002,0.964713,[42 29] ; [33 32],[39.15441176 31.84558824] ; [35.84558824 29.15441176],0
a3,1,0.331541,0.942869,[36 34] ; [28 37],[33.18518519 36.81481481] ; [30.81481481 34.18518519],0
a2,1,0.413632,0.668336,[ 7 64] ; [ 4 62],[ 5.70072993 65.29927007] ; [ 5.29927007 60.70072993],0
a4,1,0.419682,0.651205,[13 57] ; [16 50],[14.92647059 55.07352941] ; [14.07352941 51.92647059],0
p8,1,0.424162,0.638754,[28 43] ; [21 43],[25.77037037 45.22962963] ; [23.22962963 40.77037037],0
p1,1,0.44401,0.585897,[ 5 66] ; [ 7 58],[ 6.26470588 64.73529412] ; [ 5.73529412 59.26470588],0
p12,1,0.60292,0.270615,[ 2 69] ; [ 1 65],[ 1.55474453 69.44525547] ; [ 1.44525547 64.55474453],0
u1,1,0.60292,0.270615,[ 2 69] ; [ 1 65],[ 1.55474453 69.44525547] ; [ 1.44525547 64.55474453],0
a5,1,0.662163,0.190907,[36 35] ; [31 35],[34.72262774 36.27737226] ; [32.27737226 33.72262774],0
b1,1,0.869726,0.026898,[27 44] ; [26 40],[27.46715328 43.53284672] ; [25.53284672 40.46715328],0
s1,1,0.921795,0.009638,[ 5 64] ; [ 5 60],[ 5.14925373 63.85074627] ; [ 4.85074627 60.14925373],0
d2,1,0.967406,0.00167,[17 54] ; [16 50],[17.10218978 53.89781022] ; [15.89781022 50.10218978],0
n1,1,1.0,0.0,[ 8 12] ; [10 15],[ 8. 12.] ; [10. 15.],0
