Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.004027,8.271427,[151  95] ; [27 38],[140.79742765 105.20257235] ; [37.20257235 27.79742765],0
p6,1,0.008182,6.993299,[122 127] ; [45 22],[131.59177215 117.40822785] ; [35.40822785 31.59177215],0
a8,1,0.008733,6.876621,[ 43 187] ; [ 3 58],[ 36.35738832 193.64261168] ; [ 9.64261168 51.35738832],0
s7,1,0.033678,4.51098,[148  94] ; [49 16],[155.28990228  86.71009772] ; [41.71009772 23.28990228],0
s2,1,0.039954,4.219842,[158  94] ; [51 16],[165.10344828  86.89655172] ; [43.89655172 23.10344828],0
n4,1,0.04546,4.001502,[205  47] ; [47 20],[199.07210031  52.92789969] ; [52.92789969 14.07210031],0
a7,1,0.049348,3.863482,[191  60] ; [43 24],[184.69811321  66.30188679] ; [49.30188679 17.69811321],0
s5,1,0.053708,3.72176,[111 135] ; [37 26],[117.82524272 128.17475728] ; [30.17475728 32.82524272],0
p3,1,0.065405,3.394729,[157  94] ; [50 17],[163.38679245  87.61320755] ; [43.61320755 23.38679245],0
v1,1,0.085368,2.959628,[156  91] ; [34 32],[149.93610224  97.06389776] ; [40.06389776 25.93610224],0
p5,1,0.086973,2.929524,[ 58 194] ; [ 9 58],[ 52.92789969 199.07210031] ; [14.07210031 52.92789969],0
a3,1,0.0971,2.752541,[186  64] ; [43 24],[180.59936909  69.40063091] ; [48.40063091 18.59936909],0
p7,1,0.098533,2.729121,[204  43] ; [60  6],[208.33226837  38.66773163] ; [55.66773163 10.33226837],0
s3,1,0.107588,2.589291,[172  77] ; [53 14],[177.2943038  71.7056962] ; [47.7056962 19.2943038],0
a5,1,0.108756,2.572202,[200  52] ; [47 20],[195.12225705  56.87774295] ; [51.87774295 15.12225705],0
v3,1,0.119944,2.418058,[112 134] ; [23 43],[106.44230769 139.55769231] ; [28.55769231 37.44230769],0
r4,1,0.137087,2.210359,[241  11] ; [61  6],[238.57053292  13.42946708] ; [63.42946708  3.57053292],0
d1,1,0.154945,2.022885,[149 103] ; [46 21],[154.04388715  97.95611285] ; [40.95611285 26.04388715],0
b2,1,0.162815,1.947883,[61 94] ; [10 27],[57.31770833 97.68229167] ; [13.68229167 23.31770833],0
b3,1,0.162815,1.947883,[61 94] ; [10 27],[57.31770833 97.68229167] ; [13.68229167 23.31770833],0
a1,1,0.181489,1.785387,[ 19 233] ; [ 2 65],[ 16.58934169 235.41065831] ; [ 4.41065831 62.58934169],0
s1,1,0.203074,1.620129,[  7 245] ; [ 4 63],[  8.68965517 243.31034483] ; [ 2.31034483 64.68965517],0
b1,1,0.215812,1.532005,[ 92 160] ; [30 37],[ 96.37617555 155.62382445] ; [25.62382445 41.37617555],0
d3,1,0.250505,1.320487,[177  74] ; [52 15],[180.75157233  70.24842767] ; [48.24842767 18.75157233],0
u3,1,0.2639,1.248184,[37 27] ; [17  7],[39.27272727 24.72727273] ; [14.72727273  9.27272727],0
