Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.010173,6.604288,[5 7] ; [14  2],[8.14285714 3.85714286] ; [10.85714286  5.14285714],0
p4,1,0.010407,6.56382,[ 2 11] ; [10  6],[5.37931034 7.62068966] ; [6.62068966 9.37931034],0
b3,1,0.033895,4.5,[4 2] ; [ 2 10],[2. 4.] ; [4. 8.],0
b2,1,0.033895,4.5,[4 2] ; [ 2 10],[2. 4.] ; [4. 8.],0
b1,1,0.041794,4.143521,[4 9] ; [11  5],[6.72413793 6.27586207] ; [8.27586207 7.72413793],0
p6,1,0.041794,4.143521,[4 9] ; [11  5],[6.72413793 6.27586207] ; [8.27586207 7.72413793],0
p3,1,0.041794,4.143521,[4 9] ; [11  5],[6.72413793 6.27586207] ; [8.27586207 7.72413793],0
n5,1,0.051129,3.804049,[ 2 11] ; [8 8],[4.48275862 8.51724138] ; [ 5.51724138 10.48275862],0
v4,1,0.064061,3.428986,[8 4] ; [15  1],[9.85714286 2.14285714] ; [13.14285714  2.85714286],0
r2,1,0.143606,2.138889,[11  1] ; [11  5],[9.42857143 2.57142857] ; [12.57142857  3.42857143],0
r3,1,0.191254,1.707933,[10  3] ; [15  1],[11.20689655  1.79310345] ; [13.79310345  2.20689655],0
v2,1,0.193868,1.687977,[ 3 10] ; [7 8],[4.64285714 8.35714286] ; [5.35714286 9.64285714],0
d4,1,0.227107,1.458891,[9 4] ; [14  2],[10.31034483  2.68965517] ; [12.68965517  3.31034483],0
n1,1,0.280087,1.166667,[4 3] ; [2 5],[3. 4.] ; [3. 4.],0
u2,1,0.310494,1.028571,[3 2] ; [6 1],[3.75 1.25] ; [5.25 1.75],0
n4,1,0.340405,0.908906,[5 8] ; [9 7],[6.27586207 6.72413793] ; [7.72413793 8.27586207],0
p11,1,0.340405,0.908906,[5 8] ; [9 7],[6.27586207 6.72413793] ; [7.72413793 8.27586207],0
s5,1,0.391153,0.735354,[4 7] ; [8 7],[5.07692308 5.92307692] ; [6.92307692 8.07692308],0
a4,1,0.410727,0.676695,[6 7] ; [ 5 11],[4.93103448 8.06896552] ; [6.06896552 9.93103448],0
p1,1,0.421806,0.645279,[ 2 11] ; [ 1 15],[ 1.34482759 11.65517241] ; [ 1.65517241 14.34482759],0
d5,1,0.451917,0.56584,[9 4] ; [13  3],[9.86206897 3.13793103] ; [12.13793103  3.86206897],0
p2,1,0.451917,0.56584,[9 4] ; [13  3],[9.86206897 3.13793103] ; [12.13793103  3.86206897],0
v3,1,0.468084,0.526496,[ 2 11] ; [ 4 11],[ 2.78571429 10.21428571] ; [ 3.21428571 11.78571429],0
s2,1,0.473701,0.51333,[9 4] ; [9 7],[8.06896552 4.93103448] ; [9.93103448 6.06896552],0
p10,1,0.508332,0.4375,[6 6] ; [10  6],[6.85714286 5.14285714] ; [9.14285714 6.85714286],0
d2,1,0.534359,0.386095,[5 8] ; [8 8],[5.82758621 7.17241379] ; [7.17241379 8.82758621],0
n3,1,0.576999,0.311111,[4 3] ; [5 2],[4.5 2.5] ; [4.5 2.5],0
a6,1,0.637947,0.221437,[7 6] ; [10  6],[7.62068966 5.37931034] ; [9.37931034 6.62068966],0
a5,1,0.637947,0.221437,[6 7] ; [ 6 10],[5.37931034 7.62068966] ; [6.62068966 9.37931034],0
u1,1,0.672452,0.178748,[ 1 12] ; [ 2 14],[ 1.34482759 11.65517241] ; [ 1.65517241 14.34482759],0
v1,1,0.684498,0.165106,[5 8] ; [ 5 11],[4.48275862 8.51724138] ; [ 5.51724138 10.48275862],0
r4,1,0.704507,0.143826,[9 4] ; [10  6],[8.51724138 4.48275862] ; [10.48275862  5.51724138],0
s3,1,0.729571,0.119505,[9 4] ; [12  4],[9.4137931 3.5862069] ; [11.5862069  4.4137931],0
u3,1,0.735317,0.114286,[4 1] ; [5 2],[3.75 1.25] ; [5.25 1.75],0
s8,1,0.773675,0.082697,[5 8] ; [7 9],[5.37931034 7.62068966] ; [6.62068966 9.37931034],0
a3,1,0.773675,0.082697,[8 5] ; [9 7],[7.62068966 5.37931034] ; [9.37931034 6.62068966],0
s7,1,0.780914,0.077355,[6 5] ; [9 6],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
p9,1,0.823218,0.049911,[7 5] ; [10  6],[7.28571429 4.71428571] ; [9.71428571 6.28571429],0
a7,1,0.836687,0.042491,[6 7] ; [8 8],[6.27586207 6.72413793] ; [7.72413793 8.27586207],0
d1,1,0.836687,0.042491,[6 7] ; [8 8],[6.27586207 6.72413793] ; [7.72413793 8.27586207],0
b5,1,0.836687,0.042491,[7 6] ; [8 8],[6.72413793 6.27586207] ; [8.27586207 7.72413793],0
b4,1,0.836687,0.042491,[7 6] ; [8 8],[6.72413793 6.27586207] ; [8.27586207 7.72413793],0
r1,1,0.897001,0.016758,[7 6] ; [9 7],[7.17241379 5.82758621] ; [8.82758621 7.17241379],0
d3,1,0.977797,0.000775,[9 4] ; [11  5],[8.96551724 4.03448276] ; [11.03448276  4.96551724],0
