Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.361338,[4 4] ; [304  20],[7.42168675 0.57831325] ; [300.57831325  23.42168675],1
r2,1,7e-06,20.221968,[5 3] ; [306  12],[7.63190184 0.36809816] ; [303.36809816  14.63190184],1
r1,1,0.006975,7.279468,[4 4] ; [275  48],[6.74320242 1.25679758] ; [272.25679758  50.74320242],0
b1,1,0.027307,4.871313,[6 2] ; [119 205],[3.01204819 4.98795181] ; [121.98795181 202.01204819],0
p6,1,0.028394,4.803981,[7 1] ; [154 165],[3.93883792 4.06116208] ; [157.06116208 161.93883792],0
s6,1,0.053886,3.716217,[3 5] ; [221  97],[5.49693252 2.50306748] ; [218.50306748  99.49693252],0
s3,1,0.062494,3.469937,[2 6] ; [185 134],[4.57492355 3.42507645] ; [182.42507645 136.57492355],0
d4,1,0.06727,3.348415,[5 3] ; [277  46],[6.81570997 1.18429003] ; [275.18429003  47.81570997],0
s8,1,0.128727,2.307785,[2 6] ; [168 154],[4.12121212 3.87878788] ; [165.87878788 156.12121212],0
a7,1,0.135566,2.227578,[4 4] ; [238  85],[5.8489426 2.1510574] ; [236.1510574  86.8489426],0
p9,1,0.193977,1.687152,[6 2] ; [289  34],[7.12990937 0.87009063] ; [287.87009063  35.12990937],0
p8,1,0.229068,1.446637,[7 1] ; [215 104],[5.43119266 2.56880734] ; [216.56880734 102.43119266],0
v3,1,0.23677,1.399725,[3 5] ; [184 131],[4.63157895 3.36842105] ; [182.36842105 132.63157895],0
p10,1,0.244215,1.356096,[6 2] ; [284  37],[7.05167173 0.94832827] ; [282.94832827  38.05167173],0
p4,1,0.258554,1.276485,[7 1] ; [221 100],[5.54407295 2.45592705] ; [222.45592705  98.54407295],0
n6,1,0.281192,1.161321,[6 2] ; [280  39],[6.9969419 1.0030581] ; [279.0030581  39.9969419],0
a3,1,0.29801,1.083077,[5 3] ; [252  71],[6.21148036 1.78851964] ; [250.78851964  72.21148036],0
a2,1,0.355082,0.855212,[1 7] ; [ 88 236],[2.14457831 5.85542169] ; [ 86.85542169 237.14457831],0
s5,1,0.364149,0.823534,[2 6] ; [129 186],[3.24458204 4.75541796] ; [127.75541796 187.24458204],0
s4,1,0.411037,0.675799,[2 6] ; [ 47 276],[1.18429003 6.81570997] ; [ 47.81570997 275.18429003],0
p11,1,0.42621,0.633128,[6 2] ; [276  48],[6.79518072 1.20481928] ; [275.20481928  48.79518072],0
p5,1,0.42621,0.633128,[2 6] ; [ 48 276],[1.20481928 6.79518072] ; [ 48.79518072 275.20481928],0
n1,1,0.427436,0.62978,[2 2] ; [16 36],[1.28571429 2.71428571] ; [16.71428571 35.28571429],0
s7,1,0.436939,0.604308,[3 4] ; [179 132],[4.00628931 2.99371069] ; [177.99371069 133.00628931],0
d2,1,0.437433,0.603007,[3 5] ; [166 157],[4.08459215 3.91540785] ; [164.91540785 158.08459215],0
b2,1,0.494544,0.466624,[3 3] ; [ 76 133],[2.20465116 3.79534884] ; [ 76.79534884 132.20465116],0
b3,1,0.494544,0.466624,[3 3] ; [ 76 133],[2.20465116 3.79534884] ; [ 76.79534884 132.20465116],0
u3,1,0.508936,0.436254,[1 2] ; [38 34],[1.56 1.44] ; [37.44 34.56],0
u2,1,0.539295,0.376848,[2 1] ; [34 36],[1.47945205 1.52054795] ; [34.52054795 35.47945205],0
u1,1,0.546814,0.363056,[1 7] ; [ 69 255],[1.68674699 6.31325301] ; [ 68.31325301 255.68674699],0
a6,1,0.624853,0.239105,[5 3] ; [227  95],[5.62424242 2.37575758] ; [226.37575758  95.62424242],0
n4,1,0.627495,0.235473,[6 2] ; [264  59],[6.52567976 1.47432024] ; [263.47432024  59.52567976],0
v1,1,0.726168,0.12266,[5 3] ; [218 101],[5.45565749 2.54434251] ; [217.54434251 101.45565749],0
n3,1,0.749682,0.101798,[3 1] ; [44 10],[3.24137931 0.75862069] ; [43.75862069 10.24137931],0
p12,1,0.760483,0.092931,[1 7] ; [ 30 292],[0.75151515 7.24848485] ; [ 30.24848485 291.75151515],0
n2,1,0.764432,0.0898,[3 1] ; [43 10],[3.22807018 0.77192982] ; [42.77192982 10.22807018],0
b5,1,0.773445,0.08287,[5 3] ; [186 138],[4.60240964 3.39759036] ; [186.39759036 137.60240964],0
a4,1,0.801175,0.063416,[4 4] ; [147 176],[3.64954683 4.35045317] ; [147.35045317 175.64954683],0
d5,1,0.817611,0.053185,[7 1] ; [273  50],[6.7673716 1.2326284] ; [273.2326284  49.7673716],0
b4,1,0.826678,0.047946,[5 3] ; [190 134],[4.69879518 3.30120482] ; [190.30120482 133.69879518],0
a5,1,0.835054,0.043357,[6 2] ; [253  71],[6.24096386 1.75903614] ; [252.75903614  71.24096386],0
s2,1,0.855565,0.033132,[4 4] ; [172 151],[4.25377644 3.74622356] ; [171.74622356 151.25377644],0
p3,1,0.902557,0.01499,[5 3] ; [208 114],[5.16363636 2.83636364] ; [207.83636364 114.16363636],0
p2,1,0.9044,0.014425,[7 1] ; [287  36],[7.10574018 0.89425982] ; [286.89425982  36.10574018],0
d3,1,0.918126,0.010567,[6 2] ; [237  86],[5.87311178 2.12688822] ; [237.12688822  85.87311178],0
d1,1,0.964331,0.002,[5 3] ; [205 119],[5.06024096 2.93975904] ; [204.93975904 119.06024096],0
