Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,87.39508,[224  86] ; [ 46 120],[175.84033613 134.15966387] ; [94.15966387 71.84033613],1
p6,1,0.0,54.177445,[162 152] ; [ 28 137],[124.55114823 189.44885177] ; [65.44885177 99.55114823],1
p3,1,0.0,37.439779,[201 112] ; [ 58 108],[169.24217119 143.75782881] ; [89.75782881 76.24217119],1
p4,1,0.0,33.782408,[237  76] ; [82 84],[208.44885177 104.55114823] ; [110.55114823  55.44885177],1
p2,1,0.0,29.543907,[284  30] ; [119  48],[263.08108108  50.91891892] ; [139.91891892  27.08108108],1
p10,1,0.000618,11.721485,[278  35] ; [127  38],[265.19874477  47.80125523] ; [139.80125523  25.19874477],1
s5,1,0.000924,10.973834,[116 189] ; [ 36 122],[100.12958963 204.87041037] ; [ 51.87041037 106.12958963],1
v1,1,0.001081,10.683959,[195 112] ; [77 84],[178.42735043 128.57264957] ; [93.57264957 67.42735043],0
s6,1,0.001467,10.119925,[227  79] ; [99 66],[211.79617834  94.20382166] ; [114.20382166  50.79617834],0
p9,1,0.001512,10.06356,[281  30] ; [132  33],[269.83823529  41.16176471] ; [143.16176471  21.83823529],0
v4,1,0.00374,8.405895,[304   8] ; [153  14],[297.67014614  14.32985386] ; [159.32985386   7.67014614],0
p11,1,0.00517,7.819106,[263  51] ; [122  45],[251.33056133  62.66943867] ; [133.66943867  33.33056133],0
p5,1,0.005368,7.751017,[ 51 261] ; [ 12 153],[ 41.20754717 270.79245283] ; [ 21.79245283 143.20754717],0
s7,1,0.006411,7.43104,[161 134] ; [65 93],[147.17439294 147.82560706] ; [78.82560706 79.17439294],0
r1,1,0.010257,6.589733,[268  42] ; [129  38],[258.00838574  51.99161426] ; [138.99161426  28.00838574],0
r3,1,0.013009,6.167876,[301  10] ; [152  14],[295.35220126  15.64779874] ; [157.64779874   8.35220126],0
v2,1,0.016647,5.733161,[192 111] ; [83 77],[179.96760259 123.03239741] ; [95.03239741 64.96760259],0
r4,1,0.026979,4.892127,[296  18] ; [148  19],[289.84615385  24.15384615] ; [154.15384615  12.84615385],0
a8,1,0.029242,4.753296,[ 57 221] ; [ 18 131],[ 48.82903981 229.17096019] ; [ 26.17096019 122.82903981],0
s8,1,0.033222,4.534277,[150 160] ; [ 63 102],[139.01052632 170.98947368] ; [73.98947368 91.01052632],0
a3,1,0.048256,3.901046,[238  74] ; [112  53],[228.93081761  83.06918239] ; [121.06918239  43.93081761],0
b4,1,0.067222,3.349587,[176 138] ; [108  59],[185.3970894 128.6029106] ; [98.6029106 68.3970894],0
d2,1,0.112265,2.52205,[151 161] ; [93 73],[159.26359833 152.73640167] ; [84.73640167 81.26359833],0
s1,1,0.122768,2.381651,[  7 302] ; [  8 156],[  9.79915433 299.20084567] ; [  5.20084567 158.79915433],0
s2,1,0.128359,2.312239,[173 137] ; [79 84],[165.15856237 144.84143763] ; [86.84143763 76.15856237],0
v3,1,0.146222,2.111227,[134 167] ; [ 60 100],[126.6681128 174.3318872] ; [67.3318872 92.6681128],0
a6,1,0.179382,1.802734,[251  60] ; [126  41],[245.28661088  65.71338912] ; [131.71338912  35.28661088],0
r2,1,0.207222,1.590728,[300  11] ; [156  10],[297.3081761  13.6918239] ; [158.6918239   7.3081761],0
d5,1,0.212027,1.557529,[266  46] ; [135  32],[261.19415449  50.80584551] ; [139.80584551  27.19415449],0
n2,1,0.272689,1.203171,[41  7] ; [36 11],[38.90526316  9.09473684] ; [38.09473684  8.90526316],0
s3,1,0.27541,1.1896,[184 125] ; [88 74],[178.44585987 130.55414013] ; [93.55414013 68.44585987],0
n1,1,0.300795,1.070664,[20 27] ; [24 21],[22.47826087 24.52173913] ; [21.52173913 23.47826087],0
a2,1,0.359052,0.841208,[105 209] ; [ 49 118],[100.53222453 213.46777547] ; [ 53.46777547 113.53222453],0
u4,1,0.383219,0.760348,[  7 306] ; [  6 161],[  8.47708333 304.52291667] ; [  4.52291667 162.47708333],0
u2,1,0.408058,0.684451,[45 30] ; [29 26],[42.69230769 32.30769231] ; [31.30769231 23.69230769],0
u1,1,0.418831,0.653594,[ 80 234] ; [ 37 130],[ 76.37837838 237.62162162] ; [ 40.62162162 126.37837838],0
d1,1,0.518777,0.416324,[203 111] ; [103  64],[199.75883576 114.24116424] ; [106.24116424  60.75883576],0
b5,1,0.552548,0.352772,[204 110] ; [113  54],[206.93970894 107.06029106] ; [110.06029106  56.93970894],0
n3,1,0.555962,0.346744,[36 12] ; [32 14],[34.72340426 13.27659574] ; [33.27659574 12.72340426],0
d4,1,0.587799,0.293795,[262  50] ; [137  30],[259.8914405  52.1085595] ; [139.1085595  27.8914405],0
u3,1,0.651593,0.203898,[44 32] ; [34 21],[45.2519084 30.7480916] ; [32.7480916 22.2519084],0
p1,1,0.66148,0.191731,[ 34 279] ; [ 16 151],[ 32.60416667 280.39583333] ; [ 17.39583333 149.60416667],0
b1,1,0.670458,0.181067,[119 195] ; [ 60 107],[116.85239085 197.14760915] ; [ 62.14760915 104.85239085],0
n6,1,0.694583,0.154169,[281  30] ; [149  18],[279.76987448  31.23012552] ; [150.23012552  16.76987448],0
a4,1,0.758661,0.094396,[150 163] ; [82 84],[151.59916493 161.40083507] ; [80.40083507 85.59916493],0
p12,1,0.76714,0.087686,[ 31 283] ; [ 15 151],[ 30.09166667 283.90833333] ; [ 15.90833333 150.09166667],0
n4,1,0.77943,0.078434,[280  33] ; [148  19],[279.09166667  33.90833333] ; [148.90833333  18.09166667],0
a1,1,0.794571,0.067797,[ 17 297] ; [ 10 157],[ 17.62577963 296.37422037] ; [  9.37422037 157.62577963],0
d3,1,0.83367,0.044099,[241  70] ; [128  39],[240.08158996  70.91841004] ; [128.91841004  38.08158996],0
a5,1,0.844755,0.038343,[245  69] ; [129  38],[244.14968815  69.85031185] ; [129.85031185  37.14968815],0
s4,1,0.876445,0.024173,[ 47 260] ; [ 26 138],[ 47.58174098 259.41825902] ; [ 25.41825902 138.58174098],0
b2,1,0.978539,0.000724,[ 75 123] ; [35 57],[ 75.10344828 122.89655172] ; [34.89655172 57.10344828],0
b3,1,0.978539,0.000724,[ 75 123] ; [35 57],[ 75.10344828 122.89655172] ; [34.89655172 57.10344828],0
