Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,194.549194,[ 61 189] ; [202  28],[136.97916667 113.02083333] ; [126.02083333 103.97916667],1
s7,1,0.0,96.024523,[ 51 190] ; [146  74],[102.98698482 138.01301518] ; [ 94.01301518 125.98698482],1
s6,1,0.0,90.978338,[116 130] ; [200  26],[164.69491525  81.30508475] ; [151.30508475  74.69491525],1
s8,1,0.0,64.169616,[ 54 195] ; [132  98],[ 96.68893528 152.31106472] ; [ 89.31106472 140.68893528],1
s5,1,0.0,35.945441,[ 50 195] ; [102 117],[ 80.25862069 164.74137931] ; [ 71.74137931 147.25862069],1
s4,1,0.0,29.942555,[ 25 225] ; [ 67 157],[ 48.52320675 201.47679325] ; [ 43.47679325 180.52320675],1
p6,1,3.9e-05,16.901828,[ 68 180] ; [103 123],[ 89.46835443 158.53164557] ; [ 81.53164557 144.46835443],1
p10,1,0.000359,12.734317,[179  70] ; [193  33],[195.00631579  53.99368421] ; [176.99368421  49.00631579],1
p9,1,0.001251,10.413773,[193  55] ; [201  25],[206.14345992  41.85654008] ; [187.85654008  38.14345992],0
p4,1,0.003913,8.323965,[124 126] ; [143  85],[139.64435146 110.35564854] ; [127.35564854 100.64435146],0
v4,1,0.006299,7.462686,[236  13] ; [228   2],[241.20250522   7.79749478] ; [222.79749478   7.20250522],0
u1,1,0.011266,6.422907,[ 30 221] ; [ 47 183],[ 40.18087318 210.81912682] ; [ 36.81912682 193.18087318],0
a3,1,0.015064,5.908945,[159  91] ; [170  60],[171.35416667  78.64583333] ; [157.64583333  72.35416667],0
d1,1,0.019735,5.435219,[124 127] ; [138  92],[136.71933472 114.28066528] ; [125.28066528 104.71933472],0
p12,1,0.019828,5.426939,[  7 242] ; [ 17 210],[ 12.55462185 236.44537815] ; [ 11.44537815 215.55462185],0
d4,1,0.027066,4.886578,[192  58] ; [195  35],[201.5625  48.4375] ; [185.4375  44.5625],0
a8,1,0.036033,4.395537,[ 25 206] ; [ 38 176],[ 32.70337079 198.29662921] ; [ 30.29662921 183.70337079],0
d2,1,0.041802,4.143199,[104 146] ; [117 113],[115.10416667 134.89583333] ; [105.89583333 124.10416667],0
a2,1,0.052471,3.760677,[ 47 204] ; [ 60 170],[ 55.83575884 195.16424116] ; [ 51.16424116 178.83575884],0
a1,1,0.072666,3.221758,[  4 247] ; [ 10 220],[  7.30561331 243.69438669] ; [  6.69438669 223.30561331],0
p7,1,0.090636,2.863049,[145 103] ; [146  75],[153.87633262  94.12366738] ; [137.12366738  83.87633262],0
r2,1,0.109179,2.566063,[241   9] ; [226   3],[243.73695198   6.26304802] ; [223.26304802   5.73695198],0
n6,1,0.109607,2.559871,[202  49] ; [196  32],[208.55532359  42.44467641] ; [189.44467641  38.55532359],0
p5,1,0.12902,2.304251,[ 15 236] ; [ 22 205],[ 19.42887029 231.57112971] ; [ 17.57112971 209.42887029],0
s1,1,0.132528,2.262635,[  5 244] ; [ 10 216],[  7.86315789 241.13684211] ; [  7.13684211 218.86315789],0
n5,1,0.145542,2.118363,[168  81] ; [167  60],[175.24159664  73.75840336] ; [159.75840336  67.24159664],0
p3,1,0.15649,2.007819,[106 145] ; [111 117],[113.70981211 137.29018789] ; [103.29018789 124.70981211],0
a7,1,0.17221,1.863597,[178  73] ; [175  54],[184.58958333  66.41041667] ; [168.41041667  60.58958333],0
n1,1,0.186421,1.74568,[25 43] ; [24 25],[28.47863248 39.52136752] ; [20.52136752 28.47863248],0
u3,1,0.20917,1.577162,[53 39] ; [40 19],[56.66225166 35.33774834] ; [36.33774834 22.66225166],0
a6,1,0.213248,1.549237,[177  74] ; [150  80],[170.63825364  80.36174636] ; [156.36174636  73.63825364],0
d3,1,0.26075,1.264773,[161  90] ; [158  71],[166.81041667  84.18958333] ; [152.18958333  76.81041667],0
