Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,3e-06,21.741511,[65 15] ; [14 23],[54.01709402 25.98290598] ; [24.98290598 12.01709402],1
n1,1,0.265683,1.238901,[ 8 11] ; [ 3 10],[ 6.53125 12.46875] ; [4.46875 8.53125],0
r3,1,0.295816,1.092961,[72  6] ; [36  1],[73.25217391  4.74782609] ; [34.74782609  2.25217391],0
s4,1,0.387744,0.746004,[14 66] ; [ 9 28],[15.72649573 64.27350427] ; [ 7.27350427 29.72649573],0
a1,1,0.421268,0.646774,[ 2 78] ; [ 2 35],[ 2.73504274 77.26495726] ; [ 1.26495726 35.73504274],0
a6,1,0.432267,0.616726,[43 37] ; [17 20],[41.02564103 38.97435897] ; [18.97435897 18.02564103],0
b4,1,0.469673,0.522745,[51 29] ; [21 16],[49.23076923 30.76923077] ; [22.76923077 14.23076923],0
d4,1,0.565241,0.33071,[58 21] ; [29  8],[59.25 19.75] ; [27.75  9.25],0
u4,1,0.572955,0.317763,[ 1 79] ; [ 1 36],[ 1.36752137 78.63247863] ; [ 0.63247863 36.36752137],0
a8,1,0.576023,0.312708,[ 9 65] ; [ 3 32],[ 8.14678899 65.85321101] ; [ 3.85321101 31.14678899],0
d5,1,0.589839,0.290596,[60 20] ; [26 11],[58.8034188 21.1965812] ; [27.1965812  9.8034188],0
d2,1,0.616634,0.250627,[20 59] ; [11 26],[21.11206897 57.88793103] ; [ 9.88793103 27.11206897],0
r4,1,0.626208,0.237238,[64 16] ; [31  6],[64.95726496 15.04273504] ; [30.04273504  6.95726496],0
d1,1,0.644799,0.212521,[31 49] ; [16 21],[32.13675214 47.86324786] ; [14.86324786 22.13675214],0
p11,1,0.709932,0.138345,[63 17] ; [28  9],[62.22222222 17.77777778] ; [28.77777778  8.22222222],0
b2,1,0.71942,0.129049,[13 36] ; [ 4 14],[12.43283582 36.56716418] ; [ 4.56716418 13.43283582],0
b3,1,0.71942,0.129049,[13 36] ; [ 4 14],[12.43283582 36.56716418] ; [ 4.56716418 13.43283582],0
s1,1,0.754566,0.097734,[ 3 75] ; [ 1 36],[ 2.71304348 75.28695652] ; [ 1.28695652 35.71304348],0
u3,1,0.767515,0.087395,[18 17] ; [8 9],[17.5 17.5] ; [8.5 8.5],0
a3,1,0.824095,0.049409,[45 35] ; [20 17],[44.44444444 35.55555556] ; [20.55555556 16.44444444],0
a4,1,0.827593,0.047432,[18 62] ; [ 9 28],[18.46153846 61.53846154] ; [ 8.53846154 28.46153846],0
u2,1,0.842992,0.039231,[17 17] ; [9 8],[17.33333333 16.66666667] ; [8.66666667 8.33333333],0
b1,1,0.8882,0.019764,[27 53] ; [12 25],[26.66666667 53.33333333] ; [12.33333333 24.66666667],0
n3,1,0.891787,0.018508,[15  4] ; [10  3],[14.84375  4.15625] ; [10.15625  2.84375],0
s5,1,0.894573,0.017562,[18 60] ; [ 8 25],[18.27027027 59.72972973] ; [ 7.72972973 25.27027027],0
r1,1,0.898228,0.016358,[55 25] ; [25 12],[54.7008547 25.2991453] ; [25.2991453 11.7008547],0
v4,1,0.923288,0.009272,[73  6] ; [34  3],[72.87068966  6.12931034] ; [34.12931034  2.87068966],0
u1,1,0.948569,0.004161,[ 2 78] ; [ 1 36],[ 2.05128205 77.94871795] ; [ 0.94871795 36.05128205],0
b5,1,0.959005,0.002642,[45 35] ; [21 16],[45.12820513 34.87179487] ; [20.87179487 16.12820513],0
a7,1,0.967396,0.001671,[53 25] ; [25 12],[52.90434783 25.09565217] ; [25.09565217 11.90434783],0
