Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000558,11.911395,[5 2] ; [399  14],[6.73333333 0.26666667] ; [397.26666667  15.73333333],1
p1,1,0.001992,9.5571,[3 4] ; [ 36 378],[0.64845606 6.35154394] ; [ 38.35154394 375.64845606],0
a1,1,0.006491,7.408705,[2 5] ; [ 21 395],[0.38061466 6.61938534] ; [ 22.61938534 393.38061466],0
s6,1,0.063145,3.452786,[2 4] ; [281 127],[4.10144928 1.89855072] ; [278.89855072 129.10144928],0
a8,1,0.163914,1.93774,[2 4] ; [ 49 313],[0.83152174 5.16847826] ; [ 50.16847826 311.83152174],0
r3,1,0.187724,1.735391,[6 1] ; [396  17],[6.7 0.3] ; [395.3  17.7],0
r1,1,0.255139,1.294944,[5 2] ; [356  56],[6.03102625 0.96897375] ; [354.96897375  57.03102625],0
v2,1,0.259989,1.268818,[3 4] ; [253 145],[4.42469136 2.57530864] ; [251.57530864 146.42469136],0
p9,1,0.28257,1.154689,[5 2] ; [351  58],[5.99038462 1.00961538] ; [350.00961538  58.99038462],0
p6,1,0.302961,1.061114,[4 3] ; [156 254],[2.68585132 4.31414868] ; [157.31414868 252.68585132],0
b4,1,0.314412,1.012053,[3 4] ; [256 160],[4.28605201 2.71394799] ; [254.71394799 161.28605201],0
p10,1,0.394055,0.726392,[5 2] ; [345  68],[5.83333333 1.16666667] ; [344.16666667  68.83333333],0
a4,1,0.418708,0.653939,[5 2] ; [233 182],[3.9478673 3.0521327] ; [234.0521327 180.9478673],0
v3,1,0.429035,0.625433,[2 5] ; [171 222],[3.0275 3.9725] ; [169.9725 223.0275],0
s7,1,0.435453,0.608234,[4 2] ; [201 196],[3.05210918 2.94789082] ; [201.94789082 195.05210918],0
v1,1,0.468113,0.526426,[3 4] ; [228 175],[3.94390244 3.05609756] ; [227.05609756 175.94390244],0
n5,1,0.487388,0.482287,[6 1] ; [307 107],[5.20427553 1.79572447] ; [307.79572447 106.20427553],0
b1,1,0.570167,0.322403,[3 4] ; [136 280],[2.30023641 4.69976359] ; [136.69976359 279.30023641],0
r4,1,0.600956,0.273557,[6 1] ; [380  36],[6.38770686 0.61229314] ; [379.61229314  36.38770686],0
s8,1,0.633372,0.227515,[4 3] ; [198 214],[3.37470167 3.62529833] ; [198.62529833 213.37470167],0
p11,1,0.659081,0.194642,[5 2] ; [326  90],[5.47754137 1.52245863] ; [325.52245863  90.47754137],0
p4,1,0.741695,0.108642,[5 2] ; [271 143],[4.58907363 2.41092637] ; [271.41092637 142.58907363],0
p7,1,0.75592,0.096623,[4 3] ; [254 150],[4.39416058 2.60583942] ; [253.60583942 150.39416058],0
p5,1,0.795298,0.067307,[1 6] ; [ 46 366],[0.78520286 6.21479714] ; [ 46.21479714 365.78520286],0
b5,1,0.807526,0.05935,[5 2] ; [279 137],[4.69976359 2.30023641] ; [279.30023641 136.69976359],0
p2,1,0.879478,0.022992,[6 1] ; [346  68],[5.85273159 1.14726841] ; [346.14726841  67.85273159],0
p8,1,0.880101,0.022753,[4 3] ; [222 187],[3.80288462 3.19711538] ; [222.19711538 186.80288462],0
p3,1,0.90637,0.013834,[3 3] ; [217 197],[3.14285714 2.85714286] ; [216.85714286 197.14285714],0
a6,1,0.920773,0.009892,[6 1] ; [350  65],[5.90521327 1.09478673] ; [350.09478673  64.90521327],0
s2,1,0.92528,0.008796,[4 3] ; [227 183],[3.87769784 3.12230216] ; [227.12230216 182.87769784],0
n3,1,0.927038,0.008385,[2 1] ; [65 29],[2.07216495 0.92783505] ; [64.92783505 29.07216495],0
n2,1,0.927038,0.008385,[2 1] ; [65 29],[2.07216495 0.92783505] ; [64.92783505 29.07216495],0
b2,1,0.938786,0.005898,[2 3] ; [100 161],[1.91729323 3.08270677] ; [100.08270677 160.91729323],0
b3,1,0.938786,0.005898,[2 3] ; [100 161],[1.91729323 3.08270677] ; [100.08270677 160.91729323],0
a2,1,0.956302,0.003003,[3 4] ; [174 242],[2.92907801 4.07092199] ; [174.07092199 241.92907801],0
s3,1,0.958223,0.002744,[4 3] ; [236 170],[4.06779661 2.93220339] ; [235.93220339 170.06779661],0
s5,1,0.962258,0.002239,[2 4] ; [136 261],[2.05459057 3.94540943] ; [135.94540943 261.05459057],0
n1,1,0.969214,0.00149,[1 2] ; [32 61],[1.03125 1.96875] ; [31.96875 61.03125],0
n6,1,1.0,0.0,[6 1] ; [354  59],[6. 1.] ; [354.  59.],0
