Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,64.541159,[104  49] ; [ 79 202],[64.51382488 88.48617512] ; [118.48617512 162.51382488],1
p7,1,6.7e-05,15.907873,[82 71] ; [ 93 182],[62.55841121 90.44158879] ; [112.44158879 162.55841121],1
v1,1,0.000245,13.448683,[84 60] ; [110 168],[66.19905213 77.80094787] ; [127.80094787 150.19905213],1
b1,1,0.000317,12.966046,[79 74] ; [ 96 187],[61.41055046 91.58944954] ; [113.58944954 169.41055046],1
s7,1,0.00039,12.577895,[79 65] ; [100 172],[61.96153846 82.03846154] ; [117.03846154 154.96153846],1
s8,1,0.00106,10.720332,[72 81] ; [ 88 194],[56.27586207 96.72413793] ; [103.72413793 178.27586207],0
n3,1,0.001678,9.872593,[32  2] ; [68 34],[25.  9.] ; [75. 27.],0
s6,1,0.001791,9.752798,[108  44] ; [156 124],[92.88888889 59.11111111] ; [171.11111111 108.88888889],0
u1,1,0.003303,8.632046,[ 39 114] ; [ 40 243],[ 27.72247706 125.27752294] ; [ 51.27752294 231.72247706],0
p6,1,0.00354,8.505766,[ 47 105] ; [ 52 228],[ 34.83333333 117.16666667] ; [ 64.16666667 215.83333333],0
s2,1,0.003566,8.492434,[88 63] ; [122 158],[73.57308585 77.42691415] ; [136.42691415 143.57308585],0
d5,1,0.006241,7.479387,[132  21] ; [211  70],[120.91935484  32.08064516] ; [222.08064516  58.91935484],0
p1,1,0.007411,7.170549,[ 15 138] ; [ 10 272],[  8.79310345 144.20689655] ; [ 16.20689655 265.79310345],0
p2,1,0.008216,6.98584,[119  34] ; [185  97],[106.92413793  46.07586207] ; [197.07586207  84.92413793],0
a5,1,0.009143,6.794723,[116  37] ; [180 103],[103.87155963  49.12844037] ; [192.12844037  90.87155963],0
n4,1,0.013376,6.118718,[120  32] ; [191  91],[108.92165899  43.07834101] ; [202.07834101  79.92165899],0
p9,1,0.014262,6.005376,[125  27] ; [199  79],[114.53023256  37.46976744] ; [209.46976744  68.53023256],0
v3,1,0.014756,5.945412,[60 83] ; [ 81 189],[48.82082324 94.17917676] ; [ 92.17917676 177.82082324],0
p10,1,0.019495,5.45652,[118  34] ; [186  92],[107.46046512  44.53953488] ; [196.53953488  81.46046512],0
s5,1,0.027805,4.84014,[50 94] ; [ 67 206],[ 40.4028777 103.5971223] ; [ 76.5971223 196.4028777],0
p5,1,0.030676,4.671022,[ 11 139] ; [  8 273],[  6.612529 143.387471] ; [ 12.387471 268.612529],0
v2,1,0.034171,4.486144,[84 61] ; [126 142],[73.72881356 71.27118644] ; [136.27118644 131.72881356],0
