Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,49.81736,[104  31] ; [ 2 26],[87.79141104 47.20858896] ; [18.20858896  9.79141104],1
p6,1,0.07254,3.224595,[ 31 102] ; [ 2 24],[ 27.60377358 105.39622642] ; [ 5.39622642 20.60377358],0
a3,1,0.08317,3.001837,[83 50] ; [12 15],[78.96875 54.03125] ; [16.03125 10.96875],0
n2,1,0.083974,2.986266,[32 20] ; [5 9],[29.15151515 22.84848485] ; [7.84848485 6.15151515],0
s7,1,0.104612,2.633779,[42 84] ; [ 4 20],[38.64 87.36] ; [ 7.36 16.64],0
s2,1,0.129968,2.292884,[49 86] ; [ 6 22],[45.55214724 89.44785276] ; [ 9.44785276 18.55214724],0
n1,1,0.139167,2.18715,[22 29] ; [ 3 11],[19.61538462 31.38461538] ; [5.38461538 8.61538462],0
a4,1,0.139661,2.181694,[53 80] ; [ 7 21],[49.56521739 83.43478261] ; [10.43478261 17.56521739],0
s3,1,0.15719,2.001051,[59 74] ; [ 8 19],[55.69375 77.30625] ; [11.30625 15.69375],0
n5,1,0.211699,1.559768,[84 50] ; [14 14],[81.0617284 52.9382716] ; [16.9382716 11.0617284],0
p12,1,0.215628,1.533231,[  1 134] ; [ 1 27],[  1.65644172 133.34355828] ; [ 0.34355828 27.65644172],0
p7,1,0.234179,1.415296,[59 74] ; [ 9 19],[56.17391304 76.82608696] ; [11.82608696 16.17391304],0
a1,1,0.237155,1.397424,[ 10 125] ; [ 4 24],[ 11.59509202 123.40490798] ; [ 2.40490798 25.59509202],0
d4,1,0.300452,1.072188,[94 39] ; [17 11],[91.69565217 41.30434783] ; [19.30434783  8.69565217],0
s1,1,0.313013,1.017919,[ 11 123] ; [ 4 24],[ 12.40740741 121.59259259] ; [ 2.59259259 25.40740741],0
u2,1,0.410593,0.677083,[21 28] ; [ 5 11],[19.6 29.4] ; [6.4 9.6],0
p3,1,0.481368,0.495763,[44 90] ; [ 7 20],[42.44720497 91.55279503] ; [ 8.55279503 18.44720497],0
n4,1,0.529225,0.395879,[81 54] ; [15 13],[79.50920245 55.49079755] ; [16.49079755 11.50920245],0
p4,1,0.555417,0.347702,[51 83] ; [ 9 19],[49.62962963 84.37037037] ; [10.37037037 17.62962963],0
b4,1,0.609794,0.260475,[70 65] ; [16 12],[71.22699387 63.77300613] ; [14.77300613 13.22699387],0
p5,1,0.74017,0.109977,[  7 127] ; [ 1 26],[  6.65838509 127.34161491] ; [ 1.34161491 25.65838509],0
b2,1,0.790222,0.070768,[21 45] ; [ 7 13],[21.48837209 44.51162791] ; [ 6.51162791 13.48837209],0
b3,1,0.790222,0.070768,[21 45] ; [ 7 13],[21.48837209 44.51162791] ; [ 6.51162791 13.48837209],0
s4,1,0.807716,0.059231,[ 17 118] ; [ 4 24],[ 17.39263804 117.60736196] ; [ 3.60736196 24.39263804],0
p1,1,0.858177,0.031932,[ 11 124] ; [ 2 26],[ 10.76687117 124.23312883] ; [ 2.23312883 25.76687117],0
b5,1,0.997918,7e-06,[82 53] ; [17 11],[81.99386503 53.00613497] ; [17.00613497 10.99386503],0
