Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,49.81736,[104  31] ; [ 2 26],[87.79141104 47.20858896] ; [18.20858896  9.79141104],1
v4,1,1e-06,24.423594,[117  17] ; [13 15],[107.5308642  26.4691358] ; [22.4691358  5.5308642],1
r3,1,2e-05,18.147523,[109  25] ; [12 16],[100.08641975  33.91358025] ; [20.91358025  7.08641975],1
r1,1,0.000133,14.593817,[98 36] ; [10 18],[89.33333333 44.66666667] ; [18.66666667  9.33333333],1
a7,1,0.000194,13.89129,[97 37] ; [10 18],[88.50617284 45.49382716] ; [18.49382716  9.50617284],1
s6,1,0.001641,9.913664,[68 67] ; [ 5 23],[60.4601227 74.5398773] ; [12.5398773 15.4601227],0
a6,1,0.003793,8.380114,[83 51] ; [ 9 19],[76.09876543 57.90123457] ; [15.90123457 12.09876543],0
d2,1,0.005015,7.873947,[62 71] ; [ 5 23],[55.34782609 77.65217391] ; [11.65217391 16.34782609],0
a5,1,0.00555,7.690832,[82 53] ; [ 9 19],[75.36809816 59.63190184] ; [15.63190184 12.36809816],0
d5,1,0.006145,7.507367,[97 36] ; [13 15],[90.86956522 42.13043478] ; [19.13043478  8.86956522],0
d1,1,0.009458,6.734299,[65 70] ; [ 6 22],[58.80368098 76.19631902] ; [12.19631902 15.80368098],0
p9,1,0.009937,6.646154,[71 59] ; [ 7 19],[65. 65.] ; [13. 13.],0
d3,1,0.015881,5.815983,[80 52] ; [10 18],[74.25 57.75] ; [15.75 12.25],0
v3,1,0.018318,5.565434,[42 85] ; [ 3 25],[36.87096774 90.12903226] ; [ 8.12903226 19.87096774],0
v2,1,0.022943,5.172833,[54 75] ; [ 5 22],[48.78846154 80.21153846] ; [10.21153846 16.78846154],0
b1,1,0.024815,5.036718,[65 70] ; [20  8],[70.39877301 64.60122699] ; [14.60122699 13.39877301],0
a8,1,0.026681,4.911304,[  5 119] ; [ 4 22],[  7.44 116.56] ; [ 1.56 24.44],0
p2,1,0.027164,4.880376,[83 51] ; [11 17],[77.75308642 56.24691358] ; [16.24691358 11.75308642],0
v1,1,0.03476,4.456902,[52 82] ; [ 5 23],[47.14814815 86.85185185] ; [ 9.85185185 18.14814815],0
p10,1,0.036028,4.395798,[58 74] ; [ 6 21],[53.13207547 78.86792453] ; [10.86792453 16.13207547],0
n6,1,0.042959,4.097032,[88 47] ; [12 15],[83.33333333 51.66666667] ; [16.66666667 10.33333333],0
u3,1,0.043071,4.092608,[27 23] ; [ 4 12],[23.48484848 26.51515152] ; [7.51515152 8.48484848],0
s8,1,0.049663,3.852794,[ 32 103] ; [ 2 26],[ 28.1595092 106.8404908] ; [ 5.8404908 22.1595092],0
p8,1,0.050601,3.821439,[45 88] ; [ 4 23],[40.73125 92.26875] ; [ 8.26875 18.73125],0
a2,1,0.05797,3.59452,[ 31 104] ; [ 2 26],[ 27.33128834 107.66871166] ; [ 5.66871166 22.33128834],0
n3,1,0.066193,3.375,[31 18] ; [5 9],[28. 21.] ; [8. 6.],0
