Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,47.724824,[161   9] ; [30 23],[145.60538117  24.39461883] ; [45.39461883  7.60538117],1
r2,1,4.3e-05,16.746954,[161   8] ; [39 12],[153.63636364  15.36363636] ; [46.36363636  4.63636364],1
v4,1,5.7e-05,16.209086,[164   5] ; [43 10],[157.58108108  11.41891892] ; [49.41891892  3.58108108],1
v2,1,0.000575,11.856553,[79 85] ; [11 41],[68.33333333 95.66666667] ; [21.66666667 30.33333333],1
s6,1,0.000968,10.887471,[127  39] ; [28 25],[117.48858447  48.51141553] ; [37.51141553 15.48858447],1
s3,1,0.005652,7.657904,[108  61] ; [22 30],[99.41176471 69.58823529] ; [30.58823529 21.41176471],0
u1,1,0.006282,7.467516,[ 33 137] ; [ 2 51],[ 26.68161435 143.31838565] ; [ 8.31838565 44.68161435],0
d4,1,0.008428,6.940158,[141  29] ; [35 18],[134.17040359  35.82959641] ; [41.82959641 11.17040359],0
d5,1,0.008428,6.940158,[141  29] ; [35 18],[134.17040359  35.82959641] ; [41.82959641 11.17040359],0
p10,1,0.010716,6.511787,[137  33] ; [33 19],[130.18018018  39.81981982] ; [39.81981982 12.18018018],0
r3,1,0.011381,6.40485,[160   8] ; [45  8],[155.83710407  12.16289593] ; [49.16289593  3.83710407],0
d1,1,0.014549,5.970294,[103  67] ; [22 31],[95.29147982 74.70852018] ; [29.70852018 23.29147982],0
a5,1,0.016803,5.716881,[131  39] ; [32 21],[124.26008969  45.73991031] ; [38.73991031 14.26008969],0
v3,1,0.019644,5.443281,[ 49 116] ; [ 7 45],[ 42.58064516 122.41935484] ; [13.41935484 38.58064516],0
n4,1,0.025818,4.968149,[132  38] ; [33 20],[125.78475336  44.21524664] ; [39.21524664 13.78475336],0
a7,1,0.029551,4.735238,[126  44] ; [31 22],[119.68609865  50.31390135] ; [37.31390135 15.68609865],0
d3,1,0.029551,4.735238,[126  44] ; [31 22],[119.68609865  50.31390135] ; [37.31390135 15.68609865],0
a2,1,0.046107,3.977665,[ 41 129] ; [ 6 47],[ 35.82959641 134.17040359] ; [11.17040359 41.82959641],0
s5,1,0.04642,3.966275,[ 60 104] ; [11 40],[ 54.15813953 109.84186047] ; [16.84186047 34.15813953],0
n1,1,0.056856,3.626807,[11 30] ; [9 8],[14.13793103 26.86206897] ; [ 5.86206897 11.13793103],0
p3,1,0.064064,3.428916,[113  56] ; [28 25],[107.33783784  61.66216216] ; [33.66216216 19.33783784],0
a1,1,0.083068,3.003826,[  6 164] ; [ 5 48],[  8.38565022 161.61434978] ; [ 2.61434978 50.38565022],0
p9,1,0.113795,2.500711,[139  31] ; [38 15],[134.93273543  35.06726457] ; [42.06726457 10.93273543],0
s2,1,0.117,2.457027,[91 78] ; [22 31],[86.02252252 82.97747748] ; [26.97747748 26.02252252],0
p8,1,0.128349,2.312356,[102  68] ; [25 27],[97.25225225 72.74774775] ; [29.74774775 22.25225225],0
s7,1,0.139736,2.180866,[88 72] ; [22 29],[83.41232227 76.58767773] ; [26.58767773 24.41232227],0
u3,1,0.147128,2.101779,[29 20] ; [ 8 12],[26.27536232 22.72463768] ; [10.72463768  9.27536232],0
p2,1,0.16817,1.89918,[150  20] ; [42 10],[147.02702703  22.97297297] ; [44.97297297  7.02702703],0
a3,1,0.190826,1.711232,[119  51] ; [32 21],[115.11210762  54.88789238] ; [35.88789238 17.11210762],0
a8,1,0.203899,1.614224,[ 14 140] ; [ 8 44],[ 16.44660194 137.55339806] ; [ 5.55339806 46.44660194],0
n5,1,0.219617,1.506875,[123  47] ; [33 19],[119.45945946  50.54054054] ; [36.54054054 15.45945946],0
d2,1,0.248199,1.333414,[86 84] ; [22 31],[82.33183857 87.66816143] ; [25.66816143 27.33183857],0
a6,1,0.25422,1.299964,[117  53] ; [32 21],[113.58744395  56.41255605] ; [35.41255605 17.58744395],0
p7,1,0.264317,1.246002,[121  48] ; [33 19],[117.76470588  51.23529412] ; [36.23529412 15.76470588],0
u2,1,0.308646,1.036463,[32 17] ; [11 10],[30.1 18.9] ; [12.9  8.1],0
b5,1,0.314498,1.011692,[86 84] ; [31 22],[89.19282511 80.80717489] ; [27.80717489 25.19282511],0
p6,1,0.421389,0.646439,[71 99] ; [25 27],[73.51351351 96.48648649] ; [22.48648649 29.51351351],0
