Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3.3e-05,17.232346,[238  95] ; [74 69],[218.26890756 114.73109244] ; [93.73109244 49.26890756],1
p5,1,0.000584,11.825405,[ 74 258] ; [ 13 131],[ 60.68067227 271.31932773] ; [ 26.31932773 117.68067227],1
u1,1,0.002806,8.929766,[ 82 253] ; [ 18 127],[ 69.79166667 265.20833333] ; [ 30.20833333 114.79166667],0
p12,1,0.004141,8.22077,[ 46 288] ; [  7 138],[ 36.95615866 297.04384134] ; [ 16.04384134 128.95615866],0
n6,1,0.00545,7.723613,[305  29] ; [118  25],[296.18867925  37.81132075] ; [126.81132075  16.18867925],0
p6,1,0.010794,6.498884,[185 149] ; [61 82],[172.25157233 161.74842767] ; [73.74842767 69.25157233],0
v3,1,0.012027,6.306852,[148 172] ; [46 91],[135.84245077 184.15754923] ; [58.15754923 78.84245077],0
p7,1,0.012355,6.259229,[261  71] ; [97 46],[250.22315789  81.77684211] ; [107.77684211  35.22315789],0
s7,1,0.016863,5.71056,[194 119] ; [70 70],[182.41059603 130.58940397] ; [81.58940397 58.41059603],0
s5,1,0.028755,4.782234,[138 181] ; [45 94],[127.46069869 191.53930131] ; [55.53930131 83.46069869],0
b1,1,0.030477,4.682161,[139 196] ; [ 45 100],[128.41666667 206.58333333] ; [55.58333333 89.41666667],0
p10,1,0.032521,4.570801,[317  17] ; [129  15],[311.64016736  22.35983264] ; [134.35983264   9.64016736],0
b5,1,0.033672,4.511263,[187 148] ; [96 49],[197.51041667 137.48958333] ; [85.48958333 59.51041667],0
p1,1,0.036182,4.3885,[ 42 290] ; [  9 136],[ 35.49685535 296.50314465] ; [ 15.50314465 129.49685535],0
v2,1,0.040059,4.215384,[202 122] ; [73 67],[192.02586207 131.97413793] ; [82.97413793 57.02586207],0
d1,1,0.046203,3.974169,[228 107] ; [85 60],[218.44791667 116.55208333] ; [94.55208333 50.44791667],0
a5,1,0.046757,3.954124,[274  61] ; [107  38],[265.90625  69.09375] ; [115.09375  29.90625],0
