Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.000479,12.197483,[ 6 95] ; [18 56],[13.85142857 87.14857143] ; [10.14857143 63.85142857],1
d3,1,0.000634,11.673263,[46 56] ; [15 59],[35.35227273 66.64772727] ; [25.64772727 48.35227273],1
s2,1,0.000932,10.958265,[55 47] ; [21 52],[44.29714286 57.70285714] ; [31.70285714 41.29714286],1
d5,1,0.000976,10.871833,[72 30] ; [34 40],[61.43181818 40.56818182] ; [44.56818182 29.43181818],1
s7,1,0.018875,5.513035,[55 43] ; [26 43],[47.53293413 50.46706587] ; [33.46706587 35.53293413],0
p1,1,0.028897,4.773726,[ 7 94] ; [13 61],[11.54285714 89.45714286] ; [ 8.45714286 65.54285714],0
s5,1,0.03807,4.301896,[36 61] ; [16 56],[29.84615385 67.15384615] ; [22.15384615 49.84615385],0
p2,1,0.051237,3.800521,[89 12] ; [57 17],[84.26285714 16.73714286] ; [61.73714286 12.26285714],0
a3,1,0.075279,3.163997,[66 36] ; [38 36],[60.27272727 41.72727273] ; [43.72727273 30.27272727],0
a1,1,0.083141,3.002397,[ 7 95] ; [ 1 73],[ 4.63636364 97.36363636] ; [ 3.36363636 70.63636364],0
b3,1,0.095955,2.771517,[24 30] ; [15 37],[19.86792453 34.13207547] ; [19.13207547 32.86792453],0
b2,1,0.095955,2.771517,[24 30] ; [15 37],[19.86792453 34.13207547] ; [19.13207547 32.86792453],0
a5,1,0.106088,2.611553,[70 32] ; [42 32],[64.90909091 37.09090909] ; [47.09090909 26.90909091],0
a8,1,0.137021,2.211097,[14 82] ; [ 5 65],[10.98795181 85.01204819] ; [ 8.01204819 61.98795181],0
n5,1,0.173517,1.852296,[71 30] ; [58 15],[74.87931034 26.12068966] ; [54.12068966 18.87931034],0
u2,1,0.228961,1.447307,[20 14] ; [16 20],[17.48571429 16.51428571] ; [18.51428571 17.48571429],0
s6,1,0.262934,1.253244,[68 32] ; [43 29],[64.53488372 35.46511628] ; [46.46511628 25.53488372],0
r4,1,0.298862,1.079264,[87 15] ; [67  7],[89.25 12.75] ; [64.75  9.25],0
b5,1,0.323486,0.974798,[53 49] ; [44 30],[56.21590909 45.78409091] ; [40.78409091 33.21590909],0
p7,1,0.334875,0.929955,[78 22] ; [53 21],[75.28735632 24.71264368] ; [55.71264368 18.28735632],0
v1,1,0.348084,0.880429,[55 46] ; [34 38],[51.95953757 49.04046243] ; [37.04046243 34.95953757],0
p12,1,0.38052,0.769021,[ 6 95] ; [ 7 67],[ 7.50285714 93.49714286] ; [ 5.49714286 68.50285714],0
u3,1,0.397187,0.716827,[21 14] ; [18 18],[19.22535211 15.77464789] ; [19.77464789 16.22535211],0
p8,1,0.409589,0.679993,[63 38] ; [41 32],[60.36781609 40.63218391] ; [43.63218391 29.36781609],0
a6,1,0.416488,0.660203,[60 42] ; [48 26],[62.59090909 39.40909091] ; [45.40909091 28.59090909],0
p10,1,0.468642,0.525176,[79 21] ; [55 19],[77.01149425 22.98850575] ; [56.98850575 17.01149425],0
a7,1,0.478129,0.503128,[63 38] ; [50 24],[65.21714286 35.78285714] ; [47.78285714 26.21714286],0
v2,1,0.48556,0.48635,[55 43] ; [36 35],[52.76923077 45.23076923] ; [38.23076923 32.76923077],0
s3,1,0.489931,0.476677,[55 47] ; [35 37],[52.75862069 49.24137931] ; [37.24137931 34.75862069],0
a4,1,0.50144,0.451888,[28 74] ; [17 57],[26.07954545 75.92045455] ; [18.92045455 55.07954545],0
b4,1,0.528319,0.397624,[60 42] ; [40 34],[57.95454545 44.04545455] ; [42.04545455 31.95454545],0
n1,1,0.557765,0.343588,[ 7 10] ; [4 9],[ 6.23333333 10.76666667] ; [4.76666667 8.23333333],0
b1,1,0.651116,0.204496,[49 53] ; [33 41],[47.52272727 54.47727273] ; [34.47727273 39.52272727],0
n2,1,0.656787,0.19745,[13  4] ; [9 4],[12.46666667  4.53333333] ; [9.53333333 3.46666667],0
p4,1,0.685325,0.164194,[73 29] ; [55 19],[74.18181818 27.81818182] ; [53.81818182 20.18181818],0
s1,1,0.697105,0.151502,[ 3 98] ; [ 3 71],[ 3.46285714 97.53714286] ; [ 2.53714286 71.46285714],0
r1,1,0.737051,0.112736,[75 27] ; [52 21],[74.02285714 27.97714286] ; [52.97714286 20.02285714],0
p9,1,0.764103,0.090058,[82 20] ; [60 13],[82.76571429 19.23428571] ; [59.23428571 13.76571429],0
n6,1,0.803215,0.062095,[84 18] ; [62 12],[84.61363636 17.38636364] ; [61.38636364 12.61363636],0
p5,1,0.803215,0.062095,[18 84] ; [12 62],[17.38636364 84.61363636] ; [12.61363636 61.38636364],0
r3,1,0.812996,0.055962,[96  6] ; [69  5],[95.625  6.375] ; [69.375  4.625],0
a2,1,0.812996,0.055962,[ 6 96] ; [ 5 69],[ 6.375 95.625] ; [ 4.625 69.375],0
p6,1,0.864262,0.029224,[41 57] ; [30 44],[40.45348837 57.54651163] ; [30.54651163 43.45348837],0
s8,1,0.866508,0.028256,[39 63] ; [27 46],[38.46857143 63.53142857] ; [27.53142857 45.46857143],0
n3,1,0.869125,0.027149,[14  3] ; [11  2],[14.16666667  2.83333333] ; [10.83333333  2.16666667],0
p11,1,0.909018,0.013059,[82 20] ; [60 14],[82.29545455 19.70454545] ; [59.70454545 14.29545455],0
r2,1,0.917413,0.010752,[91  9] ; [67  7],[90.8045977  9.1954023] ; [67.1954023  6.8045977],0
u1,1,0.925109,0.008836,[ 3 99] ; [ 2 72],[ 2.89772727 99.10227273] ; [ 2.10227273 71.89772727],0
