Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000439,12.356984,[39 27] ; [34  3],[46.77669903 19.22330097] ; [26.22330097 10.77669903],1
v1,1,0.002755,8.962728,[19 46] ; [22 15],[26.12745098 38.87254902] ; [14.87254902 22.12745098],0
v3,1,0.002997,8.809185,[ 9 54] ; [15 22],[15.12 47.88] ; [ 8.88 28.12],0
a3,1,0.010798,6.498272,[37 28] ; [31  7],[42.91262136 22.08737864] ; [25.08737864 12.91262136],0
s7,1,0.012753,6.203077,[11 49] ; [15 21],[16.25 43.75] ; [ 9.75 26.25],0
d4,1,0.021247,5.306458,[43 22] ; [33  5],[47.96116505 17.03883495] ; [28.03883495  9.96116505],0
p11,1,0.025686,4.977064,[25 41] ; [23 15],[30.46153846 35.53846154] ; [17.53846154 20.46153846],0
v4,1,0.030871,4.660135,[44 21] ; [33  5],[48.59223301 16.40776699] ; [28.40776699  9.59223301],0
d5,1,0.034172,4.486052,[38 27] ; [30  8],[42.91262136 22.08737864] ; [25.08737864 12.91262136],0
u2,1,0.073594,3.200985,[14 15] ; [6 1],[16.11111111 12.88888889] ; [3.88888889 3.11111111],0
s6,1,0.079748,3.070028,[19 47] ; [17 20],[23.06796117 42.93203883] ; [12.93203883 24.06796117],0
s2,1,0.084555,2.975098,[17 49] ; [16 22],[20.94230769 45.05769231] ; [12.05769231 25.94230769],0
s8,1,0.09148,2.848135,[10 56] ; [11 27],[13.32692308 52.67307692] ; [ 7.67307692 30.32692308],0
d1,1,0.09397,2.805007,[22 44] ; [19 19],[26.01923077 39.98076923] ; [14.98076923 23.01923077],0
a1,1,0.097424,2.747221,[ 8 58] ; [ 1 37],[ 5.71153846 60.28846154] ; [ 3.28846154 34.71153846],0
a5,1,0.148347,2.089162,[32 34] ; [24 14],[35.53846154 30.46153846] ; [20.46153846 17.53846154],0
r4,1,0.204713,1.608429,[35 31] ; [25 13],[38.07692308 27.92307692] ; [21.92307692 16.07692308],0
d3,1,0.21046,1.568258,[34 30] ; [25 13],[37.01960784 26.98039216] ; [21.98039216 16.01960784],0
r1,1,0.222518,1.488061,[39 27] ; [27 11],[41.88461538 24.11538462] ; [24.11538462 13.88461538],0
s1,1,0.228128,1.452495,[ 6 60] ; [ 1 35],[ 4.52941176 61.47058824] ; [ 2.47058824 33.52941176],0
p7,1,0.239932,1.380994,[18 44] ; [15 22],[20.66666667 41.33333333] ; [12.33333333 24.66666667],0
s5,1,0.252543,1.30918,[ 9 56] ; [ 8 27],[11.05 53.95] ; [ 5.95 29.05],0
n1,1,0.272629,1.203469,[10 16] ; [ 3 11],[ 8.45 17.55] ; [4.55 9.45],0
