Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1.5e-05,18.779654,[15 21] ; [185  57],[25.89928058 10.10071942] ; [174.10071942  67.89928058],1
p4,1,0.000372,12.669615,[23 13] ; [210  31],[30.28158845  5.71841155] ; [202.71841155  38.28158845],1
p3,1,0.002061,9.494434,[17 19] ; [175  66],[24.95306859 11.04693141] ; [167.04693141  73.95306859],0
p5,1,0.013735,6.071876,[ 2 34] ; [ 57 185],[ 7.64028777 28.35971223] ; [ 51.35971223 190.64028777],0
p2,1,0.018802,5.519882,[29  7] ; [224  18],[32.76258993  3.23741007] ; [220.23741007  21.76258993],0
r1,1,0.03009,4.704166,[25 11] ; [203  38],[29.63176895  6.36823105] ; [198.36823105  42.63176895],0
r3,1,0.106332,2.607908,[33  3] ; [232   7],[34.69090909  1.30909091] ; [230.30909091   8.69090909],0
a2,1,0.112917,2.512918,[ 6 30] ; [ 71 171],[ 9.97122302 26.02877698] ; [ 67.02877698 174.97122302],0
a8,1,0.117104,2.455631,[ 2 32] ; [ 35 182],[ 5.01195219 28.98804781] ; [ 31.98804781 185.01195219],0
a3,1,0.121941,2.392217,[24 12] ; [188  52],[27.65217391  8.34782609] ; [184.34782609  55.65217391],0
n5,1,0.126844,2.33071,[27  9] ; [205  36],[30.15162455  5.84837545] ; [201.84837545  39.15162455],0
b5,1,0.133103,2.255936,[25 11] ; [136 106],[20.84892086 15.15107914] ; [140.15107914 101.84892086],0
b1,1,0.158033,1.992948,[11 25] ; [104 138],[14.89208633 21.10791367] ; [100.10791367 141.89208633],0
v3,1,0.278955,1.172175,[12 22] ; [107 130],[14.9298893 19.0701107] ; [104.0701107 132.9298893],0
p11,1,0.292021,1.11028,[28  8] ; [205  37],[30.17266187  5.82733813] ; [202.82733813  39.17266187],0
p1,1,0.321084,0.984524,[ 7 29] ; [ 32 209],[ 5.06859206 30.93140794] ; [ 33.93140794 207.06859206],0
b4,1,0.338254,0.917037,[24 12] ; [141 101],[21.36690647 14.63309353] ; [143.63309353  98.36690647],0
s3,1,0.41426,0.666541,[19 16] ; [147  92],[21.20437956 13.79562044] ; [144.79562044  94.20437956],0
s7,1,0.420436,0.649096,[20 15] ; [147  82],[22.14015152 12.85984848] ; [144.85984848  84.14015152],0
s5,1,0.430985,0.620167,[15 20] ; [115 115],[17.16981132 17.83018868] ; [112.83018868 117.16981132],0
n1,1,0.435956,0.606904,[5 5] ; [15 26],[3.92156863 6.07843137] ; [16.07843137 24.92156863],0
s2,1,0.457884,0.551062,[24 11] ; [149  91],[22.01818182 12.98181818] ; [150.98181818  89.01818182],0
s4,1,0.484279,0.489212,[ 6 29] ; [ 53 184],[ 7.59191176 27.40808824] ; [ 51.40808824 185.59191176],0
s1,1,0.498838,0.457409,[ 2 34] ; [  8 234],[ 1.29496403 34.70503597] ; [  8.70503597 233.29496403],0
v4,1,0.505819,0.442707,[34  2] ; [232   8],[34.69565217  1.30434783] ; [231.30434783   8.69565217],0
v1,1,0.509878,0.434317,[21 14] ; [157  82],[22.73722628 12.26277372] ; [155.26277372  83.73722628],0
n2,1,0.511972,0.430035,[6 4] ; [29 12],[6.8627451 3.1372549] ; [28.1372549 12.8627451],0
d3,1,0.521972,0.409996,[25 11] ; [178  61],[26.57454545  9.42545455] ; [176.42545455  62.57454545],0
a7,1,0.571189,0.320697,[28  8] ; [176  64],[26.60869565  9.39130435] ; [177.39130435  62.60869565],0
n6,1,0.586711,0.295509,[32  4] ; [219  20],[32.85818182  3.14181818] ; [218.14181818  20.85818182],0
d1,1,0.623824,0.24053,[25 11] ; [158  84],[23.69784173 12.30215827] ; [159.30215827  82.69784173],0
s6,1,0.642228,0.21584,[27  9] ; [182  50],[28.07462687  7.92537313] ; [180.92537313  51.07462687],0
n4,1,0.676367,0.174245,[30  6] ; [208  34],[30.82014388  5.17985612] ; [207.17985612  34.82014388],0
r2,1,0.688108,0.161141,[35  1] ; [229  10],[34.56  1.44] ; [229.44   9.56],0
s8,1,0.716955,0.131429,[22 14] ; [139 101],[21. 15.] ; [140. 100.],0
u2,1,0.7197,0.12878,[8 4] ; [33 21],[7.45454545 4.54545455] ; [33.54545455 20.45454545],0
d4,1,0.7431,0.107421,[30  6] ; [205  35],[30.65217391  5.34782609] ; [204.34782609  35.65217391],0
b2,1,0.792414,0.069262,[ 8 11] ; [72 87],[ 8.53932584 10.46067416] ; [71.46067416 87.53932584],0
b3,1,0.792414,0.069262,[ 8 11] ; [72 87],[ 8.53932584 10.46067416] ; [71.46067416 87.53932584],0
d5,1,0.804451,0.061301,[31  5] ; [202  37],[30.50181818  5.49818182] ; [202.49818182  36.50181818],0
u3,1,0.809362,0.058201,[8 4] ; [34 20],[7.63636364 4.36363636] ; [34.36363636 19.63636364],0
r4,1,0.810151,0.057711,[34  2] ; [226  16],[33.66906475  2.33093525] ; [226.33093525  15.66906475],0
v2,1,0.812246,0.056421,[22 13] ; [144  93],[21.36029412 13.63970588] ; [144.63970588  92.36029412],0
d2,1,0.819867,0.051855,[20 16] ; [129 112],[19.36462094 16.63537906] ; [129.63537906 111.36462094],0
a5,1,0.829714,0.046255,[28  8] ; [192  50],[28.48920863  7.51079137] ; [191.51079137  50.48920863],0
u1,1,0.849089,0.036207,[ 9 27] ; [ 57 185],[ 8.54676259 27.45323741] ; [ 57.45323741 184.54676259],0
p12,1,0.868708,0.027324,[ 5 31] ; [ 36 205],[ 5.32851986 30.67148014] ; [ 35.67148014 205.32851986],0
a4,1,0.889587,0.019273,[18 18] ; [124 118],[18.38848921 17.61151079] ; [123.61151079 118.38848921],0
u4,1,0.91816,0.010558,[ 1 35] ; [  6 235],[ 0.90974729 35.09025271] ; [  6.09025271 234.90974729],0
a6,1,0.960449,0.002459,[24 12] ; [161  79],[24.13043478 11.86956522] ; [160.86956522  79.13043478],0
p9,1,0.96934,0.001477,[35  1] ; [235   7],[34.96402878  1.03597122] ; [235.03597122   6.96402878],0
n3,1,1.0,0.0,[7 3] ; [28 12],[7. 3.] ; [28. 12.],0
