Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.006258,7.474489,[ 7 29] ; [15 14],[12.18461538 23.81538462] ; [ 9.81538462 19.18461538],0
a4,1,0.019678,5.440233,[13 24] ; [ 3 26],[ 8.96969697 28.03030303] ; [ 7.03030303 21.96969697],0
b3,1,0.035206,4.435143,[ 2 23] ; [ 6 12],[ 4.65116279 20.34883721] ; [ 3.34883721 14.65116279],0
b2,1,0.035206,4.435143,[ 2 23] ; [ 6 12],[ 4.65116279 20.34883721] ; [ 3.34883721 14.65116279],0
s4,1,0.056459,3.638466,[14 22] ; [ 5 24],[10.52307692 25.47692308] ; [ 8.47692308 20.52307692],0
r3,1,0.094538,2.795344,[31  6] ; [28  1],[33.07575758  3.92424242] ; [25.92424242  3.07575758],0
d3,1,0.096218,2.767135,[ 8 28] ; [12 17],[11.07692308 24.92307692] ; [ 8.92307692 20.07692308],0
p6,1,0.131994,2.268896,[10 27] ; [13 16],[12.89393939 24.10606061] ; [10.10606061 18.89393939],0
p1,1,0.145392,2.119947,[ 7 29] ; [ 2 27],[ 4.98461538 31.01538462] ; [ 4.01538462 24.98461538],0
v1,1,0.160409,1.970363,[14 23] ; [16 13],[16.81818182 20.18181818] ; [13.18181818 15.81818182],0
r4,1,0.222444,1.488537,[29  8] ; [26  3],[30.83333333  6.16666667] ; [24.16666667  4.83333333],0
a3,1,0.259266,1.272674,[23 14] ; [14 15],[20.74242424 16.25757576] ; [16.25757576 12.74242424],0
a7,1,0.269301,1.220307,[20 16] ; [20  9],[22.15384615 13.84615385] ; [17.84615385 11.15384615],0
a5,1,0.347179,0.883743,[20 17] ; [19 10],[21.86363636 15.13636364] ; [17.13636364 11.86363636],0
b5,1,0.365142,0.82013,[22 15] ; [14 15],[20.18181818 16.81818182] ; [15.81818182 13.18181818],0
p5,1,0.365998,0.817208,[ 5 31] ; [ 2 27],[ 3.87692308 32.12307692] ; [ 3.12307692 25.87692308],0
s8,1,0.383916,0.758124,[19 18] ; [18 11],[20.74242424 16.25757576] ; [16.25757576 12.74242424],0
d2,1,0.404546,0.694773,[11 26] ; [ 6 23],[ 9.53030303 27.46969697] ; [ 7.46969697 21.53030303],0
r1,1,0.417793,0.656514,[24 12] ; [22  7],[25.47692308 10.52307692] ; [20.52307692  8.47692308],0
p7,1,0.456804,0.553713,[21 14] ; [20  9],[22.421875 12.578125] ; [18.578125 10.421875],0
s3,1,0.47688,0.50599,[32  4] ; [24  5],[31.01538462  4.98461538] ; [24.98461538  4.01538462],0
p9,1,0.484811,0.488023,[28  9] ; [24  5],[29.15151515  7.84848485] ; [22.84848485  6.15151515],0
a6,1,0.513187,0.427562,[20 17] ; [18 11],[21.3030303 15.6969697] ; [16.6969697 12.3030303],0
p8,1,0.566498,0.328578,[14 23] ; [13 16],[15.13636364 21.86363636] ; [11.86363636 17.13636364],0
a8,1,0.597166,0.279291,[ 4 27] ; [ 5 23],[ 4.72881356 26.27118644] ; [ 4.27118644 23.72881356],0
n5,1,0.603861,0.269211,[27 10] ; [22  6],[27.89230769  9.10769231] ; [21.10769231  6.89230769],0
p2,1,0.61775,0.249042,[28  8] ; [21  8],[27.13846154  8.86153846] ; [21.86153846  7.13846154],0
s7,1,0.628267,0.234419,[23 12] ; [20  8],[23.88888889 11.11111111] ; [19.11111111  8.88888889],0
p4,1,0.64109,0.21732,[20 17] ; [14 15],[19.06060606 17.93939394] ; [14.93939394 14.06060606],0
p11,1,0.680736,0.169298,[26 11] ; [19 10],[25.22727273 11.77272727] ; [19.77272727  9.22727273],0
s5,1,0.731329,0.117895,[13 24] ; [11 17],[13.66153846 23.33846154] ; [10.33846154 17.66153846],0
v4,1,0.745805,0.10509,[33  3] ; [25  3],[32.625  3.375] ; [25.375  2.625],0
s6,1,0.760573,0.092859,[29  8] ; [22  5],[29.484375  7.515625] ; [21.515625  5.484375],0
p10,1,0.778355,0.079222,[28  7] ; [24  5],[28.4375  6.5625] ; [23.5625  5.4375],0
n1,1,0.782935,0.075898,[4 7] ; [3 4],[4.27777778 6.72222222] ; [2.72222222 4.27777778],0
n6,1,0.785245,0.074251,[31  6] ; [25  4],[31.39393939  5.60606061] ; [24.60606061  4.39393939],0
u1,1,0.801056,0.063494,[ 2 35] ; [ 2 27],[ 2.24242424 34.75757576] ; [ 1.75757576 27.24242424],0
d5,1,0.804079,0.061539,[20 16] ; [17 12],[20.49230769 15.50769231] ; [16.50769231 12.49230769],0
b4,1,0.804125,0.06151,[18 19] ; [15 14],[18.5 18.5] ; [14.5 14.5],0
n2,1,0.811055,0.057152,[10  1] ; [7 1],[9.84210526 1.15789474] ; [7.15789474 0.84210526],0
u3,1,0.836687,0.042491,[6 8] ; [7 8],[6.27586207 7.72413793] ; [6.72413793 8.27586207],0
n4,1,0.843822,0.038812,[24 12] ; [20  9],[24.36923077 11.63076923] ; [19.63076923  9.36923077],0
d1,1,0.853532,0.034082,[ 3 34] ; [ 2 27],[ 2.8030303 34.1969697] ; [ 2.1969697 26.8030303],0
a2,1,0.853532,0.034082,[ 3 34] ; [ 2 27],[ 2.8030303 34.1969697] ; [ 2.1969697 26.8030303],0
p3,1,0.87987,0.022842,[13 23] ; [11 18],[13.29230769 22.70769231] ; [10.70769231 18.29230769],0
u2,1,0.908697,0.013152,[ 4 10] ; [ 4 11],[ 3.86206897 10.13793103] ; [ 4.13793103 10.86206897],0
b1,1,0.94516,0.004732,[15 22] ; [12 17],[15.13636364 21.86363636] ; [11.86363636 17.13636364],0
