Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.00014,14.499402,[68 14] ; [1 5],[64.29545455 17.70454545] ; [4.70454545 1.29545455],1
p9,1,0.00983,6.665427,[55 25] ; [1 5],[52.09302326 27.90697674] ; [3.90697674 2.09302326],0
r1,1,0.014617,5.96206,[64 18] ; [2 4],[61.5 20.5] ; [4.5 1.5],0
r2,1,0.014891,5.929345,[75  6] ; [3 2],[73.46511628  7.53488372] ; [4.53488372 0.46511628],0
p10,1,0.060966,3.510896,[57 24] ; [2 4],[54.93103448 26.06896552] ; [4.06896552 1.93103448],0
s2,1,0.102168,2.671372,[42 40] ; [1 5],[40.06818182 41.93181818] ; [2.93181818 3.06818182],0
s1,1,0.143496,2.14006,[ 3 78] ; [1 5],[ 3.72413793 77.27586207] ; [0.27586207 5.72413793],0
p11,1,0.163209,1.944242,[51 31] ; [2 4],[49.38636364 32.61363636] ; [3.61363636 2.38636364],0
s7,1,0.168625,1.895129,[36 43] ; [1 5],[34.38823529 44.61176471] ; [2.61176471 3.38823529],0
a6,1,0.192437,1.698862,[49 32] ; [2 4],[47.48275862 33.51724138] ; [3.51724138 2.48275862],0
a4,1,0.205636,1.601889,[33 49] ; [4 2],[34.47727273 47.52272727] ; [2.52272727 3.47727273],0
b4,1,0.210873,1.565423,[47 35] ; [5 1],[48.45454545 33.54545455] ; [3.54545455 2.45454545],0
a2,1,0.226727,1.46128,[12 70] ; [2 4],[13.04545455 68.95454545] ; [0.95454545 5.04545455],0
n5,1,0.252237,1.310874,[49 33] ; [5 1],[50.31818182 31.68181818] ; [3.68181818 2.31818182],0
a5,1,0.255276,1.294196,[59 23] ; [3 3],[57.77272727 24.22727273] ; [4.22727273 1.77272727],0
p7,1,0.274021,1.196509,[36 44] ; [1 4],[34.82352941 45.17647059] ; [2.17647059 2.82352941],0
a7,1,0.321907,0.981185,[57 25] ; [3 3],[55.90909091 26.09090909] ; [4.09090909 1.90909091],0
a3,1,0.350942,0.87005,[53 29] ; [5 1],[54.04545455 27.95454545] ; [3.95454545 2.04545455],0
s6,1,0.407241,0.686842,[54 27] ; [3 3],[53.06896552 27.93103448] ; [3.93103448 2.06896552],0
s5,1,0.409953,0.678938,[26 53] ; [1 5],[25.09411765 53.90588235] ; [1.90588235 4.09411765],0
a1,1,0.503689,0.447154,[ 7 75] ; [1 5],[ 7.45454545 74.54545455] ; [0.54545455 5.45454545],0
v1,1,0.519556,0.414775,[38 43] ; [2 4],[37.24137931 43.75862069] ; [2.75862069 3.24137931],0
p6,1,0.563111,0.334346,[22 58] ; [1 5],[21.39534884 58.60465116] ; [1.60465116 4.39534884],0
d3,1,0.612999,0.25583,[49 32] ; [3 3],[48.4137931 32.5862069] ; [3.5862069 2.4137931],0
d1,1,0.61389,0.254549,[46 36] ; [4 2],[46.59090909 35.40909091] ; [3.40909091 2.59090909],0
n6,1,0.614624,0.253497,[60 21] ; [5 1],[60.51724138 20.48275862] ; [4.48275862 1.51724138],0
b5,1,0.654263,0.200568,[47 35] ; [4 2],[47.52272727 34.47727273] ; [3.47727273 2.52272727],0
s4,1,0.657603,0.196449,[20 61] ; [1 5],[19.55172414 61.44827586] ; [1.44827586 4.55172414],0
b2,1,0.716232,0.132132,[16 34] ; [2 3],[16.36363636 33.63636364] ; [1.63636364 3.36363636],0
b3,1,0.716232,0.132132,[16 34] ; [2 3],[16.36363636 33.63636364] ; [1.63636364 3.36363636],0
v4,1,0.749197,0.102207,[72 10] ; [5 1],[71.75 10.25] ; [5.25 0.75],0
v3,1,0.766215,0.088405,[35 45] ; [3 3],[35.34883721 44.65116279] ; [2.65116279 3.34883721],0
b1,1,0.771637,0.084236,[36 46] ; [3 3],[36.34090909 45.65909091] ; [2.65909091 3.34090909],0
p4,1,0.84953,0.035993,[29 52] ; [2 3],[29.19767442 51.80232558] ; [1.80232558 3.19767442],0
p8,1,0.884004,0.021285,[25 57] ; [2 4],[25.15909091 56.84090909] ; [1.84090909 4.15909091],0
u1,1,0.892262,0.018345,[12 70] ; [1 5],[12.11363636 69.88636364] ; [0.88636364 5.11363636],0
d2,1,0.97672,0.000852,[40 41] ; [3 3],[40.03448276 40.96551724] ; [2.96551724 3.03448276],0
n4,1,0.983686,0.000418,[55 27] ; [4 2],[54.97727273 27.02272727] ; [4.02272727 1.97727273],0
