Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.3e-05,17.934249,[13 43] ; [60 43],[25.71069182 30.28930818] ; [47.28930818 55.71069182],1
n5,1,0.667067,0.185052,[37 18] ; [72 30],[38.18471338 16.81528662] ; [70.81528662 31.18471338],0
s8,1,0.699509,0.148983,[20 36] ; [33 68],[18.9044586 37.0955414] ; [34.0955414 66.9044586],0
r3,1,0.706428,0.141871,[54  2] ; [98  5],[53.53459119  2.46540881] ; [98.46540881  4.53459119],0
u1,1,0.706428,0.141871,[ 2 54] ; [ 5 98],[ 2.46540881 53.53459119] ; [ 4.53459119 98.46540881],0
b1,1,0.708528,0.139751,[24 32] ; [41 62],[22.89308176 33.10691824] ; [42.10691824 60.89308176],0
p5,1,0.733305,0.116098,[ 7 48] ; [15 87],[ 7.70700637 47.29299363] ; [14.29299363 87.70700637],0
u2,1,0.791012,0.070223,[19 14] ; [24 20],[18.42857143 14.57142857] ; [24.57142857 19.42857143],0
p1,1,0.828168,0.047111,[ 7 49] ; [14 88],[ 7.44303797 48.55696203] ; [13.55696203 88.44303797],0
p12,1,0.842615,0.039422,[ 5 51] ; [10 91],[ 5.35031847 50.64968153] ; [ 9.64968153 91.35031847],0
d2,1,0.91881,0.01039,[14 42] ; [25 78],[13.73584906 42.26415094] ; [25.26415094 77.73584906],0
r2,1,0.921427,0.009729,[54  2] ; [99  4],[53.88679245  2.11320755] ; [99.11320755  3.88679245],0
a1,1,0.921427,0.009729,[ 2 54] ; [ 4 99],[ 2.11320755 53.88679245] ; [ 3.88679245 99.11320755],0
b2,1,0.922279,0.009519,[14 23] ; [21 36],[13.77659574 23.22340426] ; [21.22340426 35.77659574],0
b3,1,0.922279,0.009519,[14 23] ; [21 36],[13.77659574 23.22340426] ; [21.22340426 35.77659574],0
a8,1,0.95638,0.002992,[ 7 44] ; [13 84],[ 6.89189189 44.10810811] ; [13.10810811 83.89189189],0
