Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.3e-05,17.934249,[13 43] ; [60 43],[25.71069182 30.28930818] ; [47.28930818 55.71069182],1
a6,1,0.001262,10.397541,[27 29] ; [76 27],[36.27672956 19.72327044] ; [66.72327044 36.27672956],0
p10,1,0.003698,8.426457,[32 23] ; [80 20],[39.74193548 15.25806452] ; [72.25806452 27.74193548],0
a5,1,0.007592,7.127249,[23 33] ; [65 38],[30.99371069 25.00628931] ; [57.00628931 45.99371069],0
v2,1,0.009272,6.769605,[16 34] ; [55 46],[23.50993377 26.49006623] ; [47.49006623 53.50993377],0
n6,1,0.012856,6.188796,[40 16] ; [90 13],[45.78616352 10.21383648] ; [84.21383648 18.78616352],0
s2,1,0.028512,4.796822,[18 37] ; [51 49],[24.48387097 30.51612903] ; [44.51612903 55.48387097],0
b5,1,0.031335,4.63452,[26 30] ; [66 37],[32.40251572 23.59748428] ; [59.59748428 43.40251572],0
p9,1,0.035181,4.436389,[39 17] ; [84 16],[44.15384615 11.84615385] ; [78.84615385 21.15384615],0
a3,1,0.057491,3.60833,[23 33] ; [58 44],[28.70886076 27.29113924] ; [52.29113924 49.70886076],0
p4,1,0.059361,3.555136,[21 34] ; [54 46],[26.61290323 28.38709677] ; [48.38709677 51.61290323],0
d4,1,0.08254,3.01417,[23 32] ; [58 45],[28.19620253 26.80379747] ; [52.80379747 50.19620253],0
v3,1,0.090862,2.859036,[15 38] ; [43 59],[19.83225806 33.16774194] ; [38.16774194 63.83225806],0
p6,1,0.09732,2.748921,[14 41] ; [39 62],[18.68589744 36.31410256] ; [34.31410256 66.68589744],0
s7,1,0.106756,2.601601,[18 36] ; [45 51],[22.68 31.32] ; [40.32 55.68],0
a2,1,0.118169,2.441425,[ 2 54] ; [11 92],[ 4.57861635 51.42138365] ; [ 8.42138365 94.57861635],0
r1,1,0.122488,2.385215,[41 15] ; [86 17],[44.72955975 11.27044025] ; [82.27044025 20.72955975],0
p2,1,0.135519,2.228116,[36 20] ; [77 25],[40.05063291 15.94936709] ; [72.94936709 29.05063291],0
n3,1,0.145761,2.116059,[8 5] ; [16  3],[9.75 3.25] ; [14.25  4.75],0
d1,1,0.220109,1.503661,[ 2 54] ; [ 9 94],[ 3.87421384 52.12578616] ; [ 7.12578616 95.87421384],0
n2,1,0.220273,1.50259,[11  4] ; [17  2],[12.35294118  2.64705882] ; [15.64705882  3.35294118],0
a4,1,0.237125,1.397607,[ 9 46] ; [25 77],[11.91082803 43.08917197] ; [22.08917197 79.91082803],0
v4,1,0.242225,1.367597,[53  2] ; [102   1],[53.9556962  1.0443038] ; [101.0443038   1.9556962],0
p11,1,0.258344,1.277608,[42 14] ; [85 18],[44.72955975 11.27044025] ; [82.27044025 20.72955975],0
u3,1,0.260065,1.268411,[16 17] ; [27 17],[18.42857143 14.57142857] ; [24.57142857 19.42857143],0
s6,1,0.269052,1.221576,[30 25] ; [63 36],[33.21428571 21.78571429] ; [59.78571429 39.21428571],0
v1,1,0.310166,1.029971,[23 33] ; [50 51],[26.03821656 29.96178344] ; [46.96178344 54.03821656],0
s5,1,0.31576,1.006428,[13 40] ; [32 67],[15.69078947 37.30921053] ; [29.30921053 69.69078947],0
p7,1,0.342842,0.899775,[29 26] ; [60 39],[31.78571429 23.21428571] ; [57.21428571 41.78571429],0
s4,1,0.382674,0.762095,[ 7 49] ; [18 83],[ 8.91719745 47.08280255] ; [16.08280255 84.91719745],0
n4,1,0.415199,0.663866,[36 20] ; [72 30],[38.27848101 17.72151899] ; [69.72151899 32.27848101],0
p8,1,0.504377,0.445714,[26 30] ; [52 48],[28. 28.] ; [50. 50.],0
n1,1,0.515406,0.423077,[ 5 10] ; [ 8 10],[5.90909091 9.09090909] ; [ 7.09090909 10.90909091],0
s3,1,0.607898,0.263248,[31 24] ; [60 39],[32.5 22.5] ; [58.5 40.5],0
b4,1,0.637223,0.222392,[31 25] ; [61 42],[32.40251572 23.59748428] ; [59.59748428 43.40251572],0
p3,1,0.638669,0.220487,[22 34] ; [44 58],[23.39240506 32.60759494] ; [42.60759494 59.39240506],0
s1,1,0.658332,0.195556,[ 3 51] ; [ 4 96],[ 2.45454545 51.54545455] ; [ 4.54545455 95.45454545],0
