Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,38.260331,[ 21 324] ; [18 37],[ 33.6375 311.3625] ; [ 5.3625 49.6375],1
p12,1,0.0,33.346457,[ 30 316] ; [20 35],[ 43.14214464 302.85785536] ; [ 6.85785536 48.14214464],1
p8,1,0.0,27.606104,[169 174] ; [48  7],[187.01256281 155.98743719] ; [29.98743719 25.01256281],1
p4,1,4e-06,21.266587,[217 129] ; [51  3],[231.82 114.18] ; [36.18 17.82],1
p6,1,2e-05,18.181143,[144 200] ; [40 15],[158.63659148 185.36340852] ; [25.36340852 29.63659148],1
s5,1,2.6e-05,17.66273,[155 176] ; [40 11],[168.96596859 162.03403141] ; [26.03403141 24.96596859],1
p3,1,7.2e-05,15.755178,[176 171] ; [43 11],[189.50872818 157.49127182] ; [29.49127182 24.50872818],1
a1,1,0.000799,11.243747,[ 16 331] ; [ 9 46],[ 21.57960199 325.42039801] ; [ 3.42039801 51.57960199],1
v1,1,0.001161,10.551831,[189 147] ; [43 11],[199.87692308 136.12307692] ; [32.12307692 21.87692308],0
b5,1,0.00874,6.87518,[222 125] ; [25 30],[213.20646766 133.79353234] ; [33.79353234 21.20646766],0
v3,1,0.008807,6.861591,[134 199] ; [32 22],[142.8372093 190.1627907] ; [23.1627907 30.8372093],0
n4,1,0.011059,6.455863,[269  76] ; [51  4],[276.  69.] ; [44. 11.],0
n6,1,0.012657,6.216392,[294  47] ; [53  1],[299.56202532  41.43797468] ; [47.43797468  6.56202532],0
n5,1,0.013121,6.152698,[269  74] ; [51  4],[275.77889447  67.22110553] ; [44.22110553 10.77889447],0
u4,1,0.014615,5.96235,[  9 338] ; [ 5 50],[ 12.08457711 334.91542289] ; [ 1.91542289 53.08457711],0
p7,1,0.024002,5.094512,[222 114] ; [44 10],[229.16923077 106.83076923] ; [36.83076923 17.16923077],0
s7,1,0.045291,4.007774,[235 100] ; [45  9],[241.1311054  93.8688946] ; [38.8688946 15.1311054],0
