Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000291,13.127602,[65 12] ; [4 7],[60.375 16.625] ; [8.625 2.375],1
r2,1,0.000378,12.638866,[72  4] ; [6 4],[68.93023256  7.06976744] ; [9.06976744 0.93023256],1
p10,1,0.002073,9.483451,[56 20] ; [3 8],[51.54022989 24.45977011] ; [7.45977011 3.54022989],0
n5,1,0.013049,6.162465,[51 26] ; [3 8],[47.25 29.75] ; [6.75 4.25],0
p9,1,0.013192,6.143127,[53 23] ; [3 7],[49.48837209 26.51162791] ; [6.51162791 3.48837209],0
n6,1,0.016912,5.705491,[60 16] ; [5 6],[56.7816092 19.2183908] ; [8.2183908 2.7816092],0
a6,1,0.023908,5.101323,[48 28] ; [3 8],[44.55172414 31.44827586] ; [6.44827586 4.55172414],0
n1,1,0.024271,5.075188,[ 4 17] ; [4 2],[ 6.22222222 14.77777778] ; [1.77777778 4.22222222],0
s2,1,0.029534,4.736213,[41 36] ; [2 9],[37.625 39.375] ; [5.375 5.625],0
a7,1,0.083615,2.993197,[55 22] ; [5 6],[52.5 24.5] ; [7.5 3.5],0
r1,1,0.093959,2.805195,[60 17] ; [6 5],[57.75 19.25] ; [8.25 2.75],0
d2,1,0.098154,2.735279,[35 41] ; [8 3],[37.56321839 38.43678161] ; [5.43678161 5.56321839],0
s8,1,0.128541,2.310033,[32 44] ; [2 9],[29.70114943 46.29885057] ; [4.29885057 6.70114943],0
p6,1,0.156641,2.006361,[22 53] ; [ 1 10],[20.05813953 54.94186047] ; [2.94186047 8.05813953],0
p7,1,0.243809,1.358435,[34 40] ; [3 8],[32.21176471 41.78823529] ; [4.78823529 6.21176471],0
d1,1,0.254791,1.296842,[42 35] ; [8 3],[43.75 33.25] ; [6.25 4.75],0
u4,1,0.266923,1.232493,[ 2 75] ; [ 1 10],[ 2.625 74.375] ; [ 0.375 10.625],0
v1,1,0.281221,1.161182,[37 40] ; [3 7],[35.40229885 41.59770115] ; [4.59770115 5.40229885],0
n3,1,0.295722,1.093388,[12 10] ; [4 1],[13.03703704  8.96296296] ; [2.96296296 2.03703704],0
d3,1,0.300223,1.073205,[47 29] ; [5 6],[45.42528736 30.57471264] ; [6.57471264 4.42528736],0
u3,1,0.320316,0.987654,[17 10] ; [1 2],[16.2 10.8] ; [1.8 1.2],0
b4,1,0.325421,0.967033,[44 33] ; [8 3],[45.5 31.5] ; [6.5 4.5],0
p8,1,0.336536,0.923584,[25 52] ; [2 9],[23.625 53.375] ; [3.375 7.625],0
v3,1,0.336589,0.923378,[35 41] ; [3 7],[33.58139535 42.41860465] ; [4.41860465 5.58139535],0
n4,1,0.345738,0.889037,[53 24] ; [6 5],[51.625 25.375] ; [7.375 3.625],0
s6,1,0.412718,0.670958,[51 25] ; [6 5],[49.79310345 26.20689655] ; [7.20689655 3.79310345],0
a8,1,0.433371,0.613772,[ 7 62] ; [2 9],[ 7.7625 61.2375] ; [1.2375 9.7625],0
d4,1,0.443875,0.586244,[62 14] ; [10  1],[62.89655172 13.10344828] ; [9.10344828 1.89655172],0
s1,1,0.446478,0.579578,[ 3 73] ; [ 1 10],[ 3.49425287 72.50574713] ; [ 0.50574713 10.49425287],0
b2,1,0.46269,0.53938,[16 30] ; [2 7],[15.05454545 30.94545455] ; [2.94545455 6.05454545],0
b3,1,0.46269,0.53938,[16 30] ; [2 7],[15.05454545 30.94545455] ; [2.94545455 6.05454545],0
p3,1,0.465333,0.533036,[29 46] ; [3 8],[27.90697674 47.09302326] ; [4.09302326 6.90697674],0
b1,1,0.465409,0.532855,[33 44] ; [6 5],[34.125 42.875] ; [4.875 6.125],0
u2,1,0.500802,0.453236,[14 12] ; [1 2],[13.44827586 12.55172414] ; [1.55172414 1.44827586],0
a2,1,0.508649,0.436845,[13 64] ; [ 1 10],[12.25 64.75] ; [1.75 9.25],0
u1,1,0.570202,0.322344,[12 65] ; [ 1 10],[11.375 65.625] ; [1.625 9.375],0
a5,1,0.596209,0.280752,[55 22] ; [7 4],[54.25 22.75] ; [7.75 3.25],0
p1,1,0.601571,0.272633,[ 4 73] ; [ 1 10],[ 4.375 72.625] ; [ 0.625 10.375],0
a3,1,0.610052,0.260099,[50 27] ; [8 3],[50.75 26.25] ; [7.25 3.75],0
s4,1,0.621368,0.243949,[19 57] ; [2 9],[18.34482759 57.65517241] ; [2.65517241 8.34482759],0
d5,1,0.685198,0.164333,[58 18] ; [9 2],[58.52873563 17.47126437] ; [8.47126437 2.52873563],0
s3,1,0.686937,0.162422,[40 37] ; [5 6],[39.375 37.625] ; [5.625 5.375],0
s5,1,0.731624,0.117625,[24 50] ; [3 8],[23.50588235 50.49411765] ; [3.49411765 7.50588235],0
r3,1,0.749197,0.102207,[72  5] ; [10  1],[71.75  5.25] ; [10.25  0.75],0
p11,1,0.804933,0.060993,[46 31] ; [7 4],[46.375 30.625] ; [6.625 4.375],0
a4,1,0.806561,0.059959,[32 45] ; [5 6],[32.375 44.625] ; [4.625 6.375],0
b5,1,0.806561,0.059959,[45 32] ; [6 5],[44.625 32.375] ; [6.375 4.625],0
s7,1,0.890223,0.01905,[32 42] ; [5 6],[32.21176471 41.78823529] ; [4.78823529 6.21176471],0
n2,1,0.943843,0.004962,[15  7] ; [4 2],[14.92857143  7.07142857] ; [4.07142857 1.92857143],0
p4,1,0.981285,0.00055,[27 48] ; [4 7],[27.03488372 47.96511628] ; [3.96511628 7.03488372],0
