Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,60.09044,[232  67] ; [38 67],[199.82673267  99.17326733] ; [70.17326733 34.82673267],1
d3,1,0.0,46.739862,[251  48] ; [53 52],[224.99009901  74.00990099] ; [79.00990099 25.99009901],1
a2,1,0.000138,14.532736,[ 79 220] ; [ 9 96],[ 65.12871287 233.87128713] ; [22.87128713 82.12871287],1
u1,1,0.000902,11.019521,[ 54 245] ; [  5 100],[ 43.66584158 255.33415842] ; [15.33415842 89.66584158],1
b5,1,0.000904,11.013848,[205  94] ; [53 52],[190.94554455 108.05445545] ; [67.05445545 37.94554455],1
p2,1,0.002379,9.231767,[234  65] ; [65 38],[222.39054726  76.60945274] ; [76.60945274 26.39054726],0
r4,1,0.006992,7.274975,[261  38] ; [80 25],[252.37376238  46.62623762] ; [88.62623762 16.37376238],0
v4,1,0.009,6.82274,[276  20] ; [89 16],[269.42643392  26.57356608] ; [95.57356608  9.42643392],0
s6,1,0.010513,6.545779,[188 106] ; [50 51],[177.1443038 116.8556962] ; [60.8556962 40.1443038],0
r3,1,0.014997,5.916858,[283  14] ; [92 12],[277.74314214  19.25685786] ; [97.25685786  6.74314214],0
a8,1,0.021534,5.283057,[ 44 229] ; [ 7 94],[ 37.22727273 235.77272727] ; [13.77272727 87.22727273],0
b1,1,0.028905,4.773236,[ 93 206] ; [45 60],[102.13366337 196.86633663] ; [35.86633663 69.13366337],0
a4,1,0.066146,3.376154,[127 172] ; [55 49],[135.03225806 163.96774194] ; [46.96774194 57.03225806],0
b3,1,0.073002,3.214201,[ 57 113] ; [30 35],[ 62.93617021 107.06382979] ; [24.06382979 40.93617021],0
b2,1,0.073002,3.214201,[ 57 113] ; [30 35],[ 62.93617021 107.06382979] ; [24.06382979 40.93617021],0
p8,1,0.075858,3.15149,[115 178] ; [30 72],[107.55696203 185.44303797] ; [37.44303797 64.55696203],0
r1,1,0.083562,2.994229,[239  58] ; [76 29],[232.7238806  64.2761194] ; [82.2761194 22.7238806],0
r2,1,0.083658,2.992364,[272  21] ; [89 13],[267.77974684  25.22025316] ; [93.22025316  8.77974684],0
b4,1,0.085419,2.958657,[188 111] ; [56 49],[180.58415842 118.41584158] ; [63.41584158 41.58415842],0
u3,1,0.106764,2.601485,[53 35] ; [12 16],[49.31034483 38.68965517] ; [15.68965517 12.31034483],0
v2,1,0.110234,2.550865,[157 127] ; [47 55],[150.09326425 133.90673575] ; [53.90673575 48.09326425],0
d5,1,0.136986,2.211493,[255  44] ; [83 22],[250.15346535  48.84653465] ; [87.84653465 17.15346535],0
a5,1,0.137015,2.211162,[214  85] ; [67 38],[207.96782178  91.03217822] ; [73.03217822 31.96782178],0
d1,1,0.152817,2.043907,[197 102] ; [61 44],[190.94554455 108.05445545] ; [67.05445545 37.94554455],0
v1,1,0.160983,1.96497,[125 166] ; [52 50],[131.0610687 159.9389313] ; [45.9389313 56.0610687],0
u2,1,0.184503,1.760976,[55 33] ; [13 14],[52.03478261 35.96521739] ; [15.96521739 11.03478261],0
a1,1,0.201766,1.629546,[ 11 288] ; [ 7 98],[ 13.32178218 285.67821782] ; [  4.67821782 100.32178218],0
n5,1,0.209646,1.573871,[192 103] ; [74 29],[197.16080402  97.83919598] ; [68.83919598 34.16080402],0
s2,1,0.223301,1.483031,[140 156] ; [42 62],[134.68 161.32] ; [47.32 56.68],0
s4,1,0.228998,1.447074,[ 49 246] ; [12 91],[ 45.21356784 249.78643216] ; [15.78643216 87.21356784],0
d2,1,0.230975,1.434845,[143 155] ; [57 47],[148.25870647 149.74129353] ; [51.74129353 52.25870647],0
p4,1,0.384074,0.757622,[114 182] ; [34 67],[110.34760705 185.65239295] ; [37.65239295 63.34760705],0
v3,1,0.411586,0.674216,[ 99 188] ; [30 70],[ 95.66666667 191.33333333] ; [33.33333333 66.66666667],0
