Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,69.556351,[ 15 139] ; [54 37],[ 43.37142857 110.62857143] ; [25.62857143 65.37142857],1
p6,1,3e-06,21.792093,[  9 144] ; [25 67],[ 21.23265306 131.76734694] ; [12.76734694 79.23265306],1
s6,1,1.3e-05,19.08468,[60 93] ; [62 29],[76.5 76.5] ; [45.5 45.5],1
p2,1,3.2e-05,17.270095,[88 67] ; [76 16],[102.91497976  52.08502024] ; [61.08502024 30.91497976],1
v4,1,0.000544,11.958569,[120  34] ; [87  5],[129.58536585  24.41463415] ; [77.41463415 14.58536585],1
n4,1,0.000901,11.021381,[91 64] ; [73 19],[102.91497976  52.08502024] ; [61.08502024 30.91497976],1
s8,1,0.000931,10.959966,[ 28 127] ; [34 58],[ 38.90688259 116.09311741] ; [23.09311741 68.90688259],1
s2,1,0.001165,10.544399,[ 44 109] ; [45 46],[55.80737705 97.19262295] ; [33.19262295 57.80737705],0
n6,1,0.00275,8.966016,[106  48] ; [79 13],[115.81300813  38.18699187] ; [69.18699187 22.81300813],0
r3,1,0.003865,8.346273,[123  31] ; [86  6],[130.83739837  23.16260163] ; [78.16260163 13.83739837],0
a5,1,0.004146,8.218725,[90 65] ; [70 22],[100.4048583  54.5951417] ; [59.5951417 32.4048583],0
p5,1,0.00517,7.818989,[  3 152] ; [ 9 82],[  7.56097561 147.43902439] ; [ 4.43902439 86.56097561],0
p8,1,0.006603,7.37779,[ 26 128] ; [29 62],[ 34.57142857 119.42857143] ; [20.42857143 70.57142857],0
s7,1,0.007222,7.216923,[ 40 110] ; [38 49],[ 49.36708861 100.63291139] ; [28.63291139 58.36708861],0
r4,1,0.010687,6.516684,[105  50] ; [76 16],[113.58299595  41.41700405] ; [67.41700405 24.58299595],0
d5,1,0.010687,6.516684,[105  50] ; [76 16],[113.58299595  41.41700405] ; [67.41700405 24.58299595],0
d1,1,0.011862,6.331397,[67 88] ; [55 37],[76.55870445 78.44129555] ; [45.44129555 46.55870445],0
v2,1,0.029922,4.713782,[ 44 104] ; [40 52],[51.8 96.2] ; [32.2 59.8],0
s1,1,0.030685,4.670478,[  4 151] ; [ 8 84],[  7.53036437 147.46963563] ; [ 4.46963563 87.53036437],0
p9,1,0.031312,4.635761,[99 50] ; [73 19],[106.34024896  42.65975104] ; [65.65975104 26.34024896],0
a7,1,0.042914,4.098789,[95 60] ; [68 24],[102.28744939  52.71255061] ; [60.71255061 31.28744939],0
n5,1,0.047783,3.917599,[93 61] ; [67 25],[100.16260163  53.83739837] ; [59.83739837 32.16260163],0
