Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,39.956197,[20 99] ; [84 71],[45.16788321 73.83211679] ; [58.83211679 96.16788321],1
d1,1,0.0,34.537104,[29 90] ; [94 63],[53.0326087 65.9673913] ; [69.9673913 87.0326087],1
d5,1,0.0,33.800175,[62 56] ; [133  24],[83.67272727 34.32727273] ; [111.32727273  45.67272727],1
a3,1,0.0,30.233082,[49 69] ; [116  40],[71.05839416 46.94160584] ; [93.94160584 62.05839416],1
d2,1,0.0,26.673747,[25 93] ; [80 74],[45.55147059 72.44852941] ; [59.44852941 94.55147059],1
u1,1,5e-05,16.441534,[  2 117] ; [ 26 131],[ 12.07246377 106.92753623] ; [ 15.92753623 141.07246377],1
d4,1,5.2e-05,16.373096,[73 45] ; [131  26],[87.53454545 30.46545455] ; [116.46545455  40.53454545],1
a6,1,6.3e-05,15.995427,[61 58] ; [117  40],[76.74637681 42.25362319] ; [101.25362319  55.74637681],1
r1,1,0.000397,12.545462,[65 53] ; [117  38],[78.66666667 39.33333333] ; [103.33333333  51.66666667],1
n4,1,0.000552,11.932746,[63 56] ; [114  42],[76.59272727 42.40727273] ; [100.40727273  55.59272727],1
r2,1,0.008457,6.933974,[97 22] ; [141  12],[104.125  14.875] ; [133.875  19.125],0
a7,1,0.013269,6.132882,[68 49] ; [113  43],[77.57142857 39.42857143] ; [103.42857143  52.57142857],0
p10,1,0.013362,6.120588,[62 55] ; [105  50],[71.83455882 45.16544118] ; [95.16544118 59.83455882],0
s5,1,0.025269,5.005376,[ 14 100] ; [ 35 117],[21. 93.] ; [ 28. 124.],0
r4,1,0.030265,4.694204,[82 37] ; [126  31],[89.68115942 29.31884058] ; [118.31884058  38.68115942],0
d3,1,0.042253,4.125039,[61 56] ; [101  56],[69.17518248 47.82481752] ; [92.82481752 64.17518248],0
n5,1,0.080878,3.047168,[67 51] ; [104  51],[73.91208791 44.08791209] ; [97.08791209 57.91208791],0
s8,1,0.117058,2.456245,[ 12 107] ; [ 26 130],[ 16.44363636 102.55636364] ; [ 21.55636364 134.44363636],0
p4,1,0.151898,2.053084,[32 86] ; [ 55 101],[37.46715328 80.53284672] ; [ 49.53284672 106.46715328],0
p9,1,0.168813,1.893456,[73 44] ; [109  46],[78.28676471 38.71323529] ; [103.71323529  51.28676471],0
v4,1,0.217586,1.520223,[99 20] ; [137  18],[102.49635036  16.50364964] ; [133.50364964  21.49635036],0
