Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00818,6.993632,[16  2] ; [20 18],[11.57142857  6.42857143] ; [24.42857143 13.57142857],0
s4,1,0.020073,5.405522,[ 7 10] ; [ 5 33],[ 3.70909091 13.29090909] ; [ 8.29090909 29.70909091],0
n5,1,0.04,4.217905,[10  8] ; [31  7],[13.17857143  4.82142857] ; [27.82142857 10.17857143],0
p6,1,0.048919,3.878116,[9 9] ; [ 9 29],[ 5.78571429 12.21428571] ; [12.21428571 25.78571429],0
p12,1,0.056831,3.62753,[ 3 15] ; [ 1 37],[ 1.28571429 16.71428571] ; [ 2.71428571 35.28571429],0
p5,1,0.060504,3.523524,[ 4 14] ; [ 2 35],[ 1.96363636 16.03636364] ; [ 4.03636364 32.96363636],0
v1,1,0.06203,3.482248,[11  7] ; [12 23],[ 7.81132075 10.18867925] ; [15.18867925 19.81132075],0
s7,1,0.07019,3.278571,[10  7] ; [11 23],[ 7. 10.] ; [14. 20.],0
n3,1,0.073638,3.2,[3 3] ; [9 1],[4.5 1.5] ; [7.5 2.5],0
a5,1,0.098538,2.729045,[16  2] ; [26 12],[13.5  4.5] ; [28.5  9.5],0
b4,1,0.116559,2.462963,[13  5] ; [19 19],[10.28571429  7.71428571] ; [21.71428571 16.28571429],0
a7,1,0.183578,1.768421,[9 9] ; [26 12],[11.25  6.75] ; [23.75 14.25],0
s2,1,0.183744,1.767083,[11  7] ; [16 22],[8.67857143 9.32142857] ; [18.32142857 19.67857143],0
r4,1,0.198813,1.651072,[17  1] ; [31  7],[15.42857143  2.57142857] ; [32.57142857  5.42857143],0
v4,1,0.198813,1.651072,[17  1] ; [31  7],[15.42857143  2.57142857] ; [32.57142857  5.42857143],0
b5,1,0.258225,1.278249,[ 8 10] ; [23 15],[9.96428571 8.03571429] ; [21.03571429 16.96428571],0
s8,1,0.25852,1.276668,[9 9] ; [13 25],[ 7.07142857 10.92857143] ; [14.92857143 23.07142857],0
v2,1,0.282542,1.154824,[12  6] ; [19 18],[10.14545455  7.85454545] ; [20.85454545 16.14545455],0
a3,1,0.300994,1.069786,[13  5] ; [22 16],[11.25  6.75] ; [23.75 14.25],0
s1,1,0.321593,0.982456,[ 3 15] ; [ 3 35],[ 1.92857143 16.07142857] ; [ 4.07142857 33.92857143],0
d1,1,0.336453,0.923902,[11  7] ; [18 20],[9.32142857 8.67857143] ; [19.67857143 18.32142857],0
u2,1,0.339802,0.911178,[1 4] ; [7 9],[1.9047619 3.0952381] ; [6.0952381 9.9047619],0
n4,1,0.446356,0.579889,[12  6] ; [29  9],[13.17857143  4.82142857] ; [27.82142857 10.17857143],0
d3,1,0.449237,0.572577,[10  8] ; [17 21],[8.67857143 9.32142857] ; [18.32142857 19.67857143],0
d2,1,0.449237,0.572577,[10  8] ; [17 21],[8.67857143 9.32142857] ; [18.32142857 19.67857143],0
p4,1,0.457244,0.552632,[9 9] ; [23 15],[10.28571429  7.71428571] ; [21.71428571 16.28571429],0
d4,1,0.46915,0.523977,[14  4] ; [26 12],[12.85714286  5.14285714] ; [27.14285714 10.85714286],0
n1,1,0.515305,0.42328,[4 2] ; [5 5],[3.375 2.625] ; [5.625 4.375],0
b2,1,0.543512,0.36907,[6 7] ; [ 9 16],[5.13157895 7.86842105] ; [ 9.86842105 15.13157895],0
b3,1,0.543512,0.36907,[6 7] ; [ 9 16],[5.13157895 7.86842105] ; [ 9.86842105 15.13157895],0
a2,1,0.64032,0.218324,[ 2 16] ; [ 6 32],[ 2.57142857 15.42857143] ; [ 5.42857143 32.57142857],0
v3,1,0.669399,0.182306,[ 7 10] ; [13 24],[ 6.2962963 10.7037037] ; [13.7037037 23.2962963],0
a1,1,0.693432,0.155395,[ 2 16] ; [ 3 35],[ 1.60714286 16.39285714] ; [ 3.39285714 34.60714286],0
p1,1,0.693432,0.155395,[ 2 16] ; [ 3 35],[ 1.60714286 16.39285714] ; [ 3.39285714 34.60714286],0
u3,1,0.695943,0.152727,[3 2] ; [8 8],[2.61904762 2.38095238] ; [8.38095238 7.61904762],0
a8,1,0.714062,0.134254,[ 2 15] ; [ 3 32],[ 1.63461538 15.36538462] ; [ 3.36538462 31.63461538],0
a6,1,0.723997,0.124695,[10  8] ; [23 15],[10.60714286  7.39285714] ; [22.39285714 15.60714286],0
d5,1,0.77264,0.083477,[13  5] ; [26 12],[12.53571429  5.46428571] ; [26.46428571 11.53571429],0
p11,1,0.79801,0.065497,[12  6] ; [24 14],[11.57142857  6.42857143] ; [24.42857143 13.57142857],0
p9,1,0.79801,0.065497,[12  6] ; [24 14],[11.57142857  6.42857143] ; [24.42857143 13.57142857],0
a4,1,0.837648,0.041985,[ 8 10] ; [18 20],[8.35714286 9.64285714] ; [17.64285714 20.35714286],0
p7,1,0.837648,0.041985,[10  8] ; [20 18],[9.64285714 8.35714286] ; [20.35714286 17.64285714],0
n6,1,0.838977,0.041291,[15  3] ; [30  7],[14.72727273  3.27272727] ; [30.27272727  6.72727273],0
s3,1,0.853967,0.033878,[9 9] ; [20 18],[9.32142857 8.67857143] ; [19.67857143 18.32142857],0
p8,1,0.868788,0.02729,[ 8 10] ; [16 22],[ 7.71428571 10.28571429] ; [16.28571429 21.71428571],0
r1,1,0.908144,0.013312,[13  5] ; [28 10],[13.17857143  4.82142857] ; [27.82142857 10.17857143],0
u1,1,0.933475,0.006968,[ 3 15] ; [ 6 32],[ 2.89285714 15.10714286] ; [ 6.10714286 31.89285714],0
p10,1,0.948373,0.004193,[12  6] ; [25 13],[11.89285714  6.10714286] ; [25.10714286 12.89285714],0
b1,1,1.0,0.0,[9 9] ; [19 19],[9. 9.] ; [19. 19.],0
