Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000139,14.52,[ 3 37] ; [5 3],[ 6.66666667 33.33333333] ; [1.33333333 6.66666667],1
s7,1,0.001357,10.262687,[ 4 31] ; [5 3],[ 7.3255814 27.6744186] ; [1.6744186 6.3255814],0
s6,1,0.016395,5.76,[12 28] ; [6 2],[15. 25.] ; [3. 5.],0
p11,1,0.020137,5.4,[17 23] ; [7 1],[20. 20.] ; [4. 4.],0
n1,1,0.02367,5.118616,[ 2 15] ; [3 2],[ 3.86363636 13.13636364] ; [1.13636364 3.86363636],0
p9,1,0.027755,4.843252,[17 21] ; [7 1],[19.82608696 18.17391304] ; [4.17391304 3.82608696],0
u3,1,0.042221,4.126316,[ 3 16] ; [3 2],[ 4.75 14.25] ; [1.25 3.75],0
s5,1,0.04424,4.047387,[ 4 36] ; [3 5],[ 5.83333333 34.16666667] ; [1.16666667 6.83333333],0
p6,1,0.071752,3.242481,[ 2 36] ; [2 6],[ 3.30434783 34.69565217] ; [0.69565217 7.30434783],0
n6,1,0.07725,3.121837,[21 18] ; [7 1],[23.23404255 15.76595745] ; [4.76595745 3.23404255],0
r3,1,0.07725,3.121837,[21 18] ; [7 1],[23.23404255 15.76595745] ; [4.76595745 3.23404255],0
p4,1,0.079331,3.078558,[12 28] ; [5 3],[14.16666667 25.83333333] ; [2.83333333 5.16666667],0
u2,1,0.084835,2.969746,[ 7 12] ; [4 1],[ 8.70833333 10.29166667] ; [2.29166667 2.70833333],0
b1,1,0.093006,2.821565,[23 17] ; [2 6],[20.83333333 19.16666667] ; [4.16666667 3.83333333],0
a7,1,0.093006,2.821565,[17 23] ; [6 2],[19.16666667 20.83333333] ; [3.83333333 4.16666667],0
v4,1,0.155221,2.020174,[19 21] ; [6 2],[20.83333333 19.16666667] ; [4.16666667 3.83333333],0
p2,1,0.195148,1.678322,[20 20] ; [6 2],[21.66666667 18.33333333] ; [4.33333333 3.66666667],0
u1,1,0.196317,1.669565,[ 1 39] ; [1 7],[ 1.66666667 38.33333333] ; [0.33333333 7.66666667],0
r1,1,0.210075,1.570909,[11 29] ; [4 4],[12.5 27.5] ; [2.5 5.5],0
d1,1,0.255909,1.290756,[13 27] ; [1 7],[11.66666667 28.33333333] ; [2.33333333 5.66666667],0
s2,1,0.282344,1.155774,[ 8 32] ; [3 5],[ 9.16666667 30.83333333] ; [1.83333333 6.16666667],0
n4,1,0.355502,0.853721,[23 17] ; [6 2],[24.16666667 15.83333333] ; [4.83333333 3.16666667],0
a4,1,0.371093,0.8,[11 29] ; [1 7],[10. 30.] ; [2. 6.],0
b3,1,0.387094,0.748052,[ 8 20] ; [2 2],[ 8.75 19.25] ; [1.25 2.75],0
b2,1,0.387094,0.748052,[ 8 20] ; [2 2],[ 8.75 19.25] ; [1.25 2.75],0
s3,1,0.394084,0.726305,[ 9 30] ; [3 5],[ 9.95744681 29.04255319] ; [2.04255319 5.95744681],0
a3,1,0.399506,0.709814,[21 18] ; [3 5],[19.91489362 19.08510638] ; [4.08510638 3.91489362],0
r4,1,0.488422,0.48,[ 6 34] ; [2 6],[ 6.66666667 33.33333333] ; [1.33333333 6.66666667],0
b4,1,0.499778,0.455408,[25 15] ; [6 2],[25.83333333 14.16666667] ; [5.16666667 2.83333333],0
v1,1,0.569996,0.322689,[11 29] ; [3 5],[11.66666667 28.33333333] ; [2.33333333 5.66666667],0
d4,1,0.583882,0.3,[26 14] ; [6 2],[26.66666667 13.33333333] ; [5.33333333 2.66666667],0
p3,1,0.599802,0.275294,[ 8 31] ; [1 7],[ 7.46808511 31.53191489] ; [1.53191489 6.46808511],0
a5,1,0.600471,0.274286,[16 24] ; [4 4],[16.66666667 23.33333333] ; [3.33333333 4.66666667],0
n2,1,0.61093,0.258824,[8 9] ; [3 2],[8.5 8.5] ; [2.5 2.5],0
n3,1,0.61093,0.258824,[8 9] ; [3 2],[8.5 8.5] ; [2.5 2.5],0
p7,1,0.676103,0.174545,[12 28] ; [3 5],[12.5 27.5] ; [2.5 5.5],0
d5,1,0.69627,0.152381,[22 18] ; [5 3],[22.5 17.5] ; [4.5 3.5],0
v2,1,0.709875,0.138401,[12 27] ; [3 5],[12.44680851 26.55319149] ; [2.55319149 5.44680851],0
a6,1,0.793428,0.068571,[17 23] ; [3 5],[16.66666667 23.33333333] ; [3.33333333 4.66666667],0
d3,1,0.795558,0.067133,[18 22] ; [4 4],[18.33333333 21.66666667] ; [3.66666667 4.33333333],0
b5,1,0.795558,0.067133,[22 18] ; [4 4],[21.66666667 18.33333333] ; [4.33333333 3.66666667],0
p1,1,0.832647,0.044651,[ 4 36] ; [1 7],[ 4.16666667 35.83333333] ; [0.83333333 7.16666667],0
n5,1,0.894988,0.017423,[24 16] ; [5 3],[24.16666667 15.83333333] ; [4.83333333 3.16666667],0
