Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,48.378361,[ 97 149] ; [175  73],[135.44939271 110.55060729] ; [136.55060729 111.44939271],1
v3,1,0.0,29.516103,[ 66 185] ; [122 122],[ 95.32929293 155.67070707] ; [ 92.67070707 151.32929293],1
n5,1,2.4e-05,17.879154,[164  92] ; [206  49],[185.36203523  70.63796477] ; [184.63796477  70.36203523],1
p4,1,9.3e-05,15.28264,[119 137] ; [163  93],[141. 115.] ; [141. 115.],1
p3,1,0.000286,13.160206,[ 95 163] ; [135 121],[115.44747082 142.55252918] ; [114.55252918 141.44747082],1
p10,1,0.000849,11.131266,[180  77] ; [209  44],[196.0254902  60.9745098] ; [192.9745098  60.0254902],1
p2,1,0.001078,10.688819,[199  60] ; [224  31],[213.1459144  45.8540856] ; [209.8540856  45.1459144],0
p9,1,0.001722,9.824082,[192  65] ; [217  36],[206.10392157  50.89607843] ; [202.89607843  50.10392157],0
p6,1,0.006741,7.34065,[ 65 192] ; [ 91 159],[ 79.07692308 177.92307692] ; [ 76.92307692 173.07692308],0
p11,1,0.010818,6.494947,[194  65] ; [215  41],[205.69126214  53.30873786] ; [203.30873786  52.69126214],0
r2,1,0.012172,6.285663,[246  11] ; [252   2],[250.46183953   6.53816047] ; [247.53816047   6.46183953],0
r1,1,0.012661,6.215894,[209  50] ; [226  29],[219.192607  39.807393] ; [215.807393  39.192607],0
s6,1,0.013653,6.082451,[133 123] ; [160  95],[146.78669276 109.21330724] ; [146.21330724 108.78669276],0
n6,1,0.014394,5.989146,[201  58] ; [220  36],[211.72621359  47.27378641] ; [209.27378641  46.72621359],0
a5,1,0.015686,5.837707,[169  90] ; [192  64],[181.55145631  77.44854369] ; [179.44854369  76.55145631],0
n4,1,0.015925,5.811157,[183  75] ; [205  51],[194.75486381  63.24513619] ; [193.24513619  62.75486381],0
s7,1,0.020231,5.391833,[ 86 161] ; [110 134],[ 98.598778 148.401222] ; [ 97.401222 146.598778],0
b3,1,0.022591,5.199662,[ 37 104] ; [ 65 104],[46.39354839 94.60645161] ; [ 55.60645161 113.39354839],0
b2,1,0.022591,5.199662,[ 37 104] ; [ 65 104],[46.39354839 94.60645161] ; [ 55.60645161 113.39354839],0
p8,1,0.026398,4.929761,[115 142] ; [136 113],[127.48418972 129.51581028] ; [123.51581028 125.48418972],0
p7,1,0.036469,4.375046,[145 111] ; [163  85],[156.44444444  99.55555556] ; [151.55555556  96.44444444],0
u4,1,0.053028,3.743047,[  2 257] ; [  8 248],[  5.02912621 253.97087379] ; [  4.97087379 251.02912621],0
v4,1,0.070071,3.281364,[247  11] ; [251   4],[250.45614035   7.54385965] ; [247.54385965   7.45614035],0
b1,1,0.084449,2.977119,[105 154] ; [ 85 171],[ 95.55339806 163.44660194] ; [ 94.44660194 161.55339806],0
b5,1,0.084449,2.977119,[154 105] ; [171  85],[163.44660194  95.55339806] ; [161.55339806  94.44660194],0
s8,1,0.090631,2.863123,[ 85 174] ; [102 153],[ 94.22762646 164.77237354] ; [ 92.77237354 162.22762646],0
