Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4e-06,21.333344,[156  11] ; [33 15],[146.80465116  20.19534884] ; [42.19534884  5.80465116],1
p5,1,3.2e-05,17.285714,[ 53 115] ; [ 1 47],[ 42. 126.] ; [12. 36.],1
p4,1,5.1e-05,16.411931,[159   9] ; [36 12],[151.66666667  16.33333333] ; [43.33333333  4.66666667],1
p11,1,0.000124,14.736039,[146  22] ; [30 18],[136.88888889  31.11111111] ; [39.11111111  8.88888889],1
n5,1,0.000502,12.10676,[144  23] ; [30 17],[135.78504673  31.21495327] ; [38.21495327  8.78504673],1
p2,1,0.001708,9.83965,[158  10] ; [38 10],[152.44444444  15.55555556] ; [43.55555556  4.44444444],0
p10,1,0.009942,6.645307,[154  13] ; [38 10],[149.13488372  17.86511628] ; [42.86511628  5.13488372],0
b1,1,0.012057,6.302482,[74 94] ; [31 17],[81.66666667 86.33333333] ; [23.33333333 24.66666667],0
p12,1,0.012094,6.296978,[ 32 135] ; [ 2 46],[ 26.40930233 140.59069767] ; [ 7.59069767 40.40930233],0
v4,1,0.014925,5.925288,[162   4] ; [43  5],[159.01869159   6.98130841] ; [45.98130841  2.01869159],0
n3,1,0.035565,4.417832,[13  9] ; [12  1],[15.71428571  6.28571429] ; [9.28571429 3.71428571],0
v1,1,0.037042,4.348463,[109  57] ; [23 24],[102.87323944  63.12676056] ; [29.12676056 17.87323944],0
r1,1,0.0525,3.759779,[142  25] ; [35 13],[137.48372093  29.51627907] ; [39.51627907  8.48372093],0
b3,1,0.058486,3.579792,[48 63] ; [21 13],[52.82068966 58.17931034] ; [16.17931034 17.82068966],0
b2,1,0.058486,3.579792,[48 63] ; [21 13],[52.82068966 58.17931034] ; [16.17931034 17.82068966],0
u2,1,0.066798,3.36,[21 19] ; [7 1],[23.33333333 16.66666667] ; [4.66666667 3.33333333],0
b5,1,0.067551,3.341543,[87 81] ; [32 16],[92.55555556 75.44444444] ; [26.44444444 21.55555556],0
n6,1,0.067718,3.337488,[154  13] ; [40  8],[150.68837209  16.31162791] ; [43.31162791  4.68837209],0
