Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,46.809326,[10 62] ; [166 115],[35.898017 36.101983] ; [140.101983 140.898017],1
a3,1,0.0,37.864076,[32 38] ; [230  52],[52.10227273 17.89772727] ; [209.89772727  72.10227273],1
a4,1,0.0,26.550551,[15 56] ; [156 126],[34.39376771 36.60623229] ; [136.60623229 145.39376771],1
u1,1,1e-06,24.320509,[ 2 70] ; [ 88 195],[18.25352113 53.74647887] ; [ 71.74647887 211.25352113],1
d1,1,2e-06,22.376964,[30 42] ; [202  81],[47.05352113 24.94647887] ; [184.94647887  98.05352113],1
r1,1,5.9e-05,16.133038,[50 22] ; [248  32],[60.95454545 11.04545455] ; [237.04545455  42.95454545],1
p4,1,0.000507,12.088098,[37 35] ; [203  76],[49.23076923 22.76923077] ; [190.76923077  88.23076923],1
p8,1,0.001345,10.279538,[30 40] ; [177 100],[41.75792507 28.24207493] ; [165.24207493 111.75792507],0
s2,1,0.011831,6.33607,[28 43] ; [155 121],[37.44380403 33.55619597] ; [145.55619597 130.44380403],0
d3,1,0.012677,6.213683,[50 22] ; [233  49],[57.55932203 14.44067797] ; [225.44067797  56.55932203],0
s8,1,0.013267,6.133107,[25 47] ; [142 136],[34.35428571 37.64571429] ; [132.64571429 145.35428571],0
s5,1,0.013861,6.055787,[16 51] ; [109 163],[24.70501475 42.29498525] ; [100.29498525 171.70501475],0
s7,1,0.015963,5.80692,[26 41] ; [147 119],[34.80780781 32.19219219] ; [138.19219219 127.80780781],0
a6,1,0.01964,5.443654,[49 23] ; [227  54],[56.29461756 15.70538244] ; [219.70538244  61.29461756],0
n2,1,0.01982,5.427692,[7 6] ; [42  8],[10.11111111  2.88888889] ; [38.88888889 11.11111111],0
d5,1,0.027126,4.882765,[55 17] ; [245  37],[61.01694915 10.98305085] ; [238.98305085  43.01694915],0
s1,1,0.05804,3.592534,[ 5 65] ; [  7 271],[ 2.4137931 67.5862069] ; [  9.5862069 268.4137931],0
v2,1,0.059559,3.54961,[42 28] ; [197  78],[48.49275362 21.50724638] ; [190.50724638  84.49275362],0
p7,1,0.06598,3.380312,[40 29] ; [190  83],[46.40350877 22.59649123] ; [183.59649123  89.40350877],0
p11,1,0.076444,3.138929,[52 20] ; [231  52],[57.3971831 14.6028169] ; [225.6028169  57.3971831],0
b1,1,0.088658,2.898566,[19 53] ; [105 178],[25.14929577 46.85070423] ; [ 98.85070423 184.14929577],0
r4,1,0.0996,2.711938,[64  8] ; [267  16],[67.13239437  4.86760563] ; [263.86760563  19.13239437],0
p2,1,0.107454,2.591271,[59 13] ; [250  31],[63.02549575  8.97450425] ; [245.97450425  35.02549575],0
n4,1,0.114354,2.492989,[53 19] ; [231  51],[57.76271186 14.23728814] ; [226.23728814  55.76271186],0
n5,1,0.117712,2.4475,[53 19] ; [230  51],[57.7223796 14.2776204] ; [225.2776204  55.7223796],0
d4,1,0.164516,1.932214,[57 15] ; [242  40],[60.81355932 11.18644068] ; [238.18644068  43.81355932],0
n3,1,0.192625,1.697429,[11  2] ; [33 17],[9.07936508 3.92063492] ; [34.92063492 15.07936508],0
u3,1,0.219253,1.509256,[23 17] ; [37 16],[25.80645161 14.19354839] ; [34.19354839 18.80645161],0
p6,1,0.235921,1.404805,[26 42] ; [128 149],[30.35362319 37.64637681] ; [123.64637681 153.35362319],0
p10,1,0.241434,1.372201,[56 14] ; [239  40],[59.16905444 10.83094556] ; [235.83094556  43.16905444],0
n6,1,0.268627,1.223746,[60 12] ; [247  33],[62.79545455  9.20454545] ; [244.20454545  35.79545455],0
b5,1,0.272839,1.202418,[45 27] ; [196  87],[48.87887324 23.12112676] ; [192.12112676  90.87887324],0
s4,1,0.305844,1.04854,[ 8 64] ; [ 44 232],[10.75862069 61.24137931] ; [ 41.24137931 234.75862069],0
u4,1,0.348402,0.879268,[ 1 71] ; [ 10 273],[ 2.23098592 69.76901408] ; [  8.76901408 274.23098592],0
b4,1,0.35866,0.842579,[40 32] ; [174 109],[43.4028169 28.5971831] ; [170.5971831 112.4028169],0
u2,1,0.37683,0.781016,[25 13] ; [30 23],[22.96703297 15.03296703] ; [32.03296703 20.96703297],0
s6,1,0.393164,0.729134,[48 23] ; [200  75],[50.89017341 20.10982659] ; [197.10982659  77.89017341],0
p12,1,0.405185,0.692886,[ 6 66] ; [ 33 247],[ 7.97727273 64.02272727] ; [ 31.02272727 248.97727273],0
r3,1,0.420445,0.649071,[67  4] ; [272  10],[68.18413598  2.81586402] ; [270.81586402  11.18413598],0
a1,1,0.428263,0.62753,[ 2 70] ; [ 14 269],[ 3.24507042 68.75492958] ; [ 12.75492958 270.24507042],0
p9,1,0.436901,0.604408,[61 10] ; [248  30],[62.86246418  8.13753582] ; [246.13753582  31.86246418],0
n1,1,0.50183,0.451065,[6 7] ; [18 32],[4.95238095 8.04761905] ; [19.04761905 30.95238095],0
p5,1,0.517985,0.417903,[12 59] ; [ 39 242],[10.28693182 60.71306818] ; [ 40.71306818 240.28693182],0
v3,1,0.536615,0.381849,[37 33] ; [133 140],[34.69387755 35.30612245] ; [135.30612245 137.69387755],0
b2,1,0.548414,0.360165,[13 26] ; [ 70 112],[14.64705882 24.35294118] ; [ 68.35294118 113.64705882],0
b3,1,0.548414,0.360165,[13 26] ; [ 70 112],[14.64705882 24.35294118] ; [ 68.35294118 113.64705882],0
p3,1,0.588633,0.292484,[39 33] ; [161 118],[41.02564103 30.97435897] ; [158.97435897 120.02564103],0
a8,1,0.605244,0.26716,[ 9 55] ; [ 41 204],[10.35598706 53.64401294] ; [ 39.64401294 205.35598706],0
s3,1,0.619293,0.246862,[36 34] ; [150 124],[37.84883721 32.15116279] ; [148.15116279 125.84883721],0
p1,1,0.659611,0.193997,[ 9 63] ; [ 30 251],[ 7.95467422 64.04532578] ; [ 31.04532578 249.95467422],0
r2,1,0.664729,0.18783,[69  2] ; [271  11],[68.38526912  2.61473088] ; [271.61473088  10.38526912],0
