Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.004974,7.888696,[1 4] ; [19  4],[3.57142857 1.42857143] ; [16.42857143  6.57142857],0
p2,1,0.046131,3.976812,[2 3] ; [19  4],[3.75 1.25] ; [17.25  5.75],0
b1,1,0.064061,3.428986,[4 1] ; [ 8 15],[2.14285714 2.85714286] ; [ 9.85714286 13.14285714],0
p9,1,0.086086,2.946087,[2 3] ; [18  5],[3.57142857 1.42857143] ; [16.42857143  6.57142857],0
d2,1,0.086086,2.946087,[3 2] ; [ 5 18],[1.42857143 3.57142857] ; [ 6.57142857 16.42857143],0
r2,1,0.089609,2.881385,[2 2] ; [19  3],[3.23076923 0.76923077] ; [17.76923077  4.23076923],0
a6,1,0.138792,2.191304,[1 4] ; [13 10],[2.5 2.5] ; [11.5 11.5],0
n6,1,0.141123,2.165675,[2 3] ; [17  6],[3.39285714 1.60714286] ; [15.60714286  7.39285714],0
a4,1,0.141123,2.165675,[3 2] ; [ 6 17],[1.60714286 3.39285714] ; [ 7.39285714 15.60714286],0
p10,1,0.141123,2.165675,[2 3] ; [17  6],[3.39285714 1.60714286] ; [15.60714286  7.39285714],0
n2,1,0.157299,2.0,[1 3] ; [3 1],[2. 2.] ; [2. 2.],0
r1,1,0.191071,1.709342,[1 4] ; [12 11],[2.32142857 2.67857143] ; [10.67857143 12.32142857],0
p3,1,0.295366,1.095001,[3 2] ; [ 8 15],[1.96428571 3.03571429] ; [ 9.03571429 13.96428571],0
v1,1,0.295366,1.095001,[3 2] ; [ 8 15],[1.96428571 3.03571429] ; [ 9.03571429 13.96428571],0
v2,1,0.329929,0.949175,[1 4] ; [10 13],[1.96428571 3.03571429] ; [ 9.03571429 13.96428571],0
b5,1,0.392742,0.730435,[2 3] ; [14  9],[2.85714286 2.14285714] ; [13.14285714  9.85714286],0
d4,1,0.392742,0.730435,[3 2] ; [18  5],[3.75 1.25] ; [17.25  5.75],0
s2,1,0.418442,0.654686,[1 4] ; [ 9 14],[1.78571429 3.21428571] ; [ 8.21428571 14.78571429],0
d3,1,0.426285,0.632922,[3 2] ; [17  5],[3.7037037 1.2962963] ; [16.2962963  5.7037037],0
n3,1,0.465209,0.533333,[2 2] ; [3 1],[2.5 1.5] ; [2.5 1.5],0
p11,1,0.50198,0.450747,[2 3] ; [13 10],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
p8,1,0.521213,0.411492,[1 4] ; [ 8 15],[1.60714286 3.39285714] ; [ 7.39285714 15.60714286],0
s3,1,0.521213,0.411492,[1 4] ; [ 8 15],[1.60714286 3.39285714] ; [ 7.39285714 15.60714286],0
b2,1,0.61209,0.257143,[1 2] ; [ 3 12],[0.66666667 2.33333333] ; [ 3.33333333 11.66666667],0
b3,1,0.61209,0.257143,[1 2] ; [ 3 12],[0.66666667 2.33333333] ; [ 3.33333333 11.66666667],0
d1,1,0.678088,0.172286,[2 3] ; [ 7 16],[1.60714286 3.39285714] ; [ 7.39285714 15.60714286],0
p7,1,0.686239,0.163187,[2 3] ; [11 11],[2.40740741 2.59259259] ; [10.59259259 11.40740741],0
s7,1,0.701671,0.146739,[1 3] ; [ 8 15],[1.33333333 2.66666667] ; [ 7.66666667 15.33333333],0
a5,1,0.750469,0.101137,[3 2] ; [12 11],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
p4,1,0.825349,0.048696,[2 3] ; [ 8 15],[1.78571429 3.21428571] ; [ 8.21428571 14.78571429],0
d5,1,0.879193,0.023102,[3 2] ; [14  8],[3.14814815 1.85185185] ; [13.85185185  8.14814815],0
a3,1,0.886731,0.02029,[3 2] ; [13 10],[2.85714286 2.14285714] ; [13.14285714  9.85714286],0
n4,1,0.886731,0.02029,[3 2] ; [13 10],[2.85714286 2.14285714] ; [13.14285714  9.85714286],0
s8,1,0.931549,0.007378,[1 4] ; [ 5 18],[1.07142857 3.92857143] ; [ 4.92857143 18.07142857],0
v3,1,0.931549,0.007378,[1 4] ; [ 5 18],[1.07142857 3.92857143] ; [ 4.92857143 18.07142857],0
n5,1,0.971216,0.001302,[3 2] ; [14  9],[3.03571429 1.96428571] ; [13.96428571  9.03571429],0
u3,1,1.0,0.0,[1 1] ; [5 5],[1. 1.] ; [5. 5.],0
n1,1,1.0,0.0,[2 2] ; [2 2],[2. 2.] ; [2. 2.],0
