Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,9e-06,19.623481,[57  9] ; [52 46],[43.86585366 22.13414634] ; [65.13414634 32.86585366],1
p6,1,0.000142,14.480901,[18 47] ; [ 6 92],[ 9.57055215 55.42944785] ; [14.42944785 83.57055215],1
p8,1,0.000628,11.692243,[29 36] ; [19 78],[19.25925926 45.74074074] ; [28.74074074 68.25925926],1
p4,1,0.003948,8.307744,[26 39] ; [19 79],[17.94478528 47.05521472] ; [27.05521472 70.94478528],0
n3,1,0.062392,3.47263,[21  4] ; [21 13],[17.79661017  7.20338983] ; [24.20338983  9.79661017],0
p11,1,0.067538,3.34187,[47 19] ; [56 42],[41.45121951 24.54878049] ; [61.54878049 36.45121951],0
n6,1,0.067538,3.34187,[47 19] ; [56 42],[41.45121951 24.54878049] ; [61.54878049 36.45121951],0
v4,1,0.102072,2.672868,[60  5] ; [81 16],[56.57407407  8.42592593] ; [84.42592593 12.57407407],0
p10,1,0.111612,2.53125,[44 22] ; [52 44],[39.11111111 26.88888889] ; [56.88888889 39.11111111],0
d5,1,0.119938,2.418132,[44 21] ; [77 21],[48.25153374 16.74846626] ; [72.74846626 25.25153374],0
u2,1,0.134353,2.241474,[11 14] ; [24 14],[13.88888889 11.11111111] ; [21.11111111 16.88888889],0
b2,1,0.168007,1.90064,[ 7 26] ; [18 33],[ 9.82142857 23.17857143] ; [15.17857143 35.82142857],0
b3,1,0.168007,1.90064,[ 7 26] ; [18 33],[ 9.82142857 23.17857143] ; [15.17857143 35.82142857],0
a8,1,0.172937,1.857301,[ 8 53] ; [ 6 85],[ 5.61842105 55.38157895] ; [ 8.38157895 82.61842105],0
a1,1,0.178741,1.808057,[ 4 62] ; [ 2 96],[ 2.41463415 63.58536585] ; [ 3.58536585 94.41463415],0
s1,1,0.188116,1.732307,[ 5 61] ; [ 3 95],[ 3.2195122 62.7804878] ; [ 4.7804878 93.2195122],0
d4,1,0.192595,1.697655,[49 17] ; [81 17],[52.31707317 13.68292683] ; [77.68292683 20.31707317],0
n1,1,0.194168,1.685702,[ 4 21] ; [11 25],[ 6.14754098 18.85245902] ; [ 8.85245902 27.14754098],0
r3,1,0.263343,1.251099,[63  3] ; [89  9],[61.17073171  4.82926829] ; [90.82926829  7.17073171],0
v1,1,0.270212,1.215669,[19 45] ; [37 60],[22.26086957 41.73913043] ; [33.73913043 63.26086957],0
u3,1,0.296977,1.087719,[10 14] ; [21 17],[12. 12.] ; [19. 19.],0
s3,1,0.333051,0.936997,[30 34] ; [38 59],[27.0310559 36.9689441] ; [40.9689441 56.0310559],0
s8,1,0.358717,0.842379,[18 47] ; [21 77],[15.55214724 49.44785276] ; [23.44785276 74.55214724],0
p9,1,0.363513,0.825721,[46 20] ; [59 35],[43.3125 22.6875] ; [61.6875 32.3125],0
s4,1,0.393165,0.729131,[10 56] ; [20 78],[12.07317073 53.92682927] ; [17.92682927 80.07317073],0
n2,1,0.393788,0.727212,[17  8] ; [20 15],[15.41666667  9.58333333] ; [21.58333333 13.41666667],0
a2,1,0.412726,0.670934,[ 6 60] ; [13 85],[ 7.64634146 58.35365854] ; [11.35365854 86.64634146],0
v3,1,0.420863,0.647905,[14 51] ; [25 67],[16.14649682 48.85350318] ; [22.85350318 69.14649682],0
a6,1,0.428375,0.627226,[37 29] ; [61 37],[39.43902439 26.56097561] ; [58.56097561 39.43902439],0
u1,1,0.439966,0.59637,[ 5 61] ; [11 87],[ 6.43902439 59.56097561] ; [ 9.56097561 88.43902439],0
d1,1,0.445985,0.580835,[29 37] ; [49 49],[31.3902439 34.6097561] ; [46.6097561 51.3902439],0
d3,1,0.465959,0.531543,[46 19] ; [64 34],[43.86503067 21.13496933] ; [66.13496933 31.86503067],0
b4,1,0.509433,0.435231,[37 29] ; [60 38],[39.03658537 26.96341463] ; [57.96341463 40.03658537],0
p12,1,0.516486,0.420904,[ 1 65] ; [ 3 93],[ 1.62962963 64.37037037] ; [ 2.37037037 93.62962963],0
p5,1,0.522796,0.408374,[ 1 65] ; [ 3 94],[ 1.6196319 64.3803681] ; [ 2.3803681 94.6196319],0
v2,1,0.536432,0.382193,[29 34] ; [48 46],[30.89808917 32.10191083] ; [46.10191083 47.89808917],0
r4,1,0.567077,0.327598,[53 13] ; [75 23],[51.51219512 14.48780488] ; [76.48780488 21.51219512],0
s2,1,0.613532,0.255064,[25 41] ; [33 64],[23.48466258 42.51533742] ; [34.51533742 62.48466258],0
p1,1,0.694849,0.153886,[ 2 64] ; [ 2 95],[ 1.6196319 64.3803681] ; [ 2.3803681 94.6196319],0
r1,1,0.747379,0.103746,[48 18] ; [69 29],[47.08536585 18.91463415] ; [69.91463415 28.08536585],0
a4,1,0.753522,0.098595,[22 44] ; [35 63],[22.93902439 43.06097561] ; [34.06097561 63.93902439],0
n4,1,0.777782,0.079643,[25 41] ; [35 63],[24.14634146 41.85365854] ; [35.85365854 62.14634146],0
r2,1,0.803482,0.061923,[56  9] ; [84 12],[56.52173913  8.47826087] ; [83.47826087 12.52173913],0
b1,1,0.819362,0.052151,[22 44] ; [31 67],[21.32926829 44.67073171] ; [31.67073171 66.32926829],0
d2,1,0.832421,0.044774,[26 40] ; [37 61],[25.35365854 40.64634146] ; [37.64634146 60.35365854],0
s5,1,0.84858,0.036455,[14 51] ; [21 71],[14.49044586 50.50955414] ; [20.50955414 71.49044586],0
b5,1,0.907827,0.013405,[41 25] ; [60 38],[40.64634146 25.35365854] ; [60.35365854 37.64634146],0
a5,1,0.953374,0.003419,[36 30] ; [53 45],[35.81707317 30.18292683] ; [53.18292683 44.81707317],0
a3,1,0.967848,0.001625,[40 25] ; [60 38],[39.87730061 25.12269939] ; [60.12269939 37.87730061],0
s7,1,0.978437,0.000731,[19 46] ; [27 66],[18.92405063 46.07594937] ; [27.07594937 65.92405063],0
a7,1,0.984237,0.00039,[47 18] ; [71 27],[47.05521472 17.94478528] ; [70.94478528 27.05521472],0
s6,1,1.0,0.0,[30 34] ; [45 51],[30. 34.] ; [45. 51.],0
