Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,162.531733,[  5 107] ; [370 160],[65.42056075 46.57943925] ; [309.57943925 220.42056075],1
a7,1,0.060345,3.52788,[73 39] ; [391 138],[81.07332293 30.92667707] ; [382.92667707 146.07332293],0
v2,1,0.06517,3.400673,[54 52] ; [308 200],[62.49511401 43.50488599] ; [299.50488599 208.49511401],0
b4,1,0.072007,3.236672,[56 56] ; [314 216],[64.5482866 47.4517134] ; [305.4517134 224.5482866],0
v4,1,0.076476,3.138256,[101   9] ; [504  22],[104.63836478   5.36163522] ; [500.36163522  25.63836478],0
n6,1,0.085026,2.96611,[89 23] ; [451  74],[94.94505495 17.05494505] ; [445.05494505  79.94505495],0
p10,1,0.098176,2.734923,[94 16] ; [478  49],[98.7755102 11.2244898] ; [473.2244898  53.7755102],0
a6,1,0.118648,2.435084,[69 43] ; [366 163],[76.00624025 35.99375975] ; [358.99375975 170.00624025],0
p12,1,0.130079,2.291567,[  6 106] ; [ 52 474],[ 10.18181818 101.81818182] ; [ 47.81818182 478.18181818],0
v3,1,0.147322,2.09976,[39 71] ; [217 288],[45.78861789 64.21138211] ; [210.21138211 294.78861789],0
v1,1,0.153918,2.032983,[55 53] ; [299 213],[61.66451613 46.33548387] ; [292.33548387 219.66451613],0
p11,1,0.167377,1.906283,[88 24] ; [445  85],[92.98442368 19.01557632] ; [440.01557632  89.98442368],0
b3,1,0.189906,1.718347,[22 43] ; [141 190],[26.75505051 38.24494949] ; [136.24494949 194.75505051],0
b2,1,0.189906,1.718347,[22 43] ; [141 190],[26.75505051 38.24494949] ; [136.24494949 194.75505051],0
u4,1,0.202928,1.621179,[  1 111] ; [ 16 514],[  2.96573209 109.03426791] ; [ 14.03426791 515.96573209],0
b1,1,0.247054,1.339887,[46 66] ; [187 343],[40.64797508 71.35202492] ; [192.35202492 337.64797508],0
n3,1,0.252005,1.312152,[22  5] ; [79 33],[19.61870504  7.38129496] ; [81.38129496 30.61870504],0
p8,1,0.306309,1.046525,[55 55] ; [290 234],[59.85804416 50.14195584] ; [285.14195584 238.85804416],0
p6,1,0.321046,0.98468,[36 75] ; [195 326],[40.57120253 70.42879747] ; [190.42879747 330.57120253],0
a1,1,0.334721,0.930546,[  4 108] ; [ 31 499],[  6.105919 105.894081] ; [ 28.894081 501.105919],0
p5,1,0.407904,0.684901,[12 99] ; [ 72 452],[14.68346457 96.31653543] ; [ 69.31653543 454.68346457],0
n5,1,0.428709,0.626317,[89 22] ; [402 122],[85.82834646 25.17165354] ; [405.17165354 118.82834646],0
p3,1,0.435028,0.609361,[54 58] ; [276 252],[57.75 54.25] ; [272.25 255.75],0
a8,1,0.436625,0.605136,[14 89] ; [ 80 399],[16.63573883 86.36426117] ; [ 77.36426117 401.63573883],0
n2,1,0.581139,0.304398,[21  6] ; [82 31],[19.86428571  7.13571429] ; [83.13571429 29.86428571],0
n1,1,0.701233,0.147193,[10 17] ; [46 66],[10.87769784 16.12230216] ; [45.12230216 66.87769784],0
s1,1,0.976286,0.000884,[  3 107] ; [ 14 509],[  2.95418641 107.04581359] ; [ 14.04581359 508.95418641],0
b5,1,0.993648,6.3e-05,[68 44] ; [322 208],[68.03738318 43.96261682] ; [321.96261682 208.03738318],0
