Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.000562,11.896834,[5 5] ; [ 8 74],[1.41304348 8.58695652] ; [11.58695652 70.41304348],1
p12,1,0.009593,6.709043,[2 8] ; [ 2 81],[0.43010753 9.56989247] ; [ 3.56989247 79.43010753],0
p8,1,0.021847,5.257923,[7 3] ; [27 55],[3.69565217 6.30434783] ; [30.30434783 51.69565217],0
p4,1,0.025622,4.981335,[9 1] ; [44 39],[5.69892473 4.30107527] ; [47.30107527 35.69892473],0
a6,1,0.02747,4.861001,[3 7] ; [54 28],[6.19565217 3.80434783] ; [50.80434783 31.19565217],0
v2,1,0.027909,4.833695,[2 8] ; [46 35],[5.27472527 4.72527473] ; [42.72527473 38.27472527],0
a3,1,0.05313,3.739837,[5 5] ; [64 18],[7.5 2.5] ; [61.5 20.5],0
p3,1,0.068036,3.329787,[7 3] ; [33 50],[4.30107527 5.69892473] ; [35.69892473 47.30107527],0
b5,1,0.103256,2.654526,[4 6] ; [55 28],[6.34408602 3.65591398] ; [52.65591398 30.34408602],0
n3,1,0.112832,2.514107,[1 3] ; [23 12],[2.46153846 1.53846154] ; [21.53846154 13.46153846],0
a5,1,0.122041,2.390927,[5 5] ; [61 22],[7.09677419 2.90322581] ; [58.90322581 24.09677419],0
s3,1,0.125853,2.34293,[9 1] ; [55 28],[6.88172043 3.11827957] ; [57.11827957 25.88172043],0
b3,1,0.135036,2.23363,[1 7] ; [18 27],[2.86792453 5.13207547] ; [16.13207547 28.86792453],0
b2,1,0.135036,2.23363,[1 7] ; [18 27],[2.86792453 5.13207547] ; [16.13207547 28.86792453],0
b4,1,0.13675,2.214149,[8 2] ; [46 37],[5.80645161 4.19354839] ; [48.19354839 34.80645161],0
a2,1,0.160459,1.969898,[1 9] ; [26 57],[2.90322581 7.09677419] ; [24.09677419 58.90322581],0
d3,1,0.174327,1.845335,[9 1] ; [57 25],[7.17391304 2.82608696] ; [58.82608696 23.17391304],0
b1,1,0.22042,1.501637,[4 6] ; [50 33],[5.80645161 4.19354839] ; [48.19354839 34.80645161],0
s8,1,0.223063,1.484556,[8 2] ; [50 33],[6.23655914 3.76344086] ; [51.76344086 31.23655914],0
r3,1,0.249319,1.327117,[8 2] ; [75  7],[9.02173913 0.97826087] ; [73.97826087  8.02173913],0
p2,1,0.253078,1.306231,[9 1] ; [61 22],[7.52688172 2.47311828] ; [62.47311828 20.52688172],0
s4,1,0.253078,1.306231,[1 9] ; [22 61],[2.47311828 7.52688172] ; [20.52688172 62.47311828],0
s1,1,0.263552,1.25,[2 8] ; [ 7 73],[1. 9.] ; [ 8. 72.],0
p10,1,0.297697,1.084481,[5 5] ; [54 27],[6.48351648 3.51648352] ; [52.51648352 28.48351648],0
n2,1,0.306535,1.045547,[2 2] ; [26  9],[2.87179487 1.12820513] ; [25.12820513  9.87179487],0
u3,1,0.35002,0.873383,[2 3] ; [12  7],[2.91666667 2.08333333] ; [11.08333333  7.91666667],0
n6,1,0.361133,0.833951,[9 1] ; [62 18],[7.88888889 2.11111111] ; [63.11111111 16.88888889],0
d5,1,0.378285,0.776269,[7 3] ; [67 15],[8.04347826 1.95652174] ; [65.95652174 16.04347826],0
s5,1,0.402215,0.701694,[3 6] ; [37 40],[4.18604651 4.81395349] ; [35.81395349 41.18604651],0
a4,1,0.526397,0.401342,[4 6] ; [42 41],[4.94623656 5.05376344] ; [41.05376344 41.94623656],0
r1,1,0.567565,0.326774,[9 1] ; [68 14],[8.36956522 1.63043478] ; [68.63043478 13.36956522],0
s6,1,0.581352,0.304054,[8 1] ; [66 15],[7.4 1.6] ; [66.6 14.4],0
a8,1,0.592575,0.28634,[2 7] ; [11 61],[1.44444444 7.55555556] ; [11.55555556 60.44444444],0
a1,1,0.628753,0.233756,[1 9] ; [ 5 78],[0.64516129 9.35483871] ; [ 5.35483871 77.64516129],0
v1,1,0.67543,0.175316,[6 4] ; [44 39],[5.37634409 4.62365591] ; [44.62365591 38.37634409],0
u2,1,0.692103,0.156818,[3 2] ; [9 9],[2.60869565 2.39130435] ; [9.39130435 8.60869565],0
p6,1,0.714177,0.134141,[5 5] ; [36 46],[4.45652174 5.54347826] ; [36.54347826 45.45652174],0
v3,1,0.733576,0.115854,[3 7] ; [28 51],[3.48314607 6.51685393] ; [27.51685393 51.48314607],0
d2,1,0.770001,0.085482,[5 5] ; [45 37],[5.43478261 4.56521739] ; [44.56521739 37.43478261],0
r4,1,0.7719,0.084036,[9 1] ; [72 11],[8.70967742 1.29032258] ; [72.29032258 10.70967742],0
u1,1,0.813869,0.055431,[3 7] ; [22 61],[2.68817204 7.31182796] ; [22.31182796 60.68817204],0
a7,1,0.813869,0.055431,[7 3] ; [61 22],[7.31182796 2.68817204] ; [60.68817204 22.31182796],0
s2,1,0.813869,0.055431,[7 3] ; [61 22],[7.31182796 2.68817204] ; [60.68817204 22.31182796],0
d1,1,0.895543,0.017238,[6 4] ; [48 35],[5.80645161 4.19354839] ; [48.19354839 34.80645161],0
p7,1,0.911966,0.012223,[5 5] ; [39 42],[4.83516484 5.16483516] ; [39.16483516 41.83516484],0
d4,1,0.956964,0.002912,[8 2] ; [65 17],[7.93478261 2.06521739] ; [65.06521739 16.93478261],0
p9,1,0.985245,0.000342,[8 2] ; [65 16],[8.02197802 1.97802198] ; [64.97802198 16.02197802],0
