Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000155,14.307045,[33 42] ; [35  9],[42.85714286 32.14285714] ; [25.14285714 18.85714286],1
p2,1,0.00091,11.002436,[51 24] ; [44  3],[58.40163934 16.59836066] ; [36.59836066 10.40163934],1
p3,1,0.014234,6.008849,[25 49] ; [27 21],[31.54098361 42.45901639] ; [20.45901639 27.54098361],0
p6,1,0.05103,3.807286,[14 60] ; [16 30],[18.5 55.5] ; [11.5 34.5],0
b5,1,0.055803,3.657927,[49 26] ; [23 25],[43.90243902 31.09756098] ; [28.09756098 19.90243902],0
s8,1,0.066495,3.36748,[28 47] ; [26 22],[32.92682927 42.07317073] ; [21.07317073 26.92682927],0
v3,1,0.067184,3.350525,[15 55] ; [17 29],[19.31034483 50.68965517] ; [12.68965517 33.31034483],0
u3,1,0.077602,3.114429,[19  6] ; [9 9],[16.27906977  8.72093023] ; [11.72093023  6.27906977],0
s4,1,0.077713,3.112091,[25 50] ; [ 9 39],[20.73170732 54.26829268] ; [13.26829268 34.73170732],0
b2,1,0.112595,2.517412,[14 23] ; [ 6 24],[11.04477612 25.95522388] ; [ 8.95522388 21.04477612],0
b3,1,0.112595,2.517412,[14 23] ; [ 6 24],[11.04477612 25.95522388] ; [ 8.95522388 21.04477612],0
a4,1,0.131189,2.278382,[32 43] ; [14 34],[28.04878049 46.95121951] ; [17.95121951 30.04878049],0
p5,1,0.13134,2.276596,[ 1 73] ; [ 3 44],[ 2.44628099 71.55371901] ; [ 1.55371901 45.44628099],0
p4,1,0.163831,1.938509,[31 44] ; [26 22],[34.75609756 40.24390244] ; [22.24390244 25.75609756],0
p11,1,0.17177,1.867427,[44 31] ; [34 14],[47.56097561 27.43902439] ; [30.43902439 17.56097561],0
s6,1,0.173565,1.851881,[52 22] ; [39  9],[55.19672131 18.80327869] ; [35.80327869 12.19672131],0
r1,1,0.183723,1.767244,[54 20] ; [40  8],[57.01639344 16.98360656] ; [36.98360656 11.01639344],0
p10,1,0.232082,1.428054,[48 25] ; [35 11],[50.91596639 22.08403361] ; [32.08403361 13.91596639],0
u2,1,0.234546,1.41308,[18  6] ; [11  8],[16.18604651  7.81395349] ; [12.81395349  6.18604651],0
s5,1,0.260896,1.263999,[22 47] ; [19 26],[24.81578947 44.18421053] ; [16.18421053 28.81578947],0
d5,1,0.294565,1.098637,[53 22] ; [38 10],[55.48780488 19.51219512] ; [35.51219512 12.48780488],0
a1,1,0.311574,1.02399,[ 3 72] ; [ 4 44],[ 4.26829268 70.73170732] ; [ 2.73170732 45.26829268],0
p12,1,0.330266,0.947855,[ 3 70] ; [ 4 44],[ 4.2231405 68.7768595] ; [ 2.7768595 45.2231405],0
a2,1,0.444479,0.584693,[15 60] ; [ 7 41],[13.41463415 61.58536585] ; [ 8.58536585 39.41463415],0
a7,1,0.464301,0.535507,[50 25] ; [35 13],[51.82926829 23.17073171] ; [33.17073171 14.82926829],0
v1,1,0.471371,0.518761,[31 40] ; [17 29],[29.12820513 41.87179487] ; [18.87179487 27.12820513],0
u1,1,0.494289,0.467177,[11 64] ; [ 5 43],[ 9.75609756 65.24390244] ; [ 6.24390244 41.75609756],0
a3,1,0.514605,0.424692,[49 25] ; [29 19],[47.31147541 26.68852459] ; [30.68852459 17.31147541],0
n3,1,0.548294,0.360382,[22  5] ; [8 3],[21.31578947  5.68421053] ; [8.68421053 2.31578947],0
d4,1,0.557139,0.344681,[61 14] ; [41  7],[62.19512195 12.80487805] ; [39.80487805  8.19512195],0
r3,1,0.558827,0.341738,[72  3] ; [47  1],[72.56097561  2.43902439] ; [46.43902439  1.56097561],0
s7,1,0.563355,0.333928,[31 37] ; [24 23],[32.52173913 35.47826087] ; [22.47826087 24.52173913],0
s2,1,0.582626,0.302009,[55 20] ; [33 15],[53.65853659 21.34146341] ; [34.34146341 13.65853659],0
p1,1,0.585584,0.297294,[ 7 68] ; [ 3 43],[ 6.19834711 68.80165289] ; [ 3.80165289 42.19834711],0
d2,1,0.586408,0.295989,[35 40] ; [20 28],[33.53658537 41.46341463] ; [21.46341463 26.53658537],0
a5,1,0.587878,0.293671,[48 27] ; [33 15],[49.3902439 25.6097561] ; [31.6097561 16.3902439],0
n4,1,0.67185,0.179446,[31 44] ; [18 30],[29.87804878 45.12195122] ; [19.12195122 28.87804878],0
r4,1,0.686813,0.162557,[62 13] ; [41  7],[62.80487805 12.19512195] ; [40.19512195  7.80487805],0
b1,1,0.694977,0.15375,[26 49] ; [15 33],[25. 50.] ; [16. 32.],0
v4,1,0.72447,0.12425,[68  6] ; [44  3],[68.49586777  5.50413223] ; [43.50413223  3.49586777],0
s1,1,0.729161,0.119883,[ 5 70] ; [ 4 44],[ 5.48780488 69.51219512] ; [ 3.51219512 44.48780488],0
n6,1,0.739261,0.110777,[44 31] ; [29 18],[44.87704918 30.12295082] ; [28.12295082 18.87704918],0
a6,1,0.749129,0.102264,[49 26] ; [30 18],[48.17073171 26.82926829] ; [30.82926829 17.17073171],0
d1,1,0.828625,0.046857,[39 36] ; [24 24],[38.41463415 36.58536585] ; [24.58536585 23.41463415],0
d3,1,0.859549,0.03131,[52 23] ; [34 14],[52.43902439 22.56097561] ; [33.56097561 14.43902439],0
p9,1,0.864788,0.028996,[53 19] ; [36 12],[53.4 18.6] ; [35.6 12.4],0
a8,1,0.893377,0.017965,[ 3 68] ; [ 2 40],[ 3.14159292 67.85840708] ; [ 1.85840708 40.14159292],0
b4,1,0.896649,0.016873,[46 29] ; [30 18],[46.34146341 28.65853659] ; [29.65853659 18.34146341],0
n1,1,0.91133,0.012401,[10 19] ; [4 7],[10.15 18.85] ; [3.85 7.15],0
v2,1,0.96578,0.001841,[35 33] ; [24 23],[34.88695652 33.11304348] ; [24.11304348 22.88695652],0
r2,1,0.975155,0.00097,[70  5] ; [43  3],[70.04132231  4.95867769] ; [42.95867769  3.04132231],0
