Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.166475,[71 35] ; [ 1 31],[55.30434783 50.69565217] ; [16.69565217 15.30434783],1
n6,1,2e-06,22.733202,[86 20] ; [12 20],[75.27536232 30.72463768] ; [22.72463768  9.27536232],1
v4,1,2e-06,22.643105,[94 10] ; [17 15],[84.88235294 19.11764706] ; [26.11764706  5.88235294],1
p11,1,0.000126,14.69607,[76 30] ; [11 21],[66.82608696 39.17391304] ; [20.17391304 11.82608696],1
p9,1,0.000205,13.781766,[84 20] ; [14 16],[76.05970149 27.94029851] ; [21.94029851  8.05970149],1
p10,1,0.000265,13.304106,[73 29] ; [11 20],[64.42105263 37.57894737] ; [19.57894737 11.42105263],1
d2,1,0.000343,12.820953,[11 94] ; [12 20],[17.62773723 87.37226277] ; [ 5.37226277 26.62773723],1
p2,1,0.004621,8.022164,[80 25] ; [16 16],[73.57664234 31.42335766] ; [22.42335766  9.57664234],0
a7,1,0.005836,7.600273,[62 43] ; [10 22],[55.18248175 49.81751825] ; [16.81751825 15.18248175],0
a1,1,0.010207,6.598432,[  5 101] ; [ 6 26],[ 8.44927536 97.55072464] ; [ 2.55072464 29.44927536],0
s6,1,0.012938,6.177627,[51 51] ; [ 8 24],[44.91044776 57.08955224] ; [14.08955224 17.91044776],0
n2,1,0.015569,5.850946,[27  6] ; [6 7],[23.67391304  9.32608696] ; [9.32608696 3.67391304],0
p8,1,0.01849,5.549093,[49 57] ; [ 7 24],[43.32846715 62.67153285] ; [12.67153285 18.32846715],0
p3,1,0.029802,4.720696,[42 64] ; [ 6 26],[36.86956522 69.13043478] ; [11.13043478 20.86956522],0
v2,1,0.033701,4.509795,[34 71] ; [ 4 27],[29.33823529 75.66176471] ; [ 8.66176471 22.33823529],0
r2,1,0.040935,4.178722,[80 23] ; [19 13],[75.53333333 27.46666667] ; [23.46666667  8.53333333],0
d4,1,0.054394,3.700565,[57 49] ; [11 21],[52.23188406 53.76811594] ; [15.76811594 16.23188406],0
b5,1,0.064196,3.425525,[69 37] ; [15 17],[64.52173913 41.47826087] ; [19.47826087 12.52173913],0
s8,1,0.065182,3.400361,[26 80] ; [ 3 29],[22.27536232 83.72463768] ; [ 6.72463768 25.27536232],0
b2,1,0.066235,3.373943,[15 43] ; [10 11],[18.35443038 39.64556962] ; [ 6.64556962 14.35443038],0
b3,1,0.066235,3.373943,[15 43] ; [10 11],[18.35443038 39.64556962] ; [ 6.64556962 14.35443038],0
p6,1,0.076692,3.133641,[30 75] ; [ 4 27],[26.25 78.75] ; [ 7.75 23.25],0
s2,1,0.080253,3.059773,[41 65] ; [ 7 25],[36.86956522 69.13043478] ; [11.13043478 20.86956522],0
p4,1,0.084052,2.984759,[48 58] ; [ 9 23],[43.7826087 62.2173913] ; [13.2173913 18.7826087],0
n3,1,0.090717,2.861612,[26  7] ; [7 6],[23.67391304  9.32608696] ; [9.32608696 3.67391304],0
b1,1,0.096331,2.765258,[42 64] ; [18 14],[46.08695652 59.91304348] ; [13.91304348 18.08695652],0
a8,1,0.099766,2.709276,[14 86] ; [ 1 30],[11.45038168 88.54961832] ; [ 3.54961832 27.45038168],0
d3,1,0.123172,2.376519,[38 66] ; [ 7 25],[34.41176471 69.58823529] ; [10.58823529 21.41176471],0
s7,1,0.129431,2.299318,[34 67] ; [ 6 25],[30.60606061 70.39393939] ; [ 9.39393939 21.60606061],0
s3,1,0.134197,2.243274,[48 58] ; [ 9 21],[44.42647059 61.57352941] ; [12.57352941 17.42647059],0
d5,1,0.167434,1.905771,[54 51] ; [12 20],[50.58394161 54.41605839] ; [15.41605839 16.58394161],0
p7,1,0.19021,1.715993,[57 46] ; [13 18],[53.80597015 49.19402985] ; [16.19402985 14.80597015],0
p1,1,0.196397,1.668965,[ 6 99] ; [ 4 28],[ 7.66423358 97.33576642] ; [ 2.33576642 29.66423358],0
p5,1,0.258456,1.277006,[10 95] ; [ 1 30],[ 8.49264706 96.50735294] ; [ 2.50735294 28.49264706],0
b4,1,0.382435,0.762859,[59 47] ; [15 17],[56.84057971 49.15942029] ; [17.15942029 14.84057971],0
a6,1,0.493544,0.46879,[57 49] ; [15 17],[55.30434783 50.69565217] ; [16.69565217 15.30434783],0
s1,1,0.547145,0.362457,[  4 102] ; [ 2 30],[  4.60869565 101.39130435] ; [ 1.39130435 30.60869565],0
p12,1,0.560326,0.33914,[ 6 99] ; [ 1 31],[ 5.3649635 99.6350365] ; [ 1.6350365 30.3649635],0
n1,1,0.591208,0.288462,[12 20] ; [6 7],[12.8 19.2] ; [5.2 7.8],0
s5,1,0.598167,0.277769,[20 81] ; [ 5 27],[18.98496241 82.01503759] ; [ 6.01503759 25.98496241],0
a4,1,0.616466,0.250866,[19 87] ; [ 7 25],[19.97101449 86.02898551] ; [ 6.02898551 25.97101449],0
u2,1,0.667556,0.184474,[27 34] ; [9 9],[27.79746835 33.20253165] ; [8.20253165 9.79746835],0
n5,1,0.677388,0.173081,[68 37] ; [22 10],[68.97810219 36.02189781] ; [21.02189781 10.97810219],0
a2,1,0.698735,0.149791,[  5 101] ; [ 1 31],[  4.60869565 101.39130435] ; [ 1.39130435 30.60869565],0
v1,1,0.699581,0.148908,[36 67] ; [10 22],[35.0962963 67.9037037] ; [10.9037037 21.0962963],0
a5,1,0.729943,0.119164,[40 66] ; [11 21],[39.17391304 66.82608696] ; [11.82608696 20.17391304],0
n4,1,0.748518,0.102781,[63 43] ; [18 14],[62.2173913 43.7826087] ; [18.7826087 13.2173913],0
s4,1,0.804799,0.061079,[22 84] ; [ 6 26],[21.50724638 84.49275362] ; [ 6.49275362 25.50724638],0
u3,1,0.831369,0.045346,[22 39] ; [ 6 12],[21.62025316 39.37974684] ; [ 6.37974684 11.62025316],0
a3,1,0.853268,0.034207,[44 61] ; [14 18],[44.45255474 60.54744526] ; [13.54744526 18.45255474],0
v3,1,0.910941,0.012511,[22 83] ; [ 7 25],[22.22627737 82.77372263] ; [ 6.77372263 25.22627737],0
