Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,8e-06,20.053465,[90 54] ; [55 96],[70.77966102 73.22033898] ; [74.22033898 76.77966102],1
v3,1,0.000133,14.601142,[62 87] ; [ 33 122],[ 46.5625 102.4375] ; [ 48.4375 106.5625],1
a3,1,0.000435,12.374433,[103  46] ; [78 80],[87.84690554 61.15309446] ; [93.15309446 64.84690554],1
s8,1,0.000631,11.68258,[66 82] ; [ 41 117],[51.75163399 96.24836601] ; [ 55.24836601 102.75163399],1
r1,1,0.003185,8.698112,[119  30] ; [103  56],[107.3961039  41.6038961] ; [114.6038961  44.3961039],0
b5,1,0.003311,8.627648,[96 53] ; [76 83],[83.20779221 65.79220779] ; [88.79220779 70.20779221],0
a2,1,0.003427,8.564909,[ 16 133] ; [  4 155],[  9.67532468 139.32467532] ; [ 10.32467532 148.67532468],0
n4,1,0.010286,6.584718,[116  33] ; [102  56],[105.80456026  43.19543974] ; [112.19543974  45.80456026],0
u3,1,0.010522,6.544343,[31 15] ; [35 45],[24.0952381 21.9047619] ; [41.9047619 38.0952381],0
b3,1,0.017826,5.613169,[42 61] ; [19 60],[34.52197802 68.47802198] ; [26.47802198 52.52197802],0
b2,1,0.017826,5.613169,[42 61] ; [19 60],[34.52197802 68.47802198] ; [26.47802198 52.52197802],0
r2,1,0.029419,4.742938,[136  10] ; [134  23],[130.0990099  15.9009901] ; [139.9009901  17.0990099],0
d5,1,0.034177,4.485809,[91 58] ; [78 81],[81.75649351 67.24350649] ; [87.24350649 71.75649351],0
u1,1,0.035336,4.428885,[ 10 139] ; [  3 156],[  6.28896104 142.71103896] ; [  6.71103896 152.28896104],0
a5,1,0.037475,4.328695,[93 56] ; [80 78],[83.96416938 65.03583062] ; [89.03583062 68.96416938],0
s7,1,0.042394,4.119401,[67 72] ; [55 96],[58.47586207 80.52413793] ; [63.52413793 87.47586207],0
