Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,29.517637,[65 69] ; [13 81],[45.84210526 88.15789474] ; [32.15789474 61.84210526],1
r3,1,0.001636,9.918865,[120  12] ; [71 23],[111.55752212  20.44247788] ; [79.44247788 14.55752212],0
d5,1,0.006109,7.517762,[78 57] ; [37 57],[67.79475983 67.20524017] ; [47.20524017 46.79475983],0
a1,1,0.017086,5.687551,[  4 131] ; [10 84],[  8.25327511 126.74672489] ; [ 5.74672489 88.25327511],0
d4,1,0.023354,5.142009,[85 50] ; [45 49],[76.63755459 58.36244541] ; [53.36244541 40.63755459],0
p12,1,0.024598,5.051962,[  2 130] ; [ 7 87],[  5.25663717 126.74336283] ; [ 3.74336283 90.25663717],0
p9,1,0.024853,5.03412,[98 31] ; [57 35],[90.47511312 38.52488688] ; [64.52488688 27.47511312],0
r4,1,0.026309,4.935566,[108  27] ; [63 31],[100.80786026  34.19213974] ; [70.19213974 23.80786026],0
u3,1,0.02692,4.895956,[33 28] ; [15 31],[27.36448598 33.63551402] ; [20.63551402 25.36448598],0
a6,1,0.034866,4.451746,[78 57] ; [41 53],[70.15283843 64.84716157] ; [48.84716157 45.15283843],0
v2,1,0.036465,4.375235,[59 67] ; [29 60],[51.57209302 74.42790698] ; [36.42790698 52.57209302],0
p10,1,0.037981,4.305857,[89 41] ; [51 42],[81.61434978 48.38565022] ; [58.38565022 34.61434978],0
p2,1,0.042651,4.109193,[97 37] ; [56 38],[89.92105263 44.07894737] ; [63.07894737 30.92105263],0
d2,1,0.052215,3.768853,[ 15 120] ; [19 74],[ 20.13157895 114.86842105] ; [13.86842105 79.13157895],0
s6,1,0.05986,3.541271,[75 57] ; [41 52],[68.05333333 63.94666667] ; [47.94666667 45.05333333],0
r1,1,0.063334,3.447861,[93 41] ; [54 40],[86.39473684 47.60526316] ; [60.60526316 33.39473684],0
b2,1,0.095591,2.777597,[17 48] ; [23 34],[21.31147541 43.68852459] ; [18.68852459 38.31147541],0
b3,1,0.095591,2.777597,[17 48] ; [23 34],[21.31147541 43.68852459] ; [18.68852459 38.31147541],0
r2,1,0.107214,2.594814,[118  14] ; [77 17],[113.89380531  18.10619469] ; [81.10619469 12.89380531],0
a8,1,0.124414,2.360849,[ 21 109] ; [ 8 81],[ 17.21461187 112.78538813] ; [11.78538813 77.21461187],0
n5,1,0.144454,2.129855,[80 54] ; [65 29],[85.21929825 48.78070175] ; [59.78070175 34.21929825],0
b5,1,0.179844,1.798913,[81 54] ; [48 46],[76.04803493 58.95196507] ; [52.95196507 41.04803493],0
n3,1,0.192772,1.696305,[26  8] ; [23 14],[23.46478873 10.53521127] ; [25.53521127 11.46478873],0
p5,1,0.233064,1.422065,[  7 126] ; [ 2 92],[  5.27312775 127.72687225] ; [ 3.72687225 90.27312775],0
s2,1,0.261786,1.259289,[53 81] ; [30 63],[48.99559471 85.00440529] ; [34.00440529 58.99559471],0
u2,1,0.268638,1.223688,[29 29] ; [18 28],[26.21153846 31.78846154] ; [20.78846154 25.21153846],0
a4,1,0.289367,1.122563,[ 25 109] ; [23 71],[ 28.21052632 105.78947368] ; [19.78947368 74.21052632],0
b1,1,0.295396,1.094864,[51 84] ; [42 52],[54.82532751 80.17467249] ; [38.17467249 55.82532751],0
p8,1,0.315658,1.006852,[43 88] ; [25 69],[39.59111111 91.40888889] ; [28.40888889 65.59111111],0
v4,1,0.390392,0.737721,[116  16] ; [78 15],[113.81333333  18.18666667] ; [80.18666667 12.81333333],0
p7,1,0.40018,0.707786,[59 69] ; [38 56],[55.92792793 72.07207207] ; [41.07207207 52.92792793],0
p1,1,0.509927,0.434216,[  7 125] ; [ 7 87],[  8.17699115 123.82300885] ; [ 5.82300885 88.17699115],0
a3,1,0.550099,0.357141,[74 59] ; [48 45],[71.79646018 61.20353982] ; [50.20353982 42.79646018],0
s3,1,0.563036,0.334475,[64 68] ; [41 51],[61.875 70.125] ; [43.125 48.875],0
n6,1,0.583867,0.300025,[92 42] ; [67 26],[93.85903084 40.14096916] ; [65.14096916 27.85903084],0
v1,1,0.623004,0.241668,[56 74] ; [37 56],[54.21524664 75.78475336] ; [38.78475336 54.21524664],0
u1,1,0.631219,0.230411,[  6 129] ; [ 3 91],[  5.30567686 129.69432314] ; [ 3.69432314 90.30567686],0
b4,1,0.657009,0.197178,[75 60] ; [55 39],[76.63755459 58.36244541] ; [53.36244541 40.63755459],0
s1,1,0.705721,0.142589,[  7 126] ; [ 6 87],[  7.65044248 125.34955752] ; [ 5.34955752 87.65044248],0
s7,1,0.738423,0.111517,[41 88] ; [27 64],[39.87272727 89.12727273] ; [28.12727273 62.87272727],0
n2,1,0.797647,0.065737,[27  7] ; [30  9],[26.54794521  7.45205479] ; [30.45205479  8.54794521],0
s8,1,0.813561,0.055618,[35 99] ; [23 70],[34.23788546 99.76211454] ; [23.76211454 69.23788546],0
a5,1,0.879647,0.022927,[66 69] ; [45 49],[65.43668122 69.56331878] ; [45.56331878 48.43668122],0
s5,1,0.894448,0.017604,[31 99] ; [21 70],[30.58823529 99.41176471] ; [21.41176471 69.58823529],0
s4,1,0.904351,0.01444,[ 25 110] ; [18 76],[ 25.34934498 109.65065502] ; [17.65065502 76.34934498],0
p3,1,0.921931,0.009604,[ 28 107] ; [20 74],[ 28.29694323 106.70305677] ; [19.70305677 74.29694323],0
n4,1,0.923968,0.009108,[87 48] ; [60 34],[86.65938865 48.34061135] ; [60.34061135 33.65938865],0
v3,1,0.927197,0.008349,[37 95] ; [25 66],[36.69955157 95.30044843] ; [25.30044843 65.69955157],0
n1,1,0.929124,0.007911,[11 23] ; [13 26],[11.17808219 22.82191781] ; [12.82191781 26.17808219],0
