Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,30.519383,[11 54] ; [16  3],[20.89285714 44.10714286] ; [ 6.10714286 12.89285714],1
s2,1,5e-06,20.941636,[18 51] ; [19  5],[27.4516129 41.5483871] ; [ 9.5483871 14.4516129],1
s6,1,1e-05,19.466909,[23 45] ; [20  3],[32.13186813 35.86813187] ; [10.86813187 12.13186813],1
s5,1,0.00025,13.412527,[ 7 61] ; [10 12],[12.84444444 55.15555556] ; [ 4.15555556 17.84444444],1
u3,1,0.001106,10.641135,[18 29] ; [13  2],[23.5 23.5] ; [7.5 7.5],0
s3,1,0.001508,10.069106,[25 42] ; [18  6],[31.65934066 35.34065934] ; [11.34065934 12.65934066],0
r4,1,0.00221,9.366061,[36 33] ; [21  3],[42.29032258 26.70967742] ; [14.70967742  9.29032258],0
p2,1,0.006293,7.464353,[39 30] ; [21  3],[44.51612903 24.48387097] ; [15.48387097  8.51612903],0
p1,1,0.008903,6.842247,[ 4 65] ; [ 6 18],[ 7.41935484 61.58064516] ; [ 2.58064516 21.41935484],0
u2,1,0.009717,6.686104,[18 28] ; [11  3],[22.23333333 23.76666667] ; [6.76666667 7.23333333],0
r1,1,0.010844,6.490784,[34 35] ; [19  5],[39.32258065 29.67741935] ; [13.67741935 10.32258065],0
p10,1,0.019068,5.495243,[26 40] ; [15  7],[30.75 35.25] ; [10.25 11.75],0
v4,1,0.020309,5.385103,[50 18] ; [23  1],[53.95652174 14.04347826] ; [19.04347826  4.95652174],0
p4,1,0.029715,4.725682,[20 48] ; [13 11],[24.39130435 43.60869565] ; [ 8.60869565 15.39130435],0
r3,1,0.04224,4.12556,[44 23] ; [21  3],[47.85714286 19.14285714] ; [17.14285714  6.85714286],0
p7,1,0.051083,3.805537,[29 38] ; [ 5 19],[25.03296703 41.96703297] ; [ 8.96703297 15.03296703],0
v2,1,0.058953,3.566584,[16 50] ; [10 12],[19.5 46.5] ; [ 6.5 15.5],0
d5,1,0.059174,3.560372,[36 32] ; [18  6],[39.91304348 28.08695652] ; [14.08695652  9.91304348],0
d1,1,0.072059,3.235491,[18 51] ; [11 13],[21.51612903 47.48387097] ; [ 7.48387097 16.51612903],0
p5,1,0.101882,2.675831,[ 4 65] ; [ 4 20],[ 5.93548387 63.06451613] ; [ 2.06451613 21.93548387],0
p9,1,0.122974,2.37903,[29 36] ; [14  8],[32.12643678 32.87356322] ; [10.87356322 11.12643678],0
d3,1,0.136178,2.220622,[30 37] ; [15  9],[33.13186813 33.86813187] ; [11.86813187 12.13186813],0
v1,1,0.182112,1.780301,[22 46] ; [11 12],[24.65934066 43.34065934] ; [ 8.34065934 14.65934066],0
r2,1,0.201818,1.629167,[51 17] ; [21  3],[53.2173913 14.7826087] ; [18.7826087  5.2173913],0
d4,1,0.241837,1.369853,[42 26] ; [18  6],[44.34782609 23.65217391] ; [15.65217391  8.34782609],0
a4,1,0.281392,1.160354,[ 8 60] ; [ 1 23],[ 6.65217391 61.34782609] ; [ 2.34782609 21.65217391],0
b2,1,0.338423,0.916394,[12 27] ; [ 2 10],[10.70588235 28.29411765] ; [3.29411765 8.70588235],0
b3,1,0.338423,0.916394,[12 27] ; [ 2 10],[10.70588235 28.29411765] ; [3.29411765 8.70588235],0
d2,1,0.407866,0.685013,[17 52] ; [ 8 16],[18.5483871 50.4516129] ; [ 6.4516129 17.5483871],0
p12,1,0.409077,0.681481,[ 1 68] ; [ 1 22],[ 1.5 67.5] ; [ 0.5 22.5],0
s4,1,0.416406,0.660435,[12 57] ; [ 6 18],[13.35483871 55.64516129] ; [ 4.64516129 19.35483871],0
n3,1,0.437642,0.602458,[16 11] ; [5 6],[14.92105263 12.07894737] ; [6.07894737 4.92105263],0
s1,1,0.450006,0.570636,[ 6 61] ; [ 1 23],[ 5.15384615 61.84615385] ; [ 1.84615385 22.15384615],0
b5,1,0.46237,0.540152,[46 23] ; [14 10],[44.51612903 24.48387097] ; [15.48387097  8.51612903],0
n1,1,0.519949,0.413994,[ 7 20] ; [4 7],[ 7.81578947 19.18421053] ; [3.18421053 7.81578947],0
p6,1,0.56268,0.335084,[13 54] ; [ 6 18],[13.98901099 53.01098901] ; [ 5.01098901 18.98901099],0
n4,1,0.592548,0.286382,[36 33] ; [11 13],[34.87096774 34.12903226] ; [12.12903226 11.87096774],0
a3,1,0.613102,0.255682,[21 45] ; [ 9 15],[22. 44.] ; [ 8. 16.],0
b1,1,0.689607,0.159512,[37 32] ; [14 10],[37.83870968 31.16129032] ; [13.16129032 10.83870968],0
b4,1,0.697442,0.151147,[40 29] ; [15  9],[40.80645161 28.19354839] ; [14.19354839  9.80645161],0
n6,1,0.697442,0.151147,[40 29] ; [15  9],[40.80645161 28.19354839] ; [14.19354839  9.80645161],0
a7,1,0.739659,0.110427,[37 31] ; [14 10],[37.69565217 30.30434783] ; [13.30434783 10.69565217],0
n5,1,0.745747,0.10514,[40 29] ; [13 11],[39.32258065 29.67741935] ; [13.67741935 10.32258065],0
u1,1,0.761993,0.091727,[ 2 67] ; [ 1 23],[ 2.22580645 66.77419355] ; [ 0.77419355 23.22580645],0
n2,1,0.789536,0.071243,[16 11] ; [6 5],[15.63157895 11.36842105] ; [6.36842105 4.63157895],0
p3,1,0.791752,0.069715,[21 48] ; [ 8 16],[21.51612903 47.48387097] ; [ 7.48387097 16.51612903],0
p8,1,0.798524,0.065157,[18 50] ; [ 7 17],[18.47826087 49.52173913] ; [ 6.52173913 17.47826087],0
v3,1,0.85983,0.031184,[17 50] ; [ 6 16],[17.31460674 49.68539326] ; [ 5.68539326 16.31460674],0
a6,1,0.92566,0.008706,[28 41] ; [10 14],[28.19354839 40.80645161] ; [ 9.80645161 14.19354839],0
