Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.804607,[ 4 19] ; [50 10],[14.96385542  8.03614458] ; [39.03614458 20.96385542],1
r3,1,4e-06,21.297448,[ 9 14] ; [53  7],[17.18072289  5.81927711] ; [44.81927711 15.18072289],1
r2,1,0.000595,11.791571,[13  9] ; [54  5],[18.19753086  3.80246914] ; [48.80246914 10.19753086],1
n2,1,0.001701,9.846953,[6 8] ; [20  2],[10.11111111  3.88888889] ; [15.88888889  6.11111111],0
s8,1,0.00241,9.207987,[ 2 21] ; [26 33],[ 7.85365854 15.14634146] ; [20.14634146 38.85365854],0
r1,1,0.002873,8.886662,[ 7 16] ; [40 20],[13.02409639  9.97590361] ; [33.97590361 26.02409639],0
u3,1,0.00345,8.552554,[ 2 10] ; [17  8],[6.16216216 5.83783784] ; [12.83783784 12.16216216],0
p9,1,0.005043,7.863924,[ 5 17] ; [33 24],[10.58227848 11.41772152] ; [27.41772152 29.58227848],0
p10,1,0.005492,7.709996,[ 4 18] ; [31 28],[ 9.50617284 12.49382716] ; [25.49382716 33.50617284],0
s6,1,0.01802,5.594233,[ 6 17] ; [32 26],[10.79012346 12.20987654] ; [27.20987654 30.79012346],0
p11,1,0.019173,5.485698,[ 8 15] ; [38 22],[12.74698795 10.25301205] ; [33.25301205 26.74698795],0
p1,1,0.020734,5.348989,[ 5 18] ; [ 3 57],[ 2.21686747 20.78313253] ; [ 5.78313253 54.21686747],0
u2,1,0.031444,4.628571,[ 2 10] ; [13 11],[5. 7.] ; [10. 14.],0
p7,1,0.035525,4.419745,[ 3 20] ; [21 36],[ 6.9 16.1] ; [17.1 39.9],0
b5,1,0.035867,4.403407,[ 6 17] ; [31 29],[10.25301205 12.74698795] ; [26.74698795 33.25301205],0
a5,1,0.039375,4.244634,[ 8 15] ; [36 24],[12.19277108 10.80722892] ; [31.80722892 28.19277108],0
s2,1,0.045131,4.01374,[ 5 18] ; [27 32],[ 8.97560976 14.02439024] ; [23.02439024 35.97560976],0
d5,1,0.046443,3.965442,[ 9 14] ; [38 22],[13.02409639  9.97590361] ; [33.97590361 26.02409639],0
p6,1,0.048052,3.908173,[ 1 21] ; [14 45],[ 4.07407407 17.92592593] ; [10.92592593 48.07407407],0
a6,1,0.06872,3.313344,[ 5 18] ; [26 34],[ 8.59036145 14.40963855] ; [22.40963855 37.59036145],0
p4,1,0.074189,3.187824,[ 4 19] ; [22 36],[ 7.38271605 15.61728395] ; [18.61728395 39.38271605],0
v1,1,0.081393,3.036865,[ 5 18] ; [25 34],[ 8.41463415 14.58536585] ; [21.58536585 37.41463415],0
n6,1,0.083874,2.988181,[11 12] ; [41 19],[14.40963855  8.59036145] ; [37.59036145 22.40963855],0
s5,1,0.122318,2.387382,[ 3 20] ; [16 38],[ 5.67532468 17.32467532] ; [13.32467532 40.67532468],0
n4,1,0.180157,1.796329,[16  7] ; [32 28],[13.30120482  9.69879518] ; [34.69879518 25.30120482],0
s3,1,0.258019,1.279354,[ 7 15] ; [27 32],[ 9.2345679 12.7654321] ; [24.7654321 34.2345679],0
v2,1,0.294266,1.1,[ 6 16] ; [22 33],[ 8. 14.] ; [20. 35.],0
p8,1,0.298498,1.080893,[ 3 20] ; [14 46],[ 4.71084337 18.28915663] ; [12.28915663 47.71084337],0
n1,1,0.332216,0.940241,[9 5] ; [10 11],[7.6 6.4] ; [11.4  9.6],0
b2,1,0.352022,0.866155,[9 8] ; [15 23],[7.41818182 9.58181818] ; [16.58181818 21.41818182],0
b3,1,0.352022,0.866155,[9 8] ; [15 23],[7.41818182 9.58181818] ; [16.58181818 21.41818182],0
a3,1,0.388709,0.742977,[11 12] ; [35 25],[12.74698795 10.25301205] ; [33.25301205 26.74698795],0
a4,1,0.417921,0.656155,[ 7 15] ; [25 35],[ 8.58536585 13.41463415] ; [23.41463415 36.58536585],0
s4,1,0.433389,0.613725,[ 6 17] ; [11 49],[ 4.71084337 18.28915663] ; [12.28915663 47.71084337],0
u4,1,0.475892,0.508262,[ 1 22] ; [ 1 59],[ 0.55421687 22.44578313] ; [ 1.44578313 58.55421687],0
n3,1,0.521692,0.410547,[7 6] ; [13  7],[7.87878788 5.12121212] ; [12.12121212  7.87878788],0
d3,1,0.52409,0.405836,[ 6 17] ; [20 40],[ 7.20481928 15.79518072] ; [18.79518072 41.20481928],0
d2,1,0.538921,0.377542,[11 11] ; [25 34],[ 9.77777778 12.22222222] ; [26.22222222 32.77777778],0
s7,1,0.570834,0.321289,[ 6 16] ; [19 37],[ 7.05128205 14.94871795] ; [17.94871795 38.05128205],0
v3,1,0.571107,0.320833,[ 5 17] ; [16 39],[ 6. 16.] ; [15. 40.],0
d1,1,0.620046,0.245803,[ 9 14] ; [20 40],[ 8.03614458 14.96385542] ; [20.96385542 39.03614458],0
p12,1,0.679293,0.170923,[ 1 22] ; [ 4 55],[ 1.40243902 21.59756098] ; [ 3.59756098 55.40243902],0
b1,1,0.712454,0.135838,[12 11] ; [34 26],[12.74698795 10.25301205] ; [33.25301205 26.74698795],0
s1,1,0.727479,0.121439,[ 3 20] ; [ 6 52],[ 2.55555556 20.44444444] ; [ 6.44444444 51.55555556],0
a1,1,0.749367,0.102064,[ 2 21] ; [ 4 56],[ 1.6626506 21.3373494] ; [ 4.3373494 55.6626506],0
