Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,24.254205,[47 17] ; [ 61 103],[30.31578947 33.68421053] ; [77.68421053 86.31578947],1
s2,1,0.228576,1.4497,[16 48] ; [ 29 133],[12.74336283 51.25663717] ; [ 32.25663717 129.74336283],0
a1,1,0.247971,1.334698,[ 1 63] ; [  8 156],[ 2.52631579 61.47368421] ; [  6.47368421 157.52631579],0
a2,1,0.275877,1.187291,[18 46] ; [ 35 129],[14.87719298 49.12280702] ; [ 38.12280702 125.87719298],0
a4,1,0.279209,1.170935,[30 34] ; [ 64 100],[26.38596491 37.61403509] ; [67.61403509 96.38596491],0
a3,1,0.287953,1.129166,[46 17] ; [107  56],[42.65044248 20.34955752] ; [110.34955752  52.65044248],0
r4,1,0.288894,1.124768,[55  9] ; [131  33],[52.21052632 11.78947368] ; [133.78947368  30.21052632],0
v2,1,0.296498,1.08988,[35 28] ; [75 82],[31.5 31.5] ; [78.5 78.5],0
b5,1,0.299288,1.077363,[43 21] ; [98 66],[39.57894737 24.42105263] ; [101.42105263  62.57894737],0
n2,1,0.359942,0.838095,[11  4] ; [24 16],[9.54545455 5.45454545] ; [25.45454545 14.54545455],0
p11,1,0.388697,0.743016,[50 14] ; [119  45],[47.43859649 16.56140351] ; [121.56140351  42.43859649],0
r2,1,0.403839,0.696864,[59  4] ; [146  16],[57.4  5.6] ; [147.6  14.4],0
b4,1,0.40862,0.682814,[34 30] ; [97 67],[36.77192982 27.22807018] ; [94.22807018 69.77192982],0
a6,1,0.512467,0.429027,[51 13] ; [124  40],[49.12280702 14.87719298] ; [125.87719298  38.12280702],0
u3,1,0.544727,0.366849,[10  8] ; [27 30],[8.88 9.12] ; [28.12 28.88],0
n3,1,0.676734,0.173826,[11  4] ; [27 13],[10.36363636  4.63636364] ; [27.63636364 12.36363636],0
p5,1,0.699632,0.148855,[ 4 60] ; [  8 153],[ 3.41333333 60.58666667] ; [  8.58666667 152.41333333],0
d1,1,0.750589,0.101037,[37 27] ; [91 73],[35.92982456 28.07017544] ; [92.07017544 71.92982456],0
a5,1,0.767271,0.087584,[45 19] ; [112  52],[44.07017544 19.92982456] ; [112.92982456  51.07017544],0
d4,1,0.768738,0.086451,[50 14] ; [131  33],[50.80701754 13.19298246] ; [130.19298246  33.80701754],0
a8,1,0.788331,0.072081,[ 6 48] ; [ 19 133],[ 6.55339806 47.44660194] ; [ 18.44660194 133.55339806],0
r1,1,0.831047,0.045522,[48 16] ; [120  43],[47.36563877 16.63436123] ; [120.63436123  42.36563877],0
b1,1,0.831751,0.045138,[24 40] ; [ 64 100],[24.70175439 39.29824561] ; [ 63.29824561 100.70175439],0
d2,1,0.879604,0.022943,[27 37] ; [71 93],[27.50877193 36.49122807] ; [70.49122807 93.50877193],0
p10,1,0.907085,0.013623,[47 17] ; [117  44],[46.64888889 17.35111111] ; [117.35111111  43.64888889],0
r3,1,0.919518,0.010209,[58  6] ; [147  16],[57.79735683  6.20264317] ; [147.20264317  15.79735683],0
s1,1,0.951268,0.003735,[ 2 60] ; [  5 158],[ 1.92888889 60.07111111] ; [  5.07111111 157.92888889],0
n1,1,0.961583,0.00232,[5 9] ; [14 26],[4.92592593 9.07407407] ; [14.07407407 25.92592593],0
