Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3.3e-05,17.255238,[32 56] ; [274 180],[49.68265683 38.31734317] ; [256.31734317 197.68265683],1
r3,1,6.3e-05,16.024839,[78  9] ; [448   9],[84.12132353  2.87867647] ; [441.87867647  15.12132353],1
p2,1,0.000154,14.323521,[65 23] ; [409  51],[76.11678832 11.88321168] ; [397.88321168  62.11678832],1
n5,1,0.000225,13.608396,[53 34] ; [363  95],[66.40733945 20.59266055] ; [349.59266055 108.40733945],1
p4,1,0.000614,11.734344,[42 46] ; [307 152],[56.14625229 31.85374771] ; [292.85374771 166.14625229],1
n4,1,0.002354,9.250422,[57 31] ; [367  94],[67.96357013 20.03642987] ; [356.03642987 104.96357013],0
p7,1,0.005985,7.554939,[47 40] ; [310 138],[58.05420561 28.94579439] ; [298.94579439 149.05420561],0
n6,1,0.007939,7.047284,[68 19] ; [405  52],[75.64522059 11.35477941] ; [397.35477941  59.64522059],0
r4,1,0.008185,6.992571,[75 13] ; [431  30],[81.10746812  6.89253188] ; [424.89253188  36.10746812],0
p3,1,0.017773,5.618378,[36 52] ; [251 208],[46.17184644 41.82815356] ; [240.82815356 218.17184644],0
v4,1,0.018716,5.527814,[82  6] ; [446  10],[85.41176471  2.58823529] ; [442.58823529  13.41176471],0
b1,1,0.026729,4.908241,[39 49] ; [148 313],[29.97449909 58.02550091] ; [157.02550091 303.97449909],0
s4,1,0.045581,3.996998,[21 67] ; [ 69 385],[14.61254613 73.38745387] ; [ 75.38745387 378.61254613],0
v1,1,0.063899,3.433166,[41 47] ; [254 189],[48.88888889 39.11111111] ; [246.11111111 196.88888889],0
u2,1,0.064908,3.407304,[12 14] ; [85 45],[16.16666667  9.83333333] ; [80.83333333 49.16666667],0
p12,1,0.0682,3.325824,[ 4 84] ; [ 50 410],[ 8.67153285 79.32846715] ; [ 45.32846715 414.67153285],0
s5,1,0.091125,2.854381,[35 46] ; [150 298],[28.32703214 52.67296786] ; [156.67296786 291.32703214],0
s2,1,0.137569,2.204943,[54 34] ; [240 215],[47.64640884 40.35359116] ; [246.35359116 208.64640884],0
v2,1,0.149461,2.07774,[45 39] ; [272 167],[50.91395793 33.08604207] ; [266.08604207 172.91395793],0
