Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.002959,8.832666,[ 1 25] ; [5 7],[ 4.10526316 21.89473684] ; [ 1.89473684 10.10526316],0
b5,1,0.460492,0.544699,[15 14] ; [6 9],[13.84090909 15.15909091] ; [7.15909091 7.84090909],0
v2,1,0.468717,0.525,[ 7 21] ; [5 9],[ 8. 20.] ; [ 4. 10.],0
s4,1,0.480167,0.498485,[ 4 25] ; [ 1 14],[ 3.29545455 25.70454545] ; [ 1.70454545 13.29545455],0
b2,1,0.507726,0.43875,[ 7 13] ; [3 3],[ 7.69230769 12.30769231] ; [2.30769231 3.69230769],0
b3,1,0.507726,0.43875,[ 7 13] ; [3 3],[ 7.69230769 12.30769231] ; [2.30769231 3.69230769],0
n3,1,0.512091,0.429792,[9 5] ; [4 4],[8.27272727 5.72727273] ; [4.72727273 3.27272727],0
v1,1,0.516211,0.421456,[ 7 22] ; [ 5 10],[ 7.90909091 21.09090909] ; [ 4.09090909 10.90909091],0
u2,1,0.530801,0.392857,[ 6 12] ; [2 2],[ 6.54545455 11.45454545] ; [1.45454545 2.54545455],0
a8,1,0.548262,0.36044,[ 4 24] ; [ 1 12],[ 3.41463415 24.58536585] ; [ 1.58536585 11.41463415],0
p11,1,0.592346,0.286695,[13 16] ; [8 7],[13.84090909 15.15909091] ; [7.15909091 7.84090909],0
n6,1,0.593753,0.284521,[17 12] ; [7 7],[16.18604651 12.81395349] ; [7.81395349 6.18604651],0
b1,1,0.603364,0.269952,[17 12] ; [10  5],[17.79545455 11.20454545] ; [9.20454545 5.79545455],0
p12,1,0.627099,0.236015,[ 1 28] ; [ 1 14],[ 1.31818182 27.68181818] ; [ 0.68181818 14.31818182],0
u1,1,0.627099,0.236015,[ 1 28] ; [ 1 14],[ 1.31818182 27.68181818] ; [ 0.68181818 14.31818182],0
p5,1,0.645981,0.211005,[ 1 27] ; [ 1 14],[ 1.30232558 26.69767442] ; [ 0.69767442 14.30232558],0
d1,1,0.653827,0.201109,[ 6 23] ; [ 4 11],[ 6.59090909 22.40909091] ; [ 3.40909091 11.59090909],0
s1,1,0.687469,0.161839,[ 3 26] ; [ 1 14],[ 2.63636364 26.36363636] ; [ 1.36363636 13.63636364],0
s2,1,0.734814,0.114737,[ 3 26] ; [ 1 13],[ 2.69767442 26.30232558] ; [ 1.30232558 12.69767442],0
n1,1,0.856417,0.032738,[ 4 10] ; [2 6],[ 3.81818182 10.18181818] ; [2.18181818 5.81818182],0
a6,1,0.893716,0.01785,[11 18] ; [6 9],[11.20454545 17.79545455] ; [5.79545455 9.20454545],0
p6,1,0.895405,0.017284,[ 4 23] ; [ 2 13],[ 3.85714286 23.14285714] ; [ 2.14285714 12.85714286],0
p3,1,0.904973,0.014252,[ 7 21] ; [ 4 11],[ 7.1627907 20.8372093] ; [ 3.8372093 11.1627907],0
p9,1,0.922633,0.009432,[15 12] ; [8 6],[15.14634146 11.85365854] ; [7.85365854 6.14634146],0
r3,1,0.963583,0.002085,[17 11] ; [9 6],[16.93023256 11.06976744] ; [9.06976744 5.93023256],0
s5,1,0.977122,0.000822,[ 2 27] ; [ 1 14],[ 1.97727273 27.02272727] ; [ 1.02272727 13.97727273],0
