Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,27.454609,[48 29] ; [10 48],[33.08148148 43.91851852] ; [24.91851852 33.08148148],1
v1,1,0.020838,5.340323,[59 19] ; [33 25],[52.76470588 25.23529412] ; [39.23529412 18.76470588],0
p12,1,0.043018,4.094683,[17 61] ; [ 5 52],[12.71111111 65.28888889] ; [ 9.28888889 47.71111111],0
p3,1,0.046662,3.957543,[61 16] ; [37 21],[55.8962963 21.1037037] ; [42.1037037 15.8962963],0
a7,1,0.056194,3.646291,[59 19] ; [35 23],[53.91176471 24.08823529] ; [40.08823529 17.91176471],0
p11,1,0.071451,3.249375,[59 19] ; [51  7],[63.08823529 14.91176471] ; [46.91176471 11.08823529],0
u1,1,0.071568,3.246684,[24 54] ; [10 48],[19.5 58.5] ; [14.5 43.5],0
s8,1,0.079339,3.078392,[55 22] ; [33 25],[50.19259259 26.80740741] ; [37.80740741 20.19259259],0
p2,1,0.128647,2.308753,[66 12] ; [54  4],[68.82352941  9.17647059] ; [51.17647059  6.82352941],0
s7,1,0.129658,2.29659,[60 14] ; [39 17],[56.35384615 17.64615385] ; [42.64615385 13.35384615],0
a3,1,0.13389,2.246813,[64 13] ; [42 16],[60.45925926 16.54074074] ; [45.54074074 12.45925926],0
p5,1,0.16375,1.93925,[26 52] ; [13 45],[22.36764706 55.63235294] ; [16.63235294 41.36764706],0
a4,1,0.178685,1.808524,[38 40] ; [35 23],[41.86764706 36.13235294] ; [31.13235294 26.86764706],0
s3,1,0.209594,1.574228,[51 27] ; [43 14],[54.31111111 23.68888889] ; [39.68888889 17.31111111],0
b1,1,0.210541,1.567699,[28 50] ; [27 31],[31.54411765 46.45588235] ; [23.45588235 34.54411765],0
s4,1,0.226515,1.46261,[20 57] ; [20 36],[23.15789474 53.84210526] ; [16.84210526 39.15789474],0
p7,1,0.23251,1.425441,[72  6] ; [49  8],[69.91111111  8.08888889] ; [51.08888889  5.91111111],0
b5,1,0.254995,1.295729,[44 34] ; [27 31],[40.72058824 37.27941176] ; [30.27941176 27.72058824],0
b4,1,0.262445,1.255816,[53 25] ; [34 24],[49.89705882 28.10294118] ; [37.10294118 20.89705882],0
