Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,62.638622,[16 52] ; [116  29],[42.14084507 25.85915493] ; [89.85915493 55.14084507],1
s6,1,1e-06,24.097618,[40 28] ; [128  17],[53.63380282 14.36619718] ; [114.36619718  30.63380282],1
s7,1,0.000131,14.622356,[34 30] ; [111  29],[45.49019608 18.50980392] ; [99.50980392 40.49019608],1
s4,1,0.017323,5.663379,[ 3 65] ; [ 23 122],[ 8.30046948 59.69953052] ; [ 17.69953052 127.30046948],0
a6,1,0.030338,4.690055,[36 32] ; [99 46],[43.09859155 24.90140845] ; [91.90140845 53.09859155],0
v3,1,0.036664,4.365941,[35 30] ; [52 84],[28.13432836 36.86567164] ; [58.86567164 77.13432836],0
r2,1,0.07971,3.070807,[60  7] ; [137   6],[62.85238095  4.14761905] ; [134.14761905   8.85238095],0
p12,1,0.150525,2.066924,[ 3 64] ; [ 15 129],[ 5.71563981 61.28436019] ; [ 12.28436019 131.71563981],0
a2,1,0.169414,1.888122,[12 56] ; [ 38 107],[15.96244131 52.03755869] ; [ 34.03755869 110.96244131],0
p1,1,0.183879,1.765987,[ 3 65] ; [ 14 130],[ 5.45283019 62.54716981] ; [ 11.54716981 132.45283019],0
a5,1,0.195405,1.67639,[54 14] ; [103  42],[50.12206573 17.87793427] ; [106.87793427  38.12206573],0
n1,1,0.240899,1.375324,[ 4 11] ; [13 16],[5.79545455 9.20454545] ; [11.20454545 17.79545455],0
p10,1,0.241825,1.369922,[54 13] ; [125  19],[56.83886256 10.16113744] ; [122.16113744  21.83886256],0
b4,1,0.309088,1.03457,[43 25] ; [81 64],[39.58685446 28.41314554] ; [84.41314554 60.58685446],0
p9,1,0.345488,0.88996,[57 10] ; [129  15],[59.06161137  7.93838863] ; [126.93838863  17.06161137],0
u3,1,0.348045,0.880572,[12  8] ; [26 10],[13.57142857  6.42857143] ; [24.42857143 11.57142857],0
u2,1,0.355883,0.85237,[15  5] ; [22 13],[13.45454545  6.54545455] ; [23.54545455 11.45454545],0
p11,1,0.38924,0.741316,[55 13] ; [124  21],[57.14553991 10.85446009] ; [121.85446009  23.14553991],0
p4,1,0.401046,0.705189,[41 27] ; [96 49],[43.7370892 24.2629108] ; [93.2629108 51.7370892],0
v4,1,0.416557,0.660009,[64  4] ; [139   5],[65.11320755  2.88679245] ; [137.88679245   6.11320755],0
a3,1,0.478629,0.501986,[48 20] ; [109  36],[50.12206573 17.87793427] ; [106.87793427  38.12206573],0
p2,1,0.482112,0.494082,[55 13] ; [122  22],[56.77358491 11.22641509] ; [120.22641509  23.77358491],0
