Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,39.262715,[225  94] ; [101 129],[189.42440801 129.57559199] ; [136.57559199  93.42440801],1
v3,1,0.0,30.459769,[172 147] ; [ 71 163],[140.17540687 178.82459313] ; [102.82459313 131.17540687],1
p4,1,3.7e-05,17.03295,[236  89] ; [133 105],[213.01065719 111.98934281] ; [155.98934281  82.01065719],1
p6,1,6.2e-05,16.042592,[153 167] ; [ 73 163],[130.07194245 189.92805755] ; [ 95.92805755 140.07194245],1
s8,1,0.000335,12.862655,[175 151] ; [ 91 146],[154.02486679 171.97513321] ; [111.97513321 125.02486679],1
p8,1,0.000917,10.988563,[205 114] ; [118 117],[185.98736462 133.01263538] ; [137.01263538  97.98736462],1
p9,1,0.001083,10.680534,[300  25] ; [196  39],[287.85714286  37.14285714] ; [208.14285714  26.85714286],0
p3,1,0.002464,9.166939,[196 130] ; [112 125],[178.34458259 147.65541741] ; [129.65541741 107.34458259],0
n5,1,0.003496,8.528466,[296  32] ; [193  43],[284.38297872  43.61702128] ; [204.61702128  31.38297872],0
s5,1,0.003843,8.356374,[126 191] ; [ 64 166],[110.10968921 206.89031079] ; [ 79.89031079 150.10968921],0
p7,1,0.004976,7.888022,[232  86] ; [145  90],[216.7920434 101.2079566] ; [160.2079566  74.7920434],0
b3,1,0.010734,6.508761,[103 130] ; [ 45 100],[ 91.22751323 141.77248677] ; [56.77248677 88.22751323],0
b2,1,0.010734,6.508761,[103 130] ; [ 45 100],[ 91.22751323 141.77248677] ; [56.77248677 88.22751323],0
p10,1,0.015327,5.878434,[292  31] ; [198  39],[282.625  40.375] ; [207.375  29.625],0
p5,1,0.018409,5.556759,[ 54 272] ; [ 23 215],[ 44.5070922 281.4929078] ; [ 32.4929078 205.5070922],0
n1,1,0.021721,5.268027,[23 19] ; [17 37],[17.5 24.5] ; [22.5 31.5],0
r4,1,0.025477,4.991193,[311  19] ; [213  26],[303.90158172  26.09841828] ; [220.09841828  18.90158172],0
u4,1,0.025527,4.987788,[ 10 320] ; [  1 238],[  6.37961336 323.62038664] ; [  4.62038664 234.37961336],0
b5,1,0.031925,4.602499,[205 125] ; [127 112],[192.5483304 137.4516696] ; [139.4516696  99.5483304],0
s2,1,0.035148,4.437993,[179 144] ; [110 127],[166.69107143 156.30892857] ; [122.30892857 114.69107143],0
v4,1,0.036147,4.390142,[319   8] ; [223  14],[314.24468085  12.75531915] ; [227.75531915   9.24468085],0
r1,1,0.036326,4.381721,[281  48] ; [188  51],[271.65669014  57.34330986] ; [197.34330986  41.65669014],0
s6,1,0.042032,4.133919,[231  92] ; [147  85],[219.98918919 103.01081081] ; [158.01081081  73.98918919],0
a3,1,0.045572,3.997346,[254  75] ; [166  72],[243.7037037  85.2962963] ; [176.2962963  61.7037037],0
p2,1,0.06204,3.482005,[290  36] ; [198  39],[282.57193606  43.42806394] ; [205.42806394  31.57193606],0
d1,1,0.068351,3.322191,[214 116] ; [137 102],[203.56766257 126.43233743] ; [147.43233743  91.56766257],0
u1,1,0.077643,3.113556,[ 72 258] ; [ 38 201],[ 63.79613357 266.20386643] ; [ 46.20386643 192.79613357],0
a5,1,0.106721,2.602114,[263  67] ; [176  62],[255.0528169  74.9471831] ; [183.9471831  54.0528169],0
d5,1,0.10819,2.580466,[279  49] ; [191  48],[271.88712522  56.11287478] ; [198.11287478  40.88712522],0
r2,1,0.139772,2.18047,[313  13] ; [220  16],[309.17793594  16.82206406] ; [223.82206406  12.17793594],0
u3,1,0.146808,2.105107,[47 29] ; [36 36],[42.62162162 33.37837838] ; [40.37837838 31.62162162],0
s1,1,0.154297,2.029251,[  8 316] ; [ 11 224],[ 11.01252236 312.98747764] ; [  7.98747764 227.01252236],0
n6,1,0.211609,1.560384,[300  27] ; [210  27],[295.69148936  31.30851064] ; [214.30851064  22.69148936],0
d3,1,0.218295,1.515542,[233  96] ; [157  81],[226.2962963 102.7037037] ; [163.7037037  74.2962963],0
r3,1,0.228095,1.452703,[321   8] ; [226  10],[318.51858407  10.48141593] ; [228.48141593   7.51858407],0
p12,1,0.248367,1.332465,[ 37 287] ; [ 20 217],[ 32.9197861 291.0802139] ; [ 24.0802139 212.9197861],0
s7,1,0.263915,1.248104,[171 142] ; [114 115],[164.58487085 148.41512915] ; [120.41512915 108.58487085],0
a8,1,0.309448,1.03303,[ 50 242] ; [ 31 193],[ 45.8372093 246.1627907] ; [ 35.1627907 188.8372093],0
d4,1,0.344088,0.895139,[277  51] ; [193  44],[272.84955752  55.15044248] ; [197.15044248  39.84955752],0
d2,1,0.35823,0.84409,[172 156] ; [115 122],[166.61238938 161.38761062] ; [120.38761062 116.61238938],0
a4,1,0.455941,0.555841,[162 166] ; [110 128],[157.6254417 170.3745583] ; [114.3745583 123.6254417],0
a6,1,0.488744,0.47929,[224 104] ; [169  69],[227.74558304 100.25441696] ; [165.25441696  72.74558304],0
a1,1,0.489253,0.478168,[ 18 312] ; [ 10 229],[ 16.23901582 313.76098418] ; [ 11.76098418 227.23901582],0
a2,1,0.495971,0.463548,[ 87 243] ; [ 57 182],[ 83.51493849 246.48506151] ; [ 60.48506151 178.51493849],0
a7,1,0.531875,0.390809,[237  92] ; [165  72],[233.67137809  95.32862191] ; [168.32862191  68.67137809],0
s4,1,0.540422,0.374758,[ 45 279] ; [ 37 198],[ 47.52772809 276.47227191] ; [ 34.47227191 200.52772809],0
s3,1,0.664137,0.188537,[187 134] ; [132 102],[184.5027027 136.4972973] ; [134.4972973  99.5027027],0
b1,1,0.717044,0.131343,[118 212] ; [ 89 150],[120.05272408 209.94727592] ; [ 86.94727592 152.05272408],0
p1,1,0.770431,0.085154,[ 33 295] ; [ 22 214],[ 31.9858156 296.0141844] ; [ 23.0141844 212.9858156],0
b4,1,0.836968,0.042343,[196 134] ; [144  95],[197.18804921 132.81195079] ; [142.81195079  96.18804921],0
n2,1,0.852417,0.034609,[32 10] ; [41 14],[31.60824742 10.39175258] ; [41.39175258 13.60824742],0
u2,1,0.876853,0.024012,[44 32] ; [42 29],[44.46258503 31.53741497] ; [41.53741497 29.46258503],0
n3,1,0.984148,0.000395,[32 10] ; [42 13],[32.04123711  9.95876289] ; [41.95876289 13.04123711],0
