Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.006265,7.472426,[ 3 20] ; [4 2],[ 5.55172414 17.44827586] ; [1.44827586 4.55172414],0
p7,1,0.016173,5.783989,[ 4 19] ; [4 2],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
p10,1,0.020385,5.378656,[ 2 20] ; [3 3],[ 3.92857143 18.07142857] ; [1.07142857 4.92857143],0
n4,1,0.034138,4.487762,[18  5] ; [2 4],[15.86206897  7.13793103] ; [4.13793103 1.86206897],0
p11,1,0.046572,3.960775,[ 3 20] ; [3 3],[ 4.75862069 18.24137931] ; [1.24137931 4.75862069],0
r2,1,0.099129,2.719503,[12 10] ; [1 5],[10.21428571 11.78571429] ; [2.78571429 3.21428571],0
b5,1,0.103332,2.653345,[ 7 16] ; [4 2],[ 8.72413793 14.27586207] ; [2.27586207 3.72413793],0
p9,1,0.110612,2.545455,[ 4 18] ; [3 3],[ 5.5 16.5] ; [1.5 4.5],0
d2,1,0.143606,2.138889,[11 11] ; [1 5],[ 9.42857143 12.57142857] ; [2.57142857 3.42857143],0
p3,1,0.167792,1.902562,[ 5 18] ; [3 3],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
r1,1,0.167792,1.902562,[ 5 18] ; [3 3],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
n6,1,0.189927,1.718182,[ 5 17] ; [3 3],[ 6.28571429 15.71428571] ; [1.71428571 4.28571429],0
d3,1,0.227107,1.458891,[ 9 14] ; [4 2],[10.31034483 12.68965517] ; [2.68965517 3.31034483],0
s4,1,0.241306,1.372947,[ 3 20] ; [2 4],[ 3.96551724 19.03448276] ; [1.03448276 4.96551724],0
n5,1,0.259509,1.271377,[17  6] ; [3 3],[15.86206897  7.13793103] ; [4.13793103 1.86206897],0
p5,1,0.306826,1.044289,[ 1 21] ; [1 5],[ 1.57142857 20.42857143] ; [0.42857143 5.57142857],0
d1,1,0.39299,0.72967,[ 8 15] ; [1 5],[ 7.13793103 15.86206897] ; [1.86206897 4.13793103],0
d4,1,0.410806,0.676467,[11 12] ; [4 2],[11.89655172 11.10344828] ; [3.10344828 2.89655172],0
b4,1,0.410806,0.676467,[11 12] ; [4 2],[11.89655172 11.10344828] ; [3.10344828 2.89655172],0
n3,1,0.422813,0.642483,[ 3 10] ; [1 1],[3.46666667 9.53333333] ; [0.53333333 1.46666667],0
a4,1,0.544356,0.367526,[ 8 14] ; [3 3],[ 8.64285714 13.35714286] ; [2.35714286 3.64285714],0
s5,1,0.568028,0.325994,[ 2 21] ; [1 5],[ 2.37931034 20.62068966] ; [0.62068966 5.37931034],0
n2,1,0.591208,0.288462,[4 9] ; [1 1],[4.33333333 8.66666667] ; [0.66666667 1.33333333],0
p1,1,0.631069,0.230614,[ 6 17] ; [1 5],[ 5.55172414 17.44827586] ; [1.44827586 4.55172414],0
b1,1,0.653188,0.201904,[13 10] ; [4 2],[13.48275862  9.51724138] ; [3.51724138 2.48275862],0
d5,1,0.653188,0.201904,[10 13] ; [2 4],[ 9.51724138 13.48275862] ; [2.48275862 3.51724138],0
s7,1,0.717675,0.130731,[ 3 19] ; [1 4],[ 3.25925926 18.74074074] ; [0.74074074 4.25925926],0
v1,1,0.723582,0.125086,[ 6 17] ; [2 4],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
a3,1,0.736268,0.113434,[13  9] ; [4 2],[13.35714286  8.64285714] ; [3.64285714 2.35714286],0
s3,1,0.770831,0.084848,[ 6 16] ; [2 4],[ 6.28571429 15.71428571] ; [1.71428571 4.28571429],0
s6,1,0.818707,0.052536,[ 3 20] ; [1 5],[ 3.17241379 19.82758621] ; [0.82758621 5.17241379],0
s2,1,0.818707,0.052536,[ 3 20] ; [1 5],[ 3.17241379 19.82758621] ; [0.82758621 5.17241379],0
a6,1,0.924393,0.009006,[12 11] ; [3 3],[11.89655172 11.10344828] ; [3.10344828 2.89655172],0
a5,1,0.924393,0.009006,[12 11] ; [3 3],[11.89655172 11.10344828] ; [3.10344828 2.89655172],0
