Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.011708,6.354607,[ 3 22] ; [14 19],[ 7.32758621 17.67241379] ; [ 9.67241379 23.32758621],0
s7,1,0.013696,6.076903,[ 3 22] ; [13 18],[ 7.14285714 17.85714286] ; [ 8.85714286 22.14285714],0
p11,1,0.043408,4.079426,[20  5] ; [18 15],[16.37931034  8.62068966] ; [21.62068966 11.37931034],0
v3,1,0.053867,3.716814,[ 1 24] ; [ 7 25],[ 3.50877193 21.49122807] ; [ 4.49122807 27.50877193],0
s5,1,0.059762,3.543976,[ 1 24] ; [ 7 26],[ 3.44827586 21.55172414] ; [ 4.55172414 28.44827586],0
a8,1,0.078639,3.09281,[ 4 20] ; [ 1 31],[ 2.14285714 21.85714286] ; [ 2.85714286 29.14285714],0
p10,1,0.084874,2.969004,[13 12] ; [23  8],[16.07142857  8.92857143] ; [19.92857143 11.07142857],0
p8,1,0.092963,2.822302,[ 7 18] ; [16 16],[10.0877193 14.9122807] ; [12.9122807 19.0877193],0
r1,1,0.103435,2.651763,[ 9 16] ; [19 14],[12.06896552 12.93103448] ; [15.93103448 17.06896552],0
s4,1,0.104867,2.629919,[ 2 23] ; [ 8 25],[ 4.31034483 20.68965517] ; [ 5.68965517 27.31034483],0
d5,1,0.137218,2.208879,[ 8 17] ; [17 16],[10.77586207 14.22413793] ; [14.22413793 18.77586207],0
r4,1,0.198936,1.650168,[15 10] ; [25  8],[17.24137931  7.75862069] ; [22.75862069 10.24137931],0
d3,1,0.217165,1.523004,[ 3 22] ; [ 8 24],[ 4.8245614 20.1754386] ; [ 6.1754386 25.8245614],0
p9,1,0.226685,1.461538,[15 10] ; [24  8],[17.10526316  7.89473684] ; [21.89473684 10.10526316],0
r3,1,0.232806,1.423636,[20  5] ; [30  3],[21.55172414  3.44827586] ; [28.44827586  4.55172414],0
n5,1,0.273637,1.198425,[13 12] ; [12 20],[10.96491228 14.03508772] ; [14.03508772 17.96491228],0
a5,1,0.299588,1.076029,[ 8 17] ; [15 18],[ 9.9137931 15.0862069] ; [13.0862069 19.9137931],0
n3,1,0.315425,1.007824,[11  3] ; [12  1],[11.92592593  2.07407407] ; [11.07407407  1.92592593],0
a6,1,0.341697,0.904054,[ 9 16] ; [16 17],[10.77586207 14.22413793] ; [14.22413793 18.77586207],0
p4,1,0.341697,0.904054,[ 9 16] ; [16 17],[10.77586207 14.22413793] ; [14.22413793 18.77586207],0
s6,1,0.341697,0.904054,[ 9 16] ; [16 17],[10.77586207 14.22413793] ; [14.22413793 18.77586207],0
p2,1,0.345308,0.890625,[15 10] ; [23  9],[16.66666667  8.33333333] ; [21.33333333 10.66666667],0
