Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000767,11.318616,[40 23] ; [ 3 14],[33.8625 29.1375] ; [9.1375 7.8625],1
p7,1,0.000904,11.014533,[17 46] ; [12  5],[22.8375 40.1625] ; [ 6.1625 10.8375],1
p4,1,0.00202,9.531131,[13 50] ; [10  7],[18.1125 44.8875] ; [ 4.8875 12.1125],0
v2,1,0.003715,8.418219,[16 44] ; [11  6],[21.03896104 38.96103896] ; [ 5.96103896 11.03896104],0
a4,1,0.00741,7.170868,[30 33] ; [ 2 15],[25.2 37.8] ; [ 6.8 10.2],0
p6,1,0.022269,5.224618,[ 8 54] ; [ 6 10],[11.12820513 50.87179487] ; [ 2.87179487 13.12820513],0
s6,1,0.029128,4.760023,[19 44] ; [10  7],[22.8375 40.1625] ; [ 6.1625 10.8375],0
n5,1,0.044159,4.05048,[28 35] ; [ 3 14],[24.4125 38.5875] ; [ 6.5875 10.4125],0
a3,1,0.06196,3.484136,[41 21] ; [ 7 10],[37.67088608 24.32911392] ; [10.32911392  6.67088608],0
s2,1,0.082611,3.012761,[13 50] ; [ 7 10],[15.75 47.25] ; [ 4.25 12.75],0
p2,1,0.092386,2.832291,[30 33] ; [12  5],[33.075 29.925] ; [8.925 8.075],0
p11,1,0.106698,2.60246,[20 43] ; [9 8],[22.8375 40.1625] ; [ 6.1625 10.8375],0
d2,1,0.16293,1.94682,[30 32] ; [ 5 12],[27.46835443 34.53164557] ; [7.53164557 9.46835443],0
a6,1,0.165968,1.91899,[36 26] ; [13  4],[38.4556962 23.5443038] ; [10.5443038  6.4556962],0
n2,1,0.232576,1.42504,[17 16] ; [4 1],[18.23684211 14.76315789] ; [2.76315789 2.23684211],0
v3,1,0.290625,1.116723,[11 47] ; [ 5 11],[12.54054054 45.45945946] ; [ 3.45945946 12.54054054],0
b2,1,0.296073,1.0918,[15 25] ; [2 8],[13.6 26.4] ; [3.4 6.6],0
b3,1,0.296073,1.0918,[15 25] ; [2 8],[13.6 26.4] ; [3.4 6.6],0
d5,1,0.296101,1.09167,[39 23] ; [13  4],[40.81012658 21.18987342] ; [11.18987342  5.81012658],0
r4,1,0.315286,1.008403,[36 27] ; [12  5],[37.8 25.2] ; [10.2  6.8],0
p12,1,0.320826,0.985578,[ 1 61] ; [ 1 16],[ 1.56962025 60.43037975] ; [ 0.43037975 16.56962025],0
n1,1,0.340597,0.908182,[12 20] ; [3 2],[12.97297297 19.02702703] ; [2.02702703 2.97297297],0
v4,1,0.352752,0.863532,[40 22] ; [13  4],[41.59493671 20.40506329] ; [11.40506329  5.59493671],0
s7,1,0.359982,0.837955,[12 43] ; [ 2 15],[10.69444444 44.30555556] ; [ 3.30555556 13.69444444],0
u2,1,0.371949,0.797143,[12  9] ; [4 6],[10.83870968 10.16129032] ; [5.16129032 4.83870968],0
p9,1,0.438986,0.59893,[21 42] ; [ 4 13],[19.6875 43.3125] ; [ 5.3125 11.6875],0
p3,1,0.439454,0.597708,[16 46] ; [ 6 11],[17.26582278 44.73417722] ; [ 4.73417722 12.26582278],0
d3,1,0.445779,0.581363,[30 32] ; [10  7],[31.39240506 30.60759494] ; [8.60759494 8.39240506],0
d4,1,0.464564,0.534876,[41 20] ; [13  4],[42.23076923 18.76923077] ; [11.76923077  5.23076923],0
s8,1,0.469618,0.522876,[ 7 56] ; [ 3 14],[ 7.875 55.125] ; [ 2.125 14.875],0
a2,1,0.483111,0.491833,[12 51] ; [ 2 15],[11.025 51.975] ; [ 2.975 14.025],0
r1,1,0.508663,0.436816,[39 24] ; [12  5],[40.1625 22.8375] ; [10.8375  6.1625],0
a1,1,0.523659,0.406681,[ 7 56] ; [ 1 16],[ 6.3 56.7] ; [ 1.7 15.3],0
p1,1,0.625695,0.237945,[ 6 56] ; [ 1 16],[ 5.49367089 56.50632911] ; [ 1.50632911 15.49367089],0
b4,1,0.668307,0.183589,[37 26] ; [9 8],[36.225 26.775] ; [9.775 7.225],0
s4,1,0.673772,0.177221,[10 53] ; [ 2 15],[ 9.45 53.55] ; [ 2.55 14.45],0
s3,1,0.705463,0.142851,[26 36] ; [8 9],[26.6835443 35.3164557] ; [7.3164557 9.6835443],0
b5,1,0.721025,0.127512,[34 29] ; [10  7],[34.65 28.35] ; [9.35 7.65],0
s5,1,0.73649,0.113235,[ 9 51] ; [ 2 15],[ 8.57142857 51.42857143] ; [ 2.42857143 14.57142857],0
b1,1,0.756637,0.096038,[36 27] ; [9 8],[35.4375 27.5625] ; [9.5625 7.4375],0
s1,1,0.763511,0.090525,[ 5 57] ; [ 1 16],[ 4.70886076 57.29113924] ; [ 1.29113924 15.70886076],0
a7,1,0.809529,0.058097,[35 28] ; [10  7],[35.4375 27.5625] ; [9.5625 7.4375],0
r2,1,0.873631,0.025296,[50 12] ; [14  3],[50.2278481 11.7721519] ; [13.7721519  3.2278481],0
d1,1,0.926391,0.008535,[23 40] ; [ 6 11],[22.8375 40.1625] ; [ 6.1625 10.8375],0
n3,1,0.956201,0.003016,[19 12] ; [3 2],[18.94444444 12.05555556] ; [3.05555556 1.94444444],0
v1,1,0.977143,0.000821,[22 41] ; [ 6 11],[22.05 40.95] ; [ 5.95 11.05],0
a5,1,0.994463,4.8e-05,[37 26] ; [10  7],[37.0125 25.9875] ; [9.9875 7.0125],0
u3,1,1.0,0.0,[11 11] ; [5 5],[11. 11.] ; [5. 5.],0
