Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.014371,5.991962,[12 22] ; [6 1],[14.92682927 19.07317073] ; [3.07317073 3.92682927],0
p6,1,0.01979,5.430365,[ 1 32] ; [2 5],[ 2.475 30.525] ; [0.525 6.475],0
p11,1,0.142258,2.153361,[ 6 28] ; [3 4],[ 7.46341463 26.53658537] ; [1.53658537 5.46341463],0
v3,1,0.142258,2.153361,[ 6 28] ; [3 4],[ 7.46341463 26.53658537] ; [1.53658537 5.46341463],0
a2,1,0.145946,2.114122,[ 3 31] ; [2 5],[ 4.14634146 29.85365854] ; [0.85365854 6.14634146],0
b3,1,0.160581,1.96875,[ 9 15] ; [3 1],[10.28571429 13.71428571] ; [1.71428571 2.28571429],0
b2,1,0.160581,1.96875,[ 9 15] ; [3 1],[10.28571429 13.71428571] ; [1.71428571 2.28571429],0
b1,1,0.178596,1.809265,[20 14] ; [6 1],[21.56097561 12.43902439] ; [4.43902439 2.56097561],0
d5,1,0.188035,1.732943,[15 19] ; [5 2],[16.58536585 17.41463415] ; [3.41463415 3.58536585],0
u3,1,0.201352,1.63254,[ 2 13] ; [1 1],[ 2.64705882 12.35294118] ; [0.35294118 1.64705882],0
u1,1,0.204485,1.610052,[ 1 33] ; [1 6],[ 1.65853659 32.34146341] ; [0.34146341 6.65853659],0
s7,1,0.230139,1.44,[ 4 26] ; [2 4],[ 5. 25.] ; [1. 5.],0
b4,1,0.240137,1.379792,[16 18] ; [5 2],[17.41463415 16.58536585] ; [3.58536585 3.41463415],0
p2,1,0.293257,1.104609,[ 8 26] ; [3 4],[ 9.12195122 24.87804878] ; [1.87804878 5.12195122],0
s3,1,0.366273,0.816269,[10 22] ; [1 6],[ 9.02564103 22.97435897] ; [1.97435897 5.02564103],0
n2,1,0.384938,0.754872,[ 8 12] ; [2 1],[ 8.69565217 11.30434783] ; [1.30434783 1.69565217],0
n6,1,0.388237,0.744456,[13 20] ; [4 3],[14.025 18.975] ; [2.975 4.025],0
n3,1,0.427205,0.630409,[ 8 11] ; [2 1],[ 8.63636364 10.36363636] ; [1.36363636 1.63636364],0
a7,1,0.43825,0.600861,[14 20] ; [4 3],[14.92682927 19.07317073] ; [3.07317073 3.92682927],0
s8,1,0.45299,0.563161,[ 2 31] ; [1 6],[ 2.475 30.525] ; [0.525 6.475],0
n4,1,0.486335,0.484625,[24 10] ; [4 3],[23.2195122 10.7804878] ; [4.7804878 2.2195122],0
d2,1,0.496802,0.46176,[14 19] ; [2 5],[13.2 19.8] ; [2.8 4.2],0
p4,1,0.506586,0.441113,[ 6 28] ; [2 5],[ 6.63414634 27.36585366] ; [1.36585366 5.63414634],0
v1,1,0.506586,0.441113,[ 6 28] ; [2 5],[ 6.63414634 27.36585366] ; [1.36585366 5.63414634],0
a5,1,0.529134,0.396054,[19 15] ; [3 4],[18.24390244 15.75609756] ; [3.75609756 3.24390244],0
a3,1,0.552664,0.352567,[19 13] ; [5 2],[19.69230769 12.30769231] ; [4.30769231 2.69230769],0
n1,1,0.589962,0.290404,[10 10] ; [1 2],[ 9.56521739 10.43478261] ; [1.43478261 1.56521739],0
s4,1,0.590536,0.289507,[ 8 26] ; [1 6],[ 7.46341463 26.53658537] ; [1.53658537 5.46341463],0
d4,1,0.626924,0.236255,[16 18] ; [4 3],[16.58536585 17.41463415] ; [3.41463415 3.58536585],0
p9,1,0.652397,0.202891,[ 7 25] ; [1 6],[ 6.56410256 25.43589744] ; [1.43589744 5.56410256],0
s6,1,0.671918,0.179367,[ 7 26] ; [2 5],[ 7.425 25.575] ; [1.575 5.425],0
p8,1,0.698079,0.150478,[ 3 29] ; [1 6],[ 3.28205128 28.71794872] ; [0.71794872 6.28205128],0
a1,1,0.701593,0.14682,[ 7 27] ; [1 6],[ 6.63414634 27.36585366] ; [1.36585366 5.63414634],0
p3,1,0.701593,0.14682,[ 7 27] ; [1 6],[ 6.63414634 27.36585366] ; [1.36585366 5.63414634],0
a6,1,0.730626,0.118537,[17 17] ; [4 3],[17.41463415 16.58536585] ; [3.58536585 3.41463415],0
a4,1,0.791857,0.069643,[12 20] ; [3 4],[12.30769231 19.69230769] ; [2.69230769 4.30769231],0
d3,1,0.819429,0.052111,[13 21] ; [3 4],[13.26829268 20.73170732] ; [2.73170732 4.26829268],0
s2,1,0.829587,0.046324,[ 6 28] ; [1 6],[ 5.80487805 28.19512195] ; [1.19512195 5.80487805],0
r1,1,0.844773,0.038335,[11 23] ; [2 5],[10.7804878 23.2195122] ; [2.2195122 4.7804878],0
r4,1,0.852745,0.034454,[ 4 30] ; [1 6],[ 4.14634146 29.85365854] ; [0.85365854 6.14634146],0
s1,1,0.852745,0.034454,[ 4 30] ; [1 6],[ 4.14634146 29.85365854] ; [0.85365854 6.14634146],0
p7,1,0.909048,0.013051,[ 9 25] ; [2 5],[ 9.12195122 24.87804878] ; [1.87804878 5.12195122],0
n5,1,0.909048,0.013051,[25  9] ; [5 2],[24.87804878  9.12195122] ; [5.12195122 1.87804878],0
d1,1,0.964507,0.00198,[10 24] ; [2 5],[ 9.95121951 24.04878049] ; [2.04878049 4.95121951],0
r2,1,0.96558,0.001862,[18 14] ; [4 3],[18.05128205 13.94871795] ; [3.94871795 3.05128205],0
