Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.00015,14.376913,[4 6] ; [199  34],[8.35390947 1.64609053] ; [194.64609053  38.35390947],1
r4,1,0.005195,7.810362,[7 3] ; [219  15],[9.26229508 0.73770492] ; [216.73770492  17.26229508],0
s1,1,0.005197,7.809617,[2 8] ; [  7 227],[0.36885246 9.63114754] ; [  8.63114754 225.36885246],0
r2,1,0.005456,7.721851,[8 2] ; [225   7],[9.62809917 0.37190083] ; [223.37190083   8.62809917],0
d5,1,0.012543,6.232444,[5 5] ; [190  42],[8.05785124 1.94214876] ; [186.94214876  45.05785124],0
p2,1,0.014098,6.025773,[7 3] ; [215  18],[9.13580247 0.86419753] ; [212.86419753  20.13580247],0
b5,1,0.022802,5.183511,[9 1] ; [125 109],[5.49180328 4.50819672] ; [128.50819672 105.49180328],0
s6,1,0.048188,3.903414,[7 3] ; [205  23],[8.90756303 1.09243697] ; [203.09243697  24.90756303],0
s3,1,0.06951,3.294548,[6 3] ; [204  29],[7.80991736 1.19008264] ; [202.19008264  30.80991736],0
v4,1,0.119485,2.424059,[9 1] ; [226   5],[9.75103734 0.24896266] ; [225.24896266   5.75103734],0
p7,1,0.161446,1.960625,[6 3] ; [193  36],[7.52521008 1.47478992] ; [191.47478992  37.52521008],0
s8,1,0.219485,1.507738,[5 5] ; [159  73],[6.7768595 3.2231405] ; [157.2231405  74.7768595],0
d2,1,0.220357,1.502047,[3 7] ; [116 117],[4.89711934 5.10288066] ; [114.10288066 118.89711934],0
a6,1,0.261142,1.262694,[8 2] ; [145  87],[6.32231405 3.67768595] ; [146.67768595  85.32231405],0
d1,1,0.28985,1.120319,[5 5] ; [155  79],[6.55737705 3.44262295] ; [153.44262295  80.55737705],0
a5,1,0.319984,0.989014,[9 1] ; [179  55],[7.70491803 2.29508197] ; [180.29508197  53.70491803],0
a2,1,0.319984,0.989014,[1 9] ; [ 55 179],[2.29508197 7.70491803] ; [ 53.70491803 180.29508197],0
s7,1,0.321781,0.981692,[6 4] ; [169  59],[7.35294118 2.64705882] ; [167.64705882  60.35294118],0
p3,1,0.329097,0.952446,[5 5] ; [151  81],[6.44628099 3.55371901] ; [149.55371901  82.44628099],0
p9,1,0.331217,0.944135,[8 2] ; [209  24],[8.93004115 1.06995885] ; [208.06995885  24.93004115],0
p10,1,0.361022,0.834335,[8 2] ; [208  25],[8.88888889 1.11111111] ; [207.11111111  25.88888889],0
n1,1,0.369288,0.806061,[2 1] ; [14 21],[1.26315789 1.73684211] ; [14.73684211 20.26315789],0
a4,1,0.381179,0.766896,[3 7] ; [103 131],[4.3442623 5.6557377] ; [101.6557377 132.3442623],0
d4,1,0.394684,0.724463,[8 2] ; [206  26],[8.84297521 1.15702479] ; [205.15702479  26.84297521],0
b4,1,0.395333,0.722477,[7 3] ; [132 102],[5.69672131 4.30327869] ; [133.30327869 100.69672131],0
u1,1,0.46487,0.534144,[1 9] ; [ 45 189],[1.8852459 8.1147541] ; [ 44.1147541 189.8852459],0
b1,1,0.481209,0.496121,[5 5] ; [ 91 143],[3.93442623 6.06557377] ; [ 92.06557377 141.93442623],0
p1,1,0.491102,0.474112,[2 8] ; [ 29 202],[1.28630705 8.71369295] ; [ 29.71369295 201.28630705],0
v2,1,0.513262,0.427412,[5 5] ; [137  90],[5.99156118 4.00843882] ; [136.00843882  90.99156118],0
b2,1,0.522417,0.40912,[2 5] ; [57 83],[2.80952381 4.19047619] ; [56.19047619 83.80952381],0
b3,1,0.522417,0.40912,[2 5] ; [57 83],[2.80952381 4.19047619] ; [56.19047619 83.80952381],0
v1,1,0.537185,0.380782,[7 3] ; [138  91],[6.06694561 3.93305439] ; [138.93305439  90.06694561],0
v3,1,0.59066,0.289314,[4 6] ; [111 117],[4.83193277 5.16806723] ; [110.16806723 117.83193277],0
p11,1,0.602349,0.271467,[8 2] ; [201  33],[8.56557377 1.43442623] ; [200.43442623  33.56557377],0
s4,1,0.610636,0.259249,[3 7] ; [ 53 177],[2.33333333 7.66666667] ; [ 53.66666667 176.33333333],0
a7,1,0.642179,0.215903,[8 2] ; [171  62],[7.36625514 2.63374486] ; [171.63374486  61.36625514],0
d3,1,0.642179,0.215903,[8 2] ; [171  62],[7.36625514 2.63374486] ; [171.63374486  61.36625514],0
p12,1,0.689003,0.160166,[1 9] ; [ 34 200],[1.43442623 8.56557377] ; [ 33.56557377 200.43442623],0
a1,1,0.700487,0.147966,[1 9] ; [ 16 218],[0.69672131 9.30327869] ; [ 16.30327869 217.69672131],0
p4,1,0.769478,0.085883,[8 2] ; [177  56],[7.61316872 2.38683128] ; [177.38683128  55.61316872],0
n5,1,0.787396,0.072735,[8 2] ; [194  39],[8.3127572 1.6872428] ; [193.6872428  39.3127572],0
a3,1,0.788289,0.07211,[7 3] ; [172  61],[7.36625514 2.63374486] ; [171.63374486  61.36625514],0
p6,1,0.793048,0.06883,[6 4] ; [130 103],[5.59670782 4.40329218] ; [130.40329218 102.59670782],0
s5,1,0.801372,0.063289,[5 5] ; [120 102],[5.38793103 4.61206897] ; [119.61206897 102.38793103],0
u2,1,0.809294,0.058244,[2 1] ; [37 25],[1.8 1.2] ; [37.2 24.8],0
n3,1,0.820643,0.051401,[2 1] ; [21 14],[1.81578947 1.18421053] ; [21.18421053 13.81578947],0
u3,1,0.87864,0.023315,[2 1] ; [38 23],[1.875 1.125] ; [38.125 22.875],0
n4,1,0.924521,0.008976,[8 2] ; [190  44],[8.1147541 1.8852459] ; [189.8852459  44.1147541],0
p5,1,0.937569,0.006135,[2 8] ; [ 49 184],[2.09876543 7.90123457] ; [ 48.90123457 184.09876543],0
n6,1,1.0,0.0,[9 1] ; [207  23],[9. 1.] ; [207.  23.],0
