Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000831,11.171381,[15 72] ; [17 20],[22.4516129 64.5483871] ; [ 9.5483871 27.4516129],1
p6,1,0.002021,9.53064,[10 74] ; [13 23],[16.1 67.9] ; [ 6.9 29.1],0
d3,1,0.00686,7.309369,[43 44] ; [28  9],[49.81451613 37.18548387] ; [21.18548387 15.81451613],0
r3,1,0.010106,6.616113,[60 25] ; [34  3],[65.49180328 19.50819672] ; [28.50819672  8.49180328],0
d5,1,0.0127,6.210364,[53 34] ; [31  6],[58.93548387 28.06451613] ; [25.06451613 11.93548387],0
s6,1,0.013494,6.103107,[17 68] ; [15 21],[22.47933884 62.52066116] ; [ 9.52066116 26.47933884],0
p8,1,0.014529,5.972669,[15 71] ; [14 23],[20.27642276 65.72357724] ; [ 8.72357724 28.27642276],0
s2,1,0.021127,5.316305,[ 5 81] ; [ 7 29],[ 8.45901639 77.54098361] ; [ 3.54098361 32.45901639],0
v2,1,0.040687,4.189013,[28 57] ; [19 17],[33.01652893 51.98347107] ; [13.98347107 22.01652893],0
u1,1,0.045551,3.998124,[ 6 81] ; [ 7 30],[ 9.12096774 77.87903226] ; [ 3.87903226 33.12096774],0
p2,1,0.054142,3.708315,[40 47] ; [24 13],[44.90322581 42.09677419] ; [19.09677419 17.90322581],0
s8,1,0.057198,3.616819,[ 8 77] ; [ 8 28],[11.23966942 73.76033058] ; [ 4.76033058 31.23966942],0
s7,1,0.066782,3.36039,[ 8 72] ; [ 8 27],[11.13043478 68.86956522] ; [ 4.86956522 30.13043478],0
n2,1,0.090844,2.85936,[20 18] ; [11  3],[22.65384615 15.34615385] ; [8.34615385 5.65384615],0
v4,1,0.108519,2.575654,[63 23] ; [32  5],[66.42276423 19.57723577] ; [28.57723577  8.42276423],0
d1,1,0.115927,2.471505,[36 51] ; [21 16],[39.99193548 47.00806452] ; [17.00806452 19.99193548],0
s1,1,0.140506,2.172403,[ 2 83] ; [ 3 34],[ 3.48360656 81.51639344] ; [ 1.51639344 35.48360656],0
d4,1,0.144326,2.131215,[56 30] ; [29  8],[59.43089431 26.56910569] ; [25.56910569 11.43089431],0
u3,1,0.149477,2.077583,[14 23] ; [10  7],[16.44444444 20.55555556] ; [7.55555556 9.44444444],0
a1,1,0.15272,2.044872,[ 9 78] ; [ 1 36],[ 7.01612903 79.98387097] ; [ 2.98387097 34.01612903],0
r4,1,0.199302,1.647485,[53 34] ; [27 10],[56.12903226 30.87096774] ; [23.87096774 13.12903226],0
v1,1,0.212966,1.551146,[25 61] ; [15 22],[27.96747967 58.03252033] ; [12.03252033 24.96747967],0
p7,1,0.212966,1.551146,[25 61] ; [15 22],[27.96747967 58.03252033] ; [12.03252033 24.96747967],0
s5,1,0.230486,1.437858,[ 8 77] ; [ 6 29],[ 9.91666667 75.08333333] ; [ 4.08333333 30.91666667],0
a4,1,0.236191,1.403185,[32 54] ; [18 19],[34.95934959 51.04065041] ; [15.04065041 21.95934959],0
b5,1,0.268081,1.22654,[52 35] ; [26 11],[54.72580645 32.27419355] ; [23.27419355 13.72580645],0
d2,1,0.284154,1.147115,[37 48] ; [20 17],[39.71311475 45.28688525] ; [17.28688525 19.71311475],0
a5,1,0.340787,0.907468,[46 41] ; [23 14],[48.41129032 38.58870968] ; [20.58870968 16.41129032],0
n5,1,0.355522,0.853649,[45 41] ; [16 21],[42.6504065 43.3495935] ; [18.3495935 18.6504065],0
a7,1,0.386157,0.751008,[48 37] ; [24 13],[50.16393443 34.83606557] ; [21.83606557 15.16393443],0
r2,1,0.458949,0.548456,[68 16] ; [32  5],[69.4214876 14.5785124] ; [30.5785124  6.4214876],0
u2,1,0.476087,0.507812,[15 21] ; [ 5 11],[13.84615385 22.15384615] ; [6.15384615 9.84615385],0
b1,1,0.528239,0.397779,[44 43] ; [21 16],[45.60483871 41.39516129] ; [19.39516129 17.60483871],0
p5,1,0.529847,0.394685,[ 1 86] ; [ 1 36],[ 1.40322581 85.59677419] ; [ 0.59677419 36.40322581],0
r1,1,0.560817,0.338292,[53 32] ; [21 16],[51.55737705 33.44262295] ; [22.44262295 14.55737705],0
a8,1,0.597106,0.279384,[ 7 72] ; [ 4 29],[ 7.75892857 71.24107143] ; [ 3.24107143 29.75892857],0
n6,1,0.598832,0.276761,[53 33] ; [24 12],[54.27868852 31.72131148] ; [22.72131148 13.27868852],0
n1,1,0.603293,0.270058,[12 25] ; [6 9],[12.80769231 24.19230769] ; [5.19230769 9.80769231],0
b4,1,0.659547,0.194074,[48 39] ; [22 15],[49.11290323 37.88709677] ; [20.88709677 16.11290323],0
p11,1,0.666651,0.185544,[41 46] ; [19 18],[42.09677419 44.90322581] ; [17.90322581 19.09677419],0
a3,1,0.674761,0.176083,[50 36] ; [20 17],[48.94308943 37.05691057] ; [21.05691057 15.94308943],0
a6,1,0.712995,0.135303,[51 36] ; [23 14],[51.91935484 35.08064516] ; [22.08064516 14.91935484],0
p9,1,0.714938,0.133395,[22 61] ; [11 26],[22.825 60.175] ; [10.175 26.825],0
v3,1,0.774799,0.081855,[18 64] ; [ 9 28],[18.60504202 63.39495798] ; [ 8.39495798 28.60504202],0
a2,1,0.79153,0.069867,[17 70] ; [ 8 29],[17.54032258 69.45967742] ; [ 7.45967742 29.54032258],0
b2,1,0.908778,0.013129,[17 38] ; [ 9 19],[17.22891566 37.77108434] ; [ 8.77108434 19.22891566],0
b3,1,0.908778,0.013129,[17 38] ; [ 9 19],[17.22891566 37.77108434] ; [ 8.77108434 19.22891566],0
p1,1,0.92853,0.008045,[ 5 81] ; [ 2 35],[ 4.89430894 81.10569106] ; [ 2.10569106 34.89430894],0
n3,1,0.940968,0.005484,[22 14] ; [9 6],[21.88235294 14.11764706] ; [9.11764706 5.88235294],0
s4,1,0.97161,0.001267,[ 7 79] ; [ 3 33],[ 7.04918033 78.95081967] ; [ 2.95081967 33.04918033],0
n4,1,0.987018,0.000265,[51 35] ; [22 15],[51.04065041 34.95934959] ; [21.95934959 15.04065041],0
