Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1.7e-05,18.545932,[23 26] ; [97 24],[34.58823529 14.41176471] ; [85.41176471 35.58823529],1
a4,1,6.1e-05,16.063541,[10 39] ; [65 55],[21.74556213 27.25443787] ; [53.25443787 66.74556213],1
d1,1,6.5e-05,15.939884,[13 36] ; [73 48],[24.78823529 24.21176471] ; [61.21176471 59.78823529],1
d5,1,9.6e-05,15.21,[28 21] ; [102  18],[37.69230769 11.30769231] ; [92.30769231 27.69230769],1
d4,1,0.000177,14.063955,[28 21] ; [101  19],[37.40236686 11.59763314] ; [91.59763314 28.40236686],1
d2,1,0.000313,12.988763,[13 36] ; [69 52],[23.63529412 25.36470588] ; [58.36470588 62.63529412],1
n3,1,0.000504,12.10084,[ 4 11] ; [24  6],[9.33333333 5.66666667] ; [18.66666667 11.33333333],1
b2,1,0.000902,11.018065,[ 5 26] ; [41 40],[12.73214286 18.26785714] ; [33.26785714 47.73214286],1
b3,1,0.000902,11.018065,[ 5 26] ; [41 40],[12.73214286 18.26785714] ; [33.26785714 47.73214286],1
p3,1,0.001589,9.972264,[18 31] ; [76 44],[27.25443787 21.74556213] ; [66.74556213 53.25443787],0
v3,1,0.017799,5.615851,[13 34] ; [56 61],[19.77439024 27.22560976] ; [49.22560976 67.77439024],0
u3,1,0.046108,3.977646,[16 10] ; [ 8 16],[12.48 13.52] ; [11.52 12.48],0
s8,1,0.048715,3.885155,[24 25] ; [79 42],[29.68823529 19.31176471] ; [73.31176471 47.68823529],0
a6,1,0.052916,3.746556,[14 35] ; [54 67],[19.6 29.4] ; [48.4 72.6],0
p9,1,0.053574,3.725937,[37 12] ; [105  15],[41.17159763  7.82840237] ; [100.82840237  19.17159763],0
s7,1,0.056662,3.632497,[25 22] ; [82 37],[30.29518072 16.70481928] ; [76.70481928 42.29518072],0
n2,1,0.134957,2.234535,[9 6] ; [25  6],[11.08695652  3.91304348] ; [22.91304348  8.08695652],0
n6,1,0.142936,2.146059,[37 12] ; [102  18],[40.30177515  8.69822485] ; [98.69822485 21.30177515],0
r2,1,0.157675,1.996382,[41  7] ; [111   9],[43.42857143  4.57142857] ; [108.57142857  11.42857143],0
u1,1,0.175532,1.835048,[ 1 48] ; [  9 112],[ 2.88235294 46.11764706] ; [  7.11764706 113.88235294],0
p10,1,0.192701,1.696844,[36 13] ; [98 21],[39.08333333  9.91666667] ; [94.91666667 24.08333333],0
v2,1,0.233908,1.416941,[18 27] ; [59 58],[21.38888889 23.61111111] ; [55.61111111 61.38888889],0
r1,1,0.310066,1.030393,[34 15] ; [93 28],[36.60588235 12.39411765] ; [90.39411765 30.60588235],0
a1,1,0.334835,0.930106,[ 2 47] ; [ 10 111],[ 3.45882353 45.54117647] ; [  8.54117647 112.45882353],0
n1,1,0.34539,0.890323,[6 9] ; [17 14],[7.5 7.5] ; [15.5 15.5],0
r4,1,0.39101,0.735799,[40  9] ; [105  16],[41.79411765  7.20588235] ; [103.20588235  17.79411765],0
s5,1,0.415702,0.662433,[20 27] ; [58 59],[22.35365854 24.64634146] ; [55.64634146 61.35365854],0
s2,1,0.422262,0.644012,[29 19] ; [81 40],[31.24260355 16.75739645] ; [78.75739645 42.24260355],0
p2,1,0.436785,0.604715,[36 13] ; [94 25],[37.91666667 11.08333333] ; [92.08333333 26.91666667],0
s3,1,0.450306,0.569882,[35 13] ; [81 40],[32.94674556 15.05325444] ; [83.05325444 37.94674556],0
s4,1,0.474637,0.511161,[14 35] ; [28 92],[12.17751479 36.82248521] ; [29.82248521 90.17751479],0
b5,1,0.481799,0.494788,[26 23] ; [57 64],[23.92352941 25.07647059] ; [59.07647059 61.92352941],0
s1,1,0.546446,0.363723,[ 3 44] ; [  5 115],[ 2.25149701 44.74850299] ; [  5.74850299 114.25149701],0
p8,1,0.575668,0.31329,[23 26] ; [61 57],[24.64670659 24.35329341] ; [59.35329341 58.64670659],0
u2,1,0.585588,0.297287,[15 11] ; [12 12],[14.04 11.96] ; [12.96 11.04],0
b1,1,0.61146,0.258054,[23 26] ; [62 59],[24.5 24.5] ; [60.5 60.5],0
p5,1,0.627626,0.235294,[ 8 41] ; [ 16 103],[ 7. 42.] ; [ 17. 102.],0
b4,1,0.63734,0.222238,[26 23] ; [69 52],[27.38235294 21.61764706] ; [67.61764706 53.38235294],0
d3,1,0.681509,0.168432,[23 26] ; [61 60],[24.21176471 24.78823529] ; [59.78823529 61.21176471],0
p1,1,0.69801,0.150551,[ 5 44] ; [ 10 110],[ 4.34911243 44.65088757] ; [ 10.65088757 109.34911243],0
p12,1,0.709869,0.138408,[ 5 44] ; [ 10 109],[ 4.375 44.625] ; [ 10.625 108.375],0
r3,1,0.761642,0.092006,[46  3] ; [112   9],[45.54117647  3.45882353] ; [112.45882353   8.54117647],0
p11,1,0.796078,0.066784,[38 11] ; [96 25],[38.62352941 10.37647059] ; [95.37647059 25.62352941],0
p4,1,0.811504,0.056876,[29 20] ; [74 47],[29.68823529 19.31176471] ; [73.31176471 47.68823529],0
p7,1,0.820622,0.051414,[31 17] ; [74 44],[30.36144578 17.63855422] ; [74.63855422 43.36144578],0
v4,1,0.843851,0.038797,[44  4] ; [112   9],[44.30769231  3.69230769] ; [111.69230769   9.30769231],0
n4,1,0.853436,0.034127,[39 10] ; [97 23],[39.43195266  9.56804734] ; [96.56804734 23.43195266],0
a8,1,0.864996,0.028906,[ 6 40] ; [ 14 102],[ 5.67901235 40.32098765] ; [ 14.32098765 101.67901235],0
p6,1,0.871189,0.026292,[20 27] ; [49 70],[19.53614458 27.46385542] ; [49.46385542 69.53614458],0
n5,1,0.950652,0.00383,[39 10] ; [95 25],[38.85207101 10.14792899] ; [95.14792899 24.85207101],0
v1,1,0.957238,0.002875,[27 22] ; [65 52],[27.15662651 21.84337349] ; [64.84337349 52.15662651],0
