Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.174163,[ 3 17] ; [102  24],[14.38356164  5.61643836] ; [90.61643836 35.38356164],1
r1,1,5e-06,20.709533,[ 4 16] ; [91 35],[13.01369863  6.98630137] ; [81.98630137 44.01369863],1
v4,1,1.6e-05,18.580645,[10 10] ; [110  14],[16.66666667  3.33333333] ; [103.33333333  20.66666667],1
r3,1,0.000164,14.203563,[10 10] ; [108  18],[16.16438356  3.83561644] ; [101.83561644  24.16438356],1
s3,1,0.002623,9.052453,[ 3 16] ; [66 59],[9.10416667 9.89583333] ; [59.89583333 65.10416667],0
a5,1,0.002898,8.870461,[ 6 14] ; [82 44],[12.05479452  7.94520548] ; [75.94520548 50.05479452],0
d5,1,0.003699,8.425749,[ 6 14] ; [81 45],[11.91780822  8.08219178] ; [75.08219178 50.91780822],0
a4,1,0.006646,7.36626,[ 2 18] ; [52 73],[ 7.44827586 12.55172414] ; [46.55172414 78.44827586],0
a3,1,0.007208,7.220414,[ 7 13] ; [83 42],[12.4137931  7.5862069] ; [77.5862069 47.4137931],0
p10,1,0.007904,7.055139,[ 6 13] ; [79 45],[11.29370629  7.70629371] ; [73.70629371 50.29370629],0
d4,1,0.009715,6.686484,[ 8 12] ; [87 38],[13.10344828  6.89655172] ; [81.89655172 43.10344828],0
p11,1,0.011714,6.353716,[ 9 11] ; [92 34],[13.83561644  6.16438356] ; [87.16438356 38.83561644],0
v1,1,0.01775,5.620645,[ 4 16] ; [60 64],[ 8.88888889 11.11111111] ; [55.11111111 68.88888889],0
s8,1,0.028527,4.795956,[ 2 18] ; [43 82],[ 6.20689655 13.79310345] ; [38.79310345 86.20689655],0
s2,1,0.029332,4.748023,[ 3 17] ; [50 74],[ 7.36111111 12.63888889] ; [45.63888889 78.36111111],0
s6,1,0.032034,4.596672,[ 5 15] ; [62 60],[ 9.43661972 10.56338028] ; [57.56338028 64.43661972],0
d1,1,0.038213,4.295504,[ 3 17] ; [49 77],[ 7.12328767 12.87671233] ; [44.87671233 81.12328767],0
s1,1,0.045445,4.002053,[ 3 17] ; [  5 120],[ 1.10344828 18.89655172] ; [  6.89655172 118.10344828],0
v3,1,0.054338,3.702293,[ 2 18] ; [37 83],[ 5.57142857 14.42857143] ; [33.42857143 86.57142857],0
p9,1,0.056387,3.640579,[ 8 10] ; [83 40],[11.61702128  6.38297872] ; [79.38297872 43.61702128],0
s7,1,0.064037,3.429614,[ 3 15] ; [47 73],[ 6.52173913 11.47826087] ; [43.47826087 76.52173913],0
s5,1,0.065147,3.401251,[ 2 18] ; [36 85],[ 5.39007092 14.60992908] ; [32.60992908 88.39007092],0
a6,1,0.067634,3.339519,[ 5 15] ; [59 67],[ 8.76712329 11.23287671] ; [55.23287671 70.76712329],0
p7,1,0.068526,3.317972,[ 5 15] ; [58 66],[ 8.75 11.25] ; [54.25 69.75],0
b1,1,0.075387,3.161647,[13  7] ; [55 71],[ 9.31506849 10.68493151] ; [58.68493151 67.31506849],0
v2,1,0.075676,3.155409,[ 4 15] ; [51 69],[ 7.51798561 11.48201439] ; [47.48201439 72.51798561],0
n6,1,0.095257,2.783212,[11  8] ; [95 30],[13.98611111  5.01388889] ; [92.01388889 32.98611111],0
n1,1,0.097902,2.739392,[ 2 10] ; [20 27],[4.47457627 7.52542373] ; [17.52542373 29.47457627],0
n2,1,0.100383,2.699446,[6 6] ; [35 12],[8.33898305 3.66101695] ; [32.66101695 14.33898305],0
p6,1,0.11412,2.496224,[ 1 18] ; [25 98],[ 3.47887324 15.52112676] ; [ 22.52112676 100.47887324],0
p1,1,0.120327,2.413056,[ 3 17] ; [  7 119],[ 1.36986301 18.63013699] ; [  8.63013699 117.36986301],0
b4,1,0.179488,1.801861,[14  6] ; [68 58],[11.23287671  8.76712329] ; [70.76712329 55.23287671],0
p2,1,0.203674,1.615832,[10 10] ; [81 44],[12.55172414  7.44827586] ; [78.44827586 46.55172414],0
d2,1,0.227974,1.453459,[ 6 14] ; [55 69],[ 8.47222222 11.52777778] ; [52.52777778 71.47222222],0
u2,1,0.285322,1.141564,[7 6] ; [16 27],[5.33928571 7.66071429] ; [17.66071429 25.33928571],0
n3,1,0.287572,1.130952,[6 6] ; [30 15],[7.57894737 4.42105263] ; [28.42105263 16.57894737],0
n4,1,0.350599,0.871289,[12  8] ; [88 37],[13.79310345  6.20689655] ; [86.20689655 38.79310345],0
d3,1,0.458682,0.549108,[ 5 15] ; [42 84],[ 6.43835616 13.56164384] ; [40.56164384 85.43835616],0
p5,1,0.514601,0.4247,[ 1 19] ; [  3 121],[ 0.55555556 19.44444444] ; [  3.44444444 120.55555556],0
n5,1,0.529828,0.394722,[15  5] ; [85 40],[13.79310345  6.20689655] ; [86.20689655 38.79310345],0
b5,1,0.539532,0.376408,[ 9 11] ; [66 60],[10.2739726  9.7260274] ; [64.7260274 61.2739726],0
b2,1,0.557131,0.344697,[5 9] ; [34 43],[6. 8.] ; [33. 44.],0
b3,1,0.557131,0.344697,[5 9] ; [34 43],[6. 8.] ; [33. 44.],0
