Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.938174,[44 16] ; [33 68],[28.69565217 31.30434783] ; [48.30434783 52.69565217],1
p11,1,0.000359,12.736241,[52 10] ; [58 44],[41.58536585 20.41463415] ; [68.41463415 33.58536585],1
p6,1,0.000596,11.788483,[23 38] ; [14 85],[14.10625 46.89375] ; [22.89375 76.10625],1
p2,1,0.001579,9.983921,[50 12] ; [57 44],[40.6993865 21.3006135] ; [66.3006135 34.6993865],0
p10,1,0.001611,9.947039,[48 13] ; [54 46],[38.64596273 22.35403727] ; [63.35403727 36.64596273],0
p4,1,0.003638,8.456176,[35 27] ; [34 68],[26.08536585 35.91463415] ; [42.91463415 59.08536585],0
v4,1,0.008157,6.998641,[54  7] ; [72 30],[47.15337423 13.84662577] ; [78.84662577 23.15337423],0
a3,1,0.009409,6.743565,[26 36] ; [64 38],[34.02439024 27.97560976] ; [55.97560976 46.02439024],0
p5,1,0.01152,6.383347,[ 7 55] ; [ 2 99],[ 3.42331288 58.57668712] ; [ 5.57668712 95.42331288],0
p3,1,0.013279,6.131613,[29 33] ; [28 73],[21.6809816 40.3190184] ; [35.3190184 65.6809816],0
s8,1,0.02054,5.365379,[20 42] ; [17 85],[13.98780488 48.01219512] ; [23.01219512 78.98780488],0
b1,1,0.026178,4.944204,[20 42] ; [51 51],[26.84146341 35.15853659] ; [44.15853659 57.84146341],0
r3,1,0.036847,4.357449,[54  8] ; [74 27],[48.68711656 13.31288344] ; [79.31288344 21.68711656],0
p12,1,0.057378,3.61159,[ 5 56] ; [  2 100],[ 2.6196319 58.3803681] ; [ 4.3803681 97.6196319],0
s6,1,0.060674,3.518857,[30 31] ; [35 67],[24.32515337 36.67484663] ; [40.67484663 61.32515337],0
n6,1,0.060748,3.516833,[49 12] ; [68 34],[43.78527607 17.21472393] ; [73.21472393 28.78527607],0
b2,1,0.063674,3.439008,[ 8 29] ; [25 38],[12.21 24.79] ; [20.79 42.21],0
b3,1,0.063674,3.439008,[ 8 29] ; [25 38],[12.21 24.79] ; [20.79 42.21],0
p9,1,0.100728,2.693971,[49 13] ; [65 32],[44.45283019 17.54716981] ; [69.54716981 27.45283019],0
s1,1,0.120377,2.412413,[ 3 59] ; [  1 101],[ 1.51219512 60.48780488] ; [ 2.48780488 99.51219512],0
