Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.003288,8.640232,[10 17] ; [14  3],[14.72727273 12.27272727] ; [9.27272727 7.72727273],0
v3,1,0.006954,7.284689,[ 4 23] ; [9 8],[ 7.97727273 19.02272727] ; [ 5.02272727 11.97727273],0
s2,1,0.016986,5.697769,[ 5 22] ; [9 8],[ 8.59090909 18.40909091] ; [ 5.40909091 11.59090909],0
s6,1,0.017738,5.621816,[ 6 20] ; [10  7],[ 9.6744186 16.3255814] ; [ 6.3255814 10.6744186],0
p9,1,0.026944,4.894407,[10 14] ; [13  4],[13.46341463 10.53658537] ; [9.53658537 7.46341463],0
p10,1,0.030212,4.697168,[10 17] ; [12  5],[13.5 13.5] ; [8.5 8.5],0
p11,1,0.041852,4.141176,[ 9 18] ; [11  6],[12.27272727 14.72727273] ; [7.72727273 9.27272727],0
p3,1,0.046758,3.954063,[ 7 20] ; [9 7],[10.04651163 16.95348837] ; [ 5.95348837 10.04651163],0
v2,1,0.052823,3.749518,[ 3 24] ; [ 6 11],[ 5.52272727 21.47727273] ; [ 3.47727273 13.52272727],0
p8,1,0.054687,3.691608,[ 6 19] ; [9 8],[ 8.92857143 16.07142857] ; [ 6.07142857 10.92857143],0
r4,1,0.210829,1.565723,[ 5 22] ; [ 6 11],[ 6.75 20.25] ; [ 4.25 12.75],0
d3,1,0.240899,1.375324,[16 11] ; [13  4],[17.79545455  9.20454545] ; [11.20454545  5.79545455],0
b1,1,0.240899,1.375324,[16 11] ; [13  4],[17.79545455  9.20454545] ; [11.20454545  5.79545455],0
a6,1,0.240899,1.375324,[16 11] ; [13  4],[17.79545455  9.20454545] ; [11.20454545  5.79545455],0
a2,1,0.242485,1.366089,[ 4 23] ; [ 5 12],[ 5.52272727 21.47727273] ; [ 3.47727273 13.52272727],0
b4,1,0.282813,1.153522,[13 14] ; [11  6],[14.72727273 12.27272727] ; [9.27272727 7.72727273],0
p1,1,0.297375,1.085928,[ 2 25] ; [ 3 14],[ 3.06818182 23.93181818] ; [ 1.93181818 15.06818182],0
p2,1,0.324343,0.971352,[11 16] ; [9 7],[12.55813953 14.44186047] ; [7.44186047 8.55813953],0
s7,1,0.34347,0.897436,[ 7 17] ; [7 9],[ 8.4 15.6] ; [ 5.6 10.4],0
d4,1,0.348928,0.877352,[17 10] ; [13  4],[18.40909091  8.59090909] ; [11.59090909  5.40909091],0
d2,1,0.349889,0.873859,[16 10] ; [8 9],[14.51162791 11.48837209] ; [9.48837209 7.51162791],0
s5,1,0.382519,0.762589,[ 6 20] ; [ 6 11],[ 7.25581395 18.74418605] ; [ 4.74418605 12.25581395],0
