Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,61.031925,[97 14] ; [11 35],[76.3566879 34.6433121] ; [31.6433121 14.3566879],1
r3,1,0.0,29.657743,[102   9] ; [25 21],[89.78980892 21.21019108] ; [37.21019108  8.78980892],1
r2,1,5.5e-05,16.255366,[102   9] ; [29 15],[93.81290323 17.18709677] ; [37.18709677  6.81290323],1
v4,1,0.000205,13.788007,[97 13] ; [28 17],[88.70967742 21.29032258] ; [36.29032258  8.70967742],1
d4,1,0.000286,13.162759,[88 21] ; [24 22],[78.76129032 30.23870968] ; [33.23870968 12.76129032],1
d3,1,0.002478,9.15643,[73 37] ; [18 27],[64.58064516 45.41935484] ; [26.41935484 18.58064516],0
a1,1,0.003082,8.758201,[  4 107] ; [ 8 38],[  8.48407643 102.51592357] ; [ 3.51592357 42.48407643],0
b1,1,0.004387,8.116308,[52 59] ; [33 13],[60.0955414 50.9044586] ; [24.9044586 21.0955414],0
u2,1,0.004698,7.992099,[28  8] ; [ 8 12],[23.14285714 12.85714286] ; [12.85714286  7.14285714],0
a7,1,0.008053,7.021594,[80 31] ; [23 23],[72.82165605 38.17834395] ; [30.17834395 15.82165605],0
n5,1,0.014478,5.978859,[43 66] ; [28 18],[49.92903226 59.07096774] ; [21.07096774 24.92903226],0
v2,1,0.014594,5.964854,[52 49] ; [13 31],[45.27586207 55.72413793] ; [19.72413793 24.27586207],0
p2,1,0.017953,5.600754,[75 35] ; [21 23],[68.57142857 41.42857143] ; [27.42857143 16.57142857],0
b4,1,0.023937,5.099194,[70 41] ; [20 26],[63.63057325 47.36942675] ; [26.36942675 19.63057325],0
d1,1,0.02807,4.823771,[55 56] ; [14 32],[48.78343949 62.21656051] ; [20.21656051 25.78343949],0
p8,1,0.030371,4.688172,[45 64] ; [10 34],[39.18300654 69.81699346] ; [15.81699346 28.18300654],0
s6,1,0.03606,4.394261,[54 57] ; [14 32],[48.07643312 62.92356688] ; [19.92356688 26.07643312],0
d5,1,0.036333,4.381424,[83 27] ; [27 19],[77.56410256 32.43589744] ; [32.43589744 13.56410256],0
a5,1,0.040644,4.190815,[77 34] ; [24 22],[71.40764331 39.59235669] ; [29.59235669 16.40764331],0
p11,1,0.041024,4.175022,[68 43] ; [20 26],[62.21656051 48.78343949] ; [25.78343949 20.21656051],0
u3,1,0.053337,3.733333,[24 12] ; [ 8 12],[20.57142857 15.42857143] ; [11.42857143  8.57142857],0
v3,1,0.096683,2.759427,[31 69] ; [ 8 37],[26.89655172 73.10344828] ; [12.10344828 32.89655172],0
p1,1,0.104807,2.63083,[  6 104] ; [ 6 40],[  8.46153846 101.53846154] ; [ 3.53846154 42.46153846],0
p3,1,0.106395,2.606965,[37 73] ; [ 9 35],[32.85714286 77.14285714] ; [13.14285714 30.85714286],0
u1,1,0.126741,2.331976,[ 10 101] ; [ 1 45],[  7.77707006 103.22292994] ; [ 3.22292994 42.77707006],0
n1,1,0.141074,2.166209,[12 26] ; [8 7],[14.33962264 23.66037736] ; [5.66037736 9.33962264],0
s5,1,0.197339,1.661961,[18 88] ; [ 4 41],[15.44370861 90.55629139] ; [ 6.55629139 38.44370861],0
a3,1,0.201809,1.629235,[74 36] ; [26 20],[70.51282051 39.48717949] ; [29.48717949 16.51282051],0
p10,1,0.257149,1.284039,[63 46] ; [21 23],[59.84313725 49.15686275] ; [24.15686275 19.84313725],0
s8,1,0.324708,0.969889,[30 81] ; [ 9 37],[27.57324841 83.42675159] ; [11.42675159 34.57324841],0
p7,1,0.353798,0.859788,[53 52] ; [19 26],[50.4 54.6] ; [21.6 23.4],0
s2,1,0.35428,0.858067,[37 73] ; [12 34],[34.55128205 75.44871795] ; [14.44871795 31.55128205],0
s7,1,0.356024,0.85187,[28 73] ; [ 9 35],[25.77241379 75.22758621] ; [11.22758621 32.77241379],0
p5,1,0.424165,0.638748,[  4 104] ; [ 3 42],[  4.94117647 103.05882353] ; [ 2.05882353 42.94117647],0
s3,1,0.441026,0.593611,[51 58] ; [18 27],[48.83766234 60.16233766] ; [20.16233766 24.83766234],0
a4,1,0.468878,0.524619,[43 68] ; [15 31],[41.00636943 69.99363057] ; [16.99363057 29.00636943],0
v1,1,0.475106,0.510075,[49 60] ; [17 27],[47.01960784 61.98039216] ; [18.98039216 25.01960784],0
n2,1,0.489115,0.478473,[26 12] ; [10  7],[24.87272727 13.12727273] ; [11.12727273  5.87272727],0
n3,1,0.501875,0.45097,[22 14] ; [12  5],[23.09433962 12.90566038] ; [10.90566038  6.09433962],0
p4,1,0.508574,0.437,[45 64] ; [16 29],[43.17532468 65.82467532] ; [17.82467532 27.17532468],0
a6,1,0.512518,0.428923,[73 37] ; [28 18],[71.21794872 38.78205128] ; [29.78205128 16.21794872],0
d2,1,0.537631,0.379948,[42 68] ; [20 26],[43.71794872 66.28205128] ; [18.28205128 27.71794872],0
a2,1,0.581333,0.304085,[21 90] ; [ 7 39],[19.79617834 91.20382166] ; [ 8.20382166 37.79617834],0
b5,1,0.581339,0.304075,[68 43] ; [26 20],[66.45859873 44.54140127] ; [27.54140127 18.45859873],0
n4,1,0.71885,0.129597,[59 52] ; [23 23],[57.97452229 53.02547771] ; [24.02547771 21.97452229],0
p12,1,0.844429,0.038507,[  3 105] ; [ 1 44],[  2.82352941 105.17647059] ; [ 1.17647059 43.82352941],0
p6,1,0.856082,0.032893,[16 90] ; [ 7 36],[16.36241611 89.63758389] ; [ 6.63758389 36.36241611],0
p9,1,0.899497,0.015951,[69 40] ; [28 17],[68.65584416 40.34415584] ; [28.34415584 16.65584416],0
s1,1,0.955316,0.00314,[  7 102] ; [ 3 42],[  7.07792208 101.92207792] ; [ 2.92207792 42.07792208],0
b3,1,0.964383,0.001994,[18 44] ; [ 8 20],[17.91111111 44.08888889] ; [ 8.08888889 19.91111111],0
b2,1,0.964383,0.001994,[18 44] ; [ 8 20],[17.91111111 44.08888889] ; [ 8.08888889 19.91111111],0
a8,1,0.9969,1.5e-05,[11 90] ; [ 5 41],[10.99319728 90.00680272] ; [ 5.00680272 40.99319728],0
