Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000294,13.105813,[16 59] ; [15 10],[23.25 51.75] ; [ 7.75 17.25],1
s8,1,0.004589,8.034666,[ 9 70] ; [ 9 16],[13.67307692 65.32692308] ; [ 4.32692308 20.67307692],0
p6,1,0.005803,7.610498,[ 6 72] ; [ 7 17],[ 9.94117647 68.05882353] ; [ 3.05882353 20.94117647],0
p8,1,0.010383,6.567969,[13 65] ; [10 14],[17.58823529 60.41176471] ; [ 5.41176471 18.58823529],0
p2,1,0.013292,6.129808,[36 42] ; [18  6],[41.29411765 36.70588235] ; [12.70588235 11.29411765],0
a4,1,0.028823,4.77817,[22 56] ; [13 12],[26.50485437 51.49514563] ; [ 8.49514563 16.50485437],0
p9,1,0.039058,4.258337,[35 40] ; [17  7],[39.39393939 35.60606061] ; [12.60606061 11.39393939],0
a5,1,0.067502,3.342744,[34 45] ; [16  9],[37.98076923 41.01923077] ; [12.01923077 12.98076923],0
p11,1,0.085987,2.947945,[35 44] ; [16  9],[38.74038462 40.25961538] ; [12.25961538 12.74038462],0
n1,1,0.105382,2.62214,[12 30] ; [6 5],[14.26415094 27.73584906] ; [3.73584906 7.26415094],0
v2,1,0.110594,2.545714,[24 51] ; [12 12],[27.27272727 47.72727273] ; [ 8.72727273 15.27272727],0
s2,1,0.11448,2.491266,[17 62] ; [ 9 15],[19.94174757 59.05825243] ; [ 6.05825243 17.94174757],0
d3,1,0.122786,2.381425,[33 45] ; [15 10],[36.34951456 41.65048544] ; [11.65048544 13.34951456],0
p10,1,0.144755,2.126671,[35 42] ; [15  9],[38.11881188 38.88118812] ; [11.88118812 12.11881188],0
b1,1,0.17099,1.874243,[35 44] ; [15 10],[37.98076923 41.01923077] ; [12.01923077 12.98076923],0
v1,1,0.173641,1.851225,[19 55] ; [10 15],[21.67676768 52.32323232] ; [ 7.32323232 17.67676768],0
s7,1,0.186645,1.743903,[20 56] ; [ 9 13],[22.48979592 53.51020408] ; [ 6.51020408 15.48979592],0
a3,1,0.195636,1.674655,[41 36] ; [17  8],[43.78431373 33.21568627] ; [14.21568627 10.78431373],0
