Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000259,13.346519,[42  7] ; [56 45],[32.01333333 16.98666667] ; [65.98666667 35.01333333],1
r4,1,0.000587,11.815422,[45  4] ; [67 35],[36.34437086 12.65562914] ; [75.65562914 26.34437086],1
n6,1,0.000758,11.342033,[45  4] ; [67 34],[36.58666667 12.41333333] ; [75.41333333 25.58666667],1
p7,1,0.002407,9.209703,[31 17] ; [38 62],[22.37837838 25.62162162] ; [46.62162162 53.37837838],0
p4,1,0.003017,8.796909,[30 18] ; [37 64],[21.58389262 26.41610738] ; [45.41610738 55.58389262],0
r3,1,0.005574,7.683167,[44  4] ; [73 29],[37.44 10.56] ; [79.56 22.44],0
p5,1,0.007101,7.24728,[10 39] ; [ 6 95],[ 5.22666667 43.77333333] ; [10.77333333 90.22666667],0
p6,1,0.010496,6.548764,[23 25] ; [27 74],[16.10738255 31.89261745] ; [33.89261745 67.10738255],0
d1,1,0.014222,6.010338,[33 16] ; [47 55],[25.9602649 23.0397351] ; [54.0397351 47.9602649],0
p3,1,0.017068,5.689321,[27 22] ; [35 66],[20.25333333 28.74666667] ; [41.74666667 59.25333333],0
s3,1,0.040627,4.191497,[30 18] ; [45 56],[24.16107383 23.83892617] ; [50.83892617 50.16107383],0
a1,1,0.046107,3.977689,[ 1 48] ; [12 90],[ 4.21854305 44.78145695] ; [ 8.78145695 93.21854305],0
v1,1,0.050429,3.827128,[27 22] ; [39 63],[21.41721854 27.58278146] ; [44.58278146 57.41721854],0
p10,1,0.06047,3.524438,[32 17] ; [49 51],[26.63758389 22.36241611] ; [54.36241611 45.63758389],0
b2,1,0.080132,3.062231,[ 5 19] ; [25 36],[ 8.47058824 15.52941176] ; [21.52941176 39.47058824],0
b3,1,0.080132,3.062231,[ 5 19] ; [25 36],[ 8.47058824 15.52941176] ; [21.52941176 39.47058824],0
r2,1,0.092215,2.835273,[46  2] ; [86 13],[43.10204082  4.89795918] ; [88.89795918 10.10204082],0
n2,1,0.093081,2.820258,[13  2] ; [24 14],[10.47169811  4.52830189] ; [26.52830189 11.47169811],0
s6,1,0.10536,2.622474,[32 14] ; [56 45],[27.53741497 18.46258503] ; [60.46258503 40.53741497],0
p9,1,0.105469,2.620839,[34 14] ; [57 43],[29.51351351 18.48648649] ; [61.48648649 38.51351351],0
b1,1,0.108299,2.578873,[23 26] ; [62 40],[27.58278146 21.41721854] ; [57.41721854 44.58278146],0
s8,1,0.110003,2.55418,[22 26] ; [33 69],[17.6 30.4] ; [37.4 64.6],0
s1,1,0.113653,2.50267,[ 1 48] ; [ 9 92],[ 3.26666667 45.73333333] ; [ 6.73333333 94.26666667],0
v3,1,0.121217,2.401526,[22 26] ; [32 66],[17.75342466 30.24657534] ; [36.24657534 61.75342466],0
s7,1,0.131396,2.275934,[26 19] ; [41 52],[21.84782609 23.15217391] ; [45.15217391 47.84782609],0
r1,1,0.132559,2.262283,[39  9] ; [71 31],[35.2 12.8] ; [74.8 27.2],0
p12,1,0.18086,1.790542,[ 3 46] ; [  2 100],[ 1.62251656 47.37748344] ; [ 3.37748344 98.62251656],0
a2,1,0.182132,1.780142,[ 9 40] ; [29 73],[12.33112583 36.66887417] ; [25.66887417 76.33112583],0
a6,1,0.185303,1.754576,[25 24] ; [63 38],[28.74666667 20.25333333] ; [59.25333333 41.74666667],0
a3,1,0.195653,1.674526,[29 18] ; [73 28],[32.39189189 14.60810811] ; [69.60810811 31.39189189],0
n1,1,0.196377,1.669116,[10  4] ; [19 18],[7.96078431 6.03921569] ; [21.03921569 15.96078431],0
s2,1,0.206567,1.595326,[26 22] ; [44 58],[22.4 25.6] ; [47.6 54.4],0
d4,1,0.334025,0.933231,[39 10] ; [73 28],[36.58666667 12.41333333] ; [75.41333333 25.58666667],0
p1,1,0.382581,0.76239,[ 6 43] ; [ 8 94],[ 4.54304636 44.45695364] ; [ 9.45695364 92.54304636],0
u1,1,0.392016,0.732678,[11 38] ; [17 85],[ 9.08609272 39.91390728] ; [18.91390728 83.08609272],0
n5,1,0.424256,0.638496,[42  7] ; [82 20],[40.2384106  8.7615894] ; [83.7615894 18.2384106],0
u3,1,0.457702,0.551509,[ 9 11] ; [10 19],[ 7.75510204 12.24489796] ; [11.24489796 17.75510204],0
d3,1,0.467376,0.528174,[34 15] ; [64 37],[32.01333333 16.98666667] ; [65.98666667 35.01333333],0
s5,1,0.498254,0.458653,[16 30] ; [28 68],[14.25352113 31.74647887] ; [29.74647887 66.25352113],0
a5,1,0.511606,0.430782,[32 17] ; [72 30],[33.74834437 15.25165563] ; [70.25165563 31.74834437],0
u2,1,0.5747,0.314882,[ 8 12] ; [ 9 19],[ 7.08333333 12.91666667] ; [ 9.91666667 18.08333333],0
a8,1,0.628603,0.23396,[ 5 34] ; [15 78],[ 5.90909091 33.09090909] ; [14.09090909 78.90909091],0
d2,1,0.633381,0.227504,[28 21] ; [53 47],[26.63758389 22.36241611] ; [54.36241611 45.63758389],0
s4,1,0.638592,0.220588,[ 9 39] ; [16 86],[ 8. 40.] ; [17. 85.],0
n3,1,0.656278,0.198076,[10  5] ; [21 14],[9.3 5.7] ; [21.7 13.3],0
d5,1,0.660757,0.192606,[38 11] ; [75 26],[36.91333333 12.08666667] ; [76.08666667 24.91333333],0
a4,1,0.675141,0.175647,[22 26] ; [50 51],[23.19463087 24.80536913] ; [48.80536913 52.19463087],0
b5,1,0.778323,0.079245,[30 19] ; [60 42],[29.20529801 19.79470199] ; [60.79470199 41.20529801],0
b4,1,0.803129,0.062151,[27 22] ; [54 48],[26.28476821 22.71523179] ; [54.71523179 47.28476821],0
a7,1,0.839905,0.04081,[33 16] ; [67 35],[32.45033113 16.54966887] ; [67.54966887 34.45033113],0
v2,1,0.883414,0.021504,[22 26] ; [45 56],[21.58389262 26.41610738] ; [45.41610738 55.58389262],0
